X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98
181201.67803340504,-185264.70050132566,-66876.71799177631,76334.96099294249,149159.5504327022,-16283.49972332471,-62509.58151975921,23170.55704605991,-46115.44172515813,-18758.59343387719,54672.16019770505,-17562.967973669216,-71666.34264062831,15235.591829505418,9434.840593213565,1949.9601902849442,17760.65596076487,12384.408847364162,-9730.226173110972,7862.72111772073,-11545.761267620337,8471.215289818194,3.6345739829901897,6692.874950120116,2754.189633352463,-3687.534554220716,-1108.0663819133015,-7517.807852674838,-803.4085518565826,-4723.816281667314,621.5767529070977,-2695.905305695005,-1897.2994767056998,5.0,-1978.1597647395276,-1625.6203687030822,-1084.2033841591258,2272.8644114705744,-1789.3359438060495,-945.4335316413609,264.1139105379312,-1096.9042293714926,-504.16011685293967,3.90896244248881,205.11388986107437,-606.9605973405548,-249.8738976437143,20.434534751763927,306.5265778926951,139.1217394909831,118.65122396633365,519.6306687629993,-184.78367900717924,-3.448168625319748,-126.16604244218976,-222.1698970181803,-145.5165644495251,-117.83904397026765,-8.328257404642146,27.963392276854083,-1.2290979681747811,-42.3081687755306,32.43181723149775,-17.502830818231473,19.319125267906593,9.620724854865786,14.09990857632976,5.6995023809043515,7.706829960884643,-1.340281034745185,5.919250317220266,-1.9014098201291165,-4.901031672643743,-6.3525034096624,-7.381720044771274,-2.192628474859616,-2.236271746207642,-2.300640619697229,-2.8519157746849975,2.2877130577202958,-0.43972782352747275,2.7931802483031127,2.6245020707953772,1.6668850736701133,2.018142171110008,2.7628943854614736,1.7514711167555452,2.3658513913908785,-6.6207363451329675,-0.7505534533581872,0.5406057460673143,2.1657510357842424,-2.663929402996693,-0.1488891027792787,-1.0438252280990856,1.5069115022834496,-1.6891553943261777,1.9219478122047922,1.406415303567231
-98406.53929306628,84498.87177285035,48214.95360422504,-33736.10194583923,-65775.5270556165,7163.534427676862,26972.646154095888,-20986.684728209108,27149.676075337604,1160.7027472544808,-28568.4249204604,7714.852506098402,24996.2821320319,-6952.076044544487,-69.10152927406034,-7362.898278621995,-7333.76454951249,-3086.288397365056,2477.806889433525,-1419.7473861335145,3072.2128766266155,-4735.88909855087,300.3504789341503,-1386.8738448056579,-1330.4627193528768,1252.2416394094828,-467.13989525057934,2846.507010382088,288.9809888167785,1614.2494467833587,-199.82375919195678,869.6774624648663,536.44957333061,5.0,715.026674676263,478.14481210328165,-81.43183459456156,-876.5097000598504,563.8458720672965,325.2757456463135,-119.6414750732254,423.94100591616007,298.6018622963436,-14.428757684305085,-137.596325877685,-65.91368579495119,-95.37430703997661,17.05499641117363,-14.357660430528407,-64.79858096592572,33.0730238761238,-200.8808442212241,32.75481379709522,4.9453407851402345,-11.68053667708054,98.7357198817748,49.208954704549285,52.251022358161336,-10.485194909034462,71.70451544793856,53.64632864076902,81.57639904963297,-42.48386355923198,15.183688723422591,-2.5112386231272743,53.0333789041197,25.763481546404353,31.025480487248103,14.679607281994887,0.7658631004112851,15.581315686112536,-25.526085168027546,7.14619972879468,-1.2674401320640678,-3.912623287006414,3.9041963146530314,-0.3398516076952228,-3.5853056495948192,8.17313134152355,-6.8190606361868955,-2.2590119101775197,-9.451180589234797,-0.6787411956912568,-0.15285920179125176,-3.7475443622461038,-3.2318090023133896,-0.10056585387873519,-1.7292634506810927,-1.9660406125229115,1.7770647927940102,1.1769834915284725,0.11987518354801263,3.7947042123649255,-0.7840887612061878,0.6169199719041811,-1.5183780576984587,-0.20406722446655864,-1.8035898000580612,-0.7829623631684061
44244.138576624464,-64065.1794864928,-528.5365477594597,31251.475311882125,55597.490843814056,-5903.666183557802,-24161.686942359018,-5227.747478145851,-7632.608622647856,-17953.946313383145,15399.073317264289,-6997.719356023396,-37912.00659840136,6122.943411189471,9945.674883276186,-9696.427223199296,7811.342242684485,8203.734742249871,-5954.524602827653,7180.501665014157,-7682.295786235322,1692.6995886160578,-445.49283753342655,4381.1500542009335,1180.950723306295,-1787.0810072871625,-1155.7882469154958,-3596.8902804481627,-568.0061777544823,-2326.852208319437,379.5820592386068,-1023.8387143329344,-1224.6272086720348,5.0,-1029.2958530781125,-831.7673773985671,-939.9523392869756,722.8514034626418,-804.9994697145115,-271.7303328586452,52.42810186670722,-294.24192875293596,71.50943347087714,-3.418134646388963,-112.30216961244831,-475.74779855953255,-274.20218744728834,-55.52828428261474,199.3481002762179,-27.45727050744798,132.18312732092016,148.20109939543832,-35.474609505505704,15.040276454823626,-106.11868558166452,-82.75053053858058,-31.806017012790292,-38.67039197112879,-19.165990685456105,94.52329501938652,-34.75125526746725,-26.112210740558915,0.11176542591906469,7.144309089044301,19.327046474627473,60.26526668362215,34.26703441971131,32.77816790454584,20.711660127433934,-10.373794586034851,12.681025717489439,14.463114855948417,-3.259901869371973,-14.720051017128625,-8.591587353360872,1.8090861086922918,-3.4837365598565797,5.827987872251811,0.45945675682684833,0.23731433814336234,3.9805691857858263,-2.4084632353941293,-0.1869478324265321,1.369544277537138,-0.8099745572058625,0.9990636850277395,0.909908566205837,0.9946739808854671,4.786951748037979,-0.15342221466983644,-1.007854503251966,-1.1199655748226125,-0.9584506490856549,0.3905736865918709,-0.6266861366820855,0.1976477809126106,1.3695313503404614,0.0389771679752399,0.8440429514195624
9991.507366405693,23219.78105507066,-31151.041166153253,-16438.973203858848,-24822.3974419536,2982.756759397044,11984.687330173805,20309.769421788584,-8179.1030402551105,21259.205023504124,257.7463792361588,3597.1806331762073,30042.523245862685,-2660.5614018737547,-12111.235736440341,16279.938464629417,-4718.839094775378,-8020.853570154474,5811.866507129077,-7598.108629259511,7255.356977887427,905.359013389315,338.64785851754147,-4428.604206260314,-700.528818598553,1303.211060686523,1736.3003383146793,2558.2315711896476,446.1095924704825,1820.668609210516,-314.1211638836673,693.9507504345578,1128.983478924991,5.0,818.16438680733,711.5123982243409,1195.0858646980741,-327.65407317194905,640.0795570954715,144.22213447191035,19.691224087453634,104.81613130802921,-269.77797189474563,5.8351771970749695,215.64853119385603,623.1999921749382,400.9867527053233,53.38546603469597,-232.4144842259295,65.65706938856957,-185.2828001692268,-62.00629497038026,25.553516189940556,-21.207934468525938,135.6206476573232,39.95586479633501,5.491977217511645,14.461506294193406,30.111976639091253,-161.66258139249214,7.93450897997385,-19.680634459449543,27.716133595488348,-17.68246398541149,-23.147501163223136,-108.4046401976187,-57.47313064568079,-61.46348602080885,-35.274116638318546,13.136920983922078,-25.551901924121047,-1.0643752091991867,0.3432759493830799,17.435764097083013,13.897825422018057,-4.606820491948769,4.139232085732522,-4.154756982859143,-5.925305458826444,4.245630292193356,-3.09391624402676,9.091795928184219,-0.20862232375937423,-1.5012669384844364,3.1253598330011876,0.6137119439445242,-1.3242044988454083,-0.2296024102298888,-3.465592838303194,-0.9986448947301622,0.38197541011905095,1.1972271941251074,-0.9423015840138479,0.40331122245447115,0.40547699180332125,0.5206045156863239,-1.3432951364147592,0.3340326688436923,-0.4728888608937552
107276.21435597728,-85615.63334919375,-60032.695262073416,29350.544228713577,64466.81676252829,-6494.866738198722,-25676.948572488178,27833.224098728515,-31362.06850896365,5586.362155252165,30706.648385617882,-7000.269425704695,-17294.959381973764,6555.244659445081,-3804.9477474612054,12952.625742439299,6325.982416040694,926.9102340237429,-1011.7767344051272,-1259.0315099220184,-1060.601316633078,5259.946152133262,382.9478744160041,505.55352591754036,842.2978799530155,-1177.3420183967837,591.2524830807804,-2255.783497781126,-148.56875325435558,-1256.4967216626324,132.6845531426247,-1046.2560058647214,-203.01977808414665,5.0,-446.40513569079343,-403.8277615042037,228.03840140258265,1058.7900447058234,-523.5020144252214,-449.40604543202426,187.94966142344006,-540.87081881597,-485.5492087654664,-13.677737873472495,291.90246814542814,67.5631524304357,153.90497724606038,60.40871576743759,15.467302512383077,134.5505591500743,-61.63115727574454,251.76073874041856,-102.42458370847454,-17.75643254214309,22.167358157030225,-90.65995581375476,-77.50362405034443,-54.759233157791506,16.61472327135726,-87.62969498038073,24.077182891327972,-12.120591542372638,31.278075148597758,-20.121814050243806,-6.4716476959078575,-65.1770559169823,-38.01849504445631,-40.509792502490306,-17.396648297508904,12.415669785073101,-13.803242611668306,-13.986318036368976,2.505549651756405,8.374631684655501,5.118759117209568,-3.7335802468401242,1.5572426679305487,-6.111758066219223,-4.2048007672201475,2.402476315181942,-4.699549047966904,4.8677698424387,0.5856998253525667,-0.04871649691188562,1.7011990607633285,0.8854171549735593,-0.49593735841665987,0.44315322901230836,-7.394859835648582,-0.5686213178020278,1.0197401228970728,1.8999634105511183,-1.1085185701945532,0.6510114741693124,-0.3061540816701599,0.09318110176655472,-1.7757628035353776,-0.01703677852376266,0.3357398575365745
-116583.31062001154,146634.85269500365,19769.79308421813,-67150.07944368878,-123450.76013538291,13737.388603141324,53055.91964096538,1150.5107710346072,24663.86719129616,31325.388435670386,-37661.40255072341,15223.85478483501,75326.80237076906,-12950.087381581541,-17002.926844266884,12941.458372768564,-16353.864925545824,-15449.262967550407,11606.152147490402,-12278.258590389825,14278.603115665126,-5056.8685041039025,512.7619332796119,-8301.014265818705,-2603.3400811191136,3611.2130833966485,2057.749716401042,7406.487560754442,974.7650115784645,4772.909319123435,-708.2824580928182,2342.1871611977563,2282.83923125302,5.0,2076.5951523915037,1696.063253536676,1689.3816964375596,-1763.6618470181957,1721.4717982531195,706.4905415622997,-157.1601430239057,785.9018782709182,75.1830853824894,1.4244444012774713,76.2154544837596,884.4472117027562,482.1307447100709,57.58247918198926,-386.569930000599,-17.474895473728882,-229.76942214438134,-384.28047177439265,124.14279437821376,-19.828012261716623,191.61435012495804,184.53079297060637,96.52149501872306,91.69045546196315,31.39605409711435,-146.85729550169884,33.1411653734015,32.08174250226414,-5.855090395362655,-6.24948904669028,-33.48195351286584,-90.90252255931738,-51.6663233469787,-49.544393649807205,-32.56263479454856,12.941775661891882,-21.253695810436245,-11.277531933158839,4.368883926744434,20.833076305084987,14.995879051900676,-2.4838841650268355,5.49611265913424,-5.238146169255952,-1.5333911834189433,0.07466199179016014,-3.69220241228733,4.486880499529837,-0.441506052057033,-2.3708458569851834,1.3105280854629335,-1.8554249361644977,-1.6005688636993944,-1.9160032150655264,-3.1706834006197187,-0.10816765762026452,0.9941566401015394,0.7973882772682774,1.694657687628818,-0.29800701585565553,1.2077423002432002,-0.601208183103339,-1.1703054405055564,-0.4644234003757384,-1.4019772575569505
15743.10233902786,-26899.740834486794,2536.629561994491,12390.80411207631,23187.227530421438,-2757.735761277802,-10249.26267720263,-3834.932578476292,-2605.170376066806,-7985.080233866845,5270.676838450027,-2850.956264413689,-15878.895536137898,2101.081789870803,4340.537090254027,-4040.8612496740548,3124.011405679514,3580.3055349765295,-2816.5533070502433,2567.0700265874266,-3146.4892004012727,688.9901712345466,117.9325631410032,2049.3821886591327,443.4980168432364,-755.8330794203624,-809.8435817934945,-1477.1116732324358,-141.7709504016357,-1073.1963349811904,123.54453743214735,-584.955833800507,-534.654028022854,5.0,-462.1564367412544,-407.0868471457915,-528.300112150108,411.141530290458,-444.2546181490964,-207.25303334182308,18.460913286734243,-209.41366379670384,-15.625550485022108,5.520936219911856,-12.633884377390737,-296.8159577827735,-181.95914286599242,9.260894000748497,118.77755617269334,15.217601683034164,75.92822978273273,101.39491449022496,-50.59695022171997,3.235610969662548,-61.87716474965883,-39.484071102646,-26.137274215876886,-19.67874278734727,-12.291663639033192,58.092103705551814,21.209429941361595,15.637610627969098,-9.001275460512057,0.748105819914093,8.73961794422742,39.70372266620673,25.392921179524357,25.571138592658702,12.580554406558624,-3.951826236270178,12.242655317063278,-8.612455424658242,-0.95600921068377,-3.370718734280657,-5.536013379620943,1.175518426965712,-0.8789266133231629,-2.0583659210124132,3.191089965483944,-2.38424890351648,-0.2428052354055423,-3.3243841847747166,1.5638641571912761,0.6704646449480584,-0.4031977109235989,-0.3481803182096757,1.0570184383423697,0.22690485033176883,-2.9208295955154244,0.6351661483163843,0.742646832115201,0.8873496553265575,0.5980711180684645,-0.9458046752345856,-0.07723507214526057,0.45127807021902827,-0.6551613076695203,0.7060503536605054,0.06811246789241955
-53932.970513353444,58884.252402566206,16381.193247515854,-25888.464475369827,-48368.57388894509,5308.973717913464,20462.720515928937,-4521.5727716015035,12840.614658374472,8729.230144897947,-16780.687982369298,5892.4633212887275,26060.36928072528,-5124.029775941685,-4617.155842126444,1878.393742848544,-6108.438960447132,-4872.291096839518,3680.759096072925,-3691.5193624391027,4579.267836489131,-2435.272903600463,227.83688916061433,-2545.9780043336823,-1011.5903110173533,1258.1832174703443,431.6323201897429,2643.33724172447,332.9552234197898,1650.2701986422906,-237.1587431401471,812.9308948611725,744.5379508817248,5.0,727.9022546181842,561.222460865468,435.0515329271149,-663.624332622822,590.5721364774464,255.80432046523637,-65.84567677419537,301.03705816192746,79.38806996555373,-3.906564371721888,-2.8775453190929703,216.62639835326476,103.29828415427856,25.648848965388108,-104.16245107397238,-13.564619815656334,-53.07014058440174,-145.84738433383797,35.359185303564345,-4.230636424401967,48.819254576569726,73.27519667243095,34.58034728546207,37.2708885668196,6.30453161763397,-22.21771504370888,26.191106704636823,35.157312117206445,-13.763860529166083,2.729010736080878,-9.632712881417145,-12.016820249497611,-8.604035366200883,-6.084180691967873,-4.991313309078486,4.629545440400527,-1.4206212827253901,-12.539859130836945,3.473141515371683,5.962554797052843,2.2308971280559655,0.36832832774845914,1.2703097509397718,-2.898223843810711,2.2578976400307265,-1.9865324399782778,-2.2154752100647728,-1.625559290956334,-0.2993272417764206,-0.4593693166709738,-0.8269529387755699,-1.3299108404729925,-0.5269129648389704,-0.808338314504232,-2.203100144327802,0.5168838025328854,0.6918070477113877,0.25673543644418956,1.3418085783042681,-0.18116653309751693,0.34800246478748004,-0.4529573265167465,-0.5967755198084764,-0.7121773798756176,-0.5005879290995938
-48825.10410731779,33797.03427526792,29654.79885340735,-13163.319989732852,-24676.9301180538,3069.1471699957756,9896.27151202632,-14440.284808896165,14764.611237205172,-3866.222087905837,-13185.995211353296,2909.638905469382,5180.700685256453,-2565.562331568595,2574.2387746920754,-7253.734551240353,-2405.9822097198326,329.10388285634957,-60.93870640482109,1018.1462032261911,-226.94163080150182,-2563.307397004366,257.82658515367785,491.27674856523095,-687.0187791731344,146.0751570180127,-746.8860208897091,755.2374745951431,-8.071740464416767,346.99785805652755,22.422815602647585,131.04338752629653,24.734445232163644,5.0,228.9164203795327,20.172086355104987,-396.3853346202791,-254.2500763325839,110.13711074635162,74.61153316327578,-17.89662626232603,149.71950544265246,172.06723400524322,-38.35047705606433,-83.7188350677495,-257.59812923368065,-153.35609297997325,18.725798611754527,78.22203499110054,-31.47750776281735,66.74328494402548,-65.70325961917558,-19.358437827905675,5.843785900550441,-50.06054009217767,41.163137896626914,11.303838878612089,21.651488695947553,-12.187865503977562,88.98270932695246,54.423816508429965,81.58082965499456,-37.2277247592997,13.186584111966212,2.51345640123423,60.39607429676398,26.95139568468637,30.751343265734995,19.42475762362716,3.0479386262165415,17.647454392786983,-30.81577101723027,8.848847958817295,-5.336174847090442,-7.500699126531539,4.6949073168632,-1.752050733425434,-3.7297706744445196,7.980235020903065,-7.225418517099122,-3.253946387601764,-10.455954192068232,-1.2886716711395978,0.45248754528389157,-4.5363992047512385,-3.0875718223679427,-0.07656622069807983,-1.2115132306016716,-3.3356969647946375,1.8611530043659867,1.27430589356857,0.14899128690777982,3.2861665041403882,0.12344668354270794,0.3093488578568574,-1.7837439424085104,-0.2166139753559852,-2.529664698489306,-0.22556397381513982
108961.55916504668,-141613.47149587105,-16394.69326876743,63009.8074168842,119223.97534693223,-13021.604414636133,-51233.99055809417,-2655.2288591707274,-22926.830912308396,-30220.71638903979,35386.0830041888,-14482.585926030828,-72256.34278746317,12115.712769854348,16411.27526123327,-12577.810131686503,15562.405654460557,14956.81115629209,-11354.53835752323,11356.44098574643,-13697.643632860974,4687.607921573983,-33.29996436654799,8295.313557880354,2210.5431562222734,-3612.0966158974456,-2434.0412841357283,-7055.813676170818,-891.6905220702349,-4677.672360162352,676.9465403023784,-2488.0334210283727,-2213.783193922355,5.0,-1965.530990075981,-1722.8564812887398,-1839.6781777893157,1861.616005650866,-1774.6927340623656,-817.002077941731,178.3425474573324,-861.750785079585,-134.9349781277255,-17.80186299890702,-15.59964316160697,-1023.3971927886325,-543.9859010690463,-8.897536425091927,431.91725682240576,56.019020572008245,251.85105013062739,422.512939986334,-175.67296166242494,15.250285617448116,-213.65086785985457,-181.01447161661721,-108.4719893397081,-91.93265634335582,-34.882620723758585,178.53330087606957,25.652050381044322,22.91155985038363,-11.941631612309086,4.094041336324296,32.20245142661404,113.68735034919293,61.75536071832875,62.84529555572844,39.87545438972123,-8.778942393789887,30.826510158762865,-16.975002544213325,0.14427645008212198,-18.305612525804936,-18.257793217715644,3.9457641862075397,-4.880642507594175,-1.5220368027847766,6.2161635405072255,-4.812372052603537,-0.18671603588208036,-9.62955743050963,1.916157391707295,2.5487087499899146,-2.643520143466513,0.2980246830491336,2.2214112659563257,1.3227240401470142,-4.137741026966382,1.4548549931548906,0.6719579455099796,0.8680219404270977,0.2887369807104986,-0.5987467245993469,-1.037778355263653,0.29017101651053856,-0.5344263287880787,0.16647397308693287,1.1704879337348337
