X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
4400.507701336886,-1660.5188746605477,2094.2247528733633,-1425.7702129005609,685.8884642424879,858.6994113465831,5149.0098412039215,3258.353149483555,374.9212832170741,978.2147298121456,-635.2473633004631,701.9922970897788,-337.2222322185242,-544.6915495257562,-537.3740385346587,5.0,-95.63618209027489,-135.81336573484313,-295.5560317665048,305.7352648510128,252.58395780943482,231.72759481826637,-196.32438646534376,-301.18787381290076,-18.538224105192683,-107.12401525677878,41.91558286351923,19.551314130399632,17.972679049246327,-107.19605591609829,198.2039553964913,128.31998813793885,-78.9480621319335,-39.653324082368755,40.360776062645535,-47.82727159911854,48.00743399223786,31.57091153980379,-34.558286432710524,-16.086423163159708,0.7268771777668308,9.799815001538482,0.45183468910629554,-8.678897840700806,-2.172415985151212,1.6320061409518392,3.2745999811389455,1.280377054811348,1.6927794201564097,-9.743720166474152,-1.3355377305850893,2.72758244460177,3.657979654087962,-0.8085926517010765,3.1332653674896833,2.454594858060093,-1.667581195510374,1.2815008801828827,2.1228028042430482,-0.9184608028912845,1.3918452727174544,-1.4968705820965837
2416.1015742791215,267.795901413963,1612.7328691993393,-1345.2243762571534,414.8137983272847,583.1019378132684,2433.430707918668,1662.3219349379524,384.7694077730424,568.0344734392501,-401.1758526164446,231.3776601332145,-215.7925910623071,-440.792887954047,-349.465041787111,5.0,5.048550405275254,-20.2208367667427,-178.97546586762786,197.66387677486983,198.81754273170213,144.79373250714667,-148.5235981335774,-183.59075581966135,-32.64217545086122,-56.229310501689376,10.437909276142225,22.63585039204441,8.18661632160458,-73.9305501909822,127.1704267576969,80.73494795282039,-49.84824165844675,-19.94831024932832,24.784161048627997,-29.928731319285387,27.915019953306032,15.746096880966594,-19.966265281660842,-10.181578379718667,-0.4194776793337427,7.0513325660247475,2.188849009833768,-5.77443844878909,-0.4151381391724711,-0.9081327418796608,1.1672659438136903,1.019563068410514,1.7934235375866592,-5.947835216390217,-1.205207765942989,0.19850214325192633,2.2513134355181195,-0.33564281579533367,1.0634367309110355,1.3980074770412658,-0.8057334300228626,0.7024952559421802,1.1695417782447157,-0.6121634234902298,0.1895434541320535,-0.6004100096210904
-2427.2755206436104,26.50159259193657,-1542.1775333764135,1196.5270353115163,-475.3704693234209,-584.4460443093147,-2465.515964037428,-1637.8189047393764,-338.21695084053664,-572.3635142162319,416.87519095217823,-232.92272101299764,199.62911321990202,421.6277843149823,323.68657084995016,5.0,-11.145182032067886,38.22873679347013,172.59231688714883,-182.59143646995042,-183.8948034859571,-147.42306020698635,141.0344393428469,181.84623522571488,32.175381114568,71.28135950860863,-4.919592339619169,-19.427858659320236,-16.187685373632203,62.70498764978251,-126.51329800087576,-82.9926249986199,57.219017524200126,27.967534670483733,-30.651279548227446,25.365615634728417,-36.84095962548699,-23.00255431230656,22.800856304523958,9.930229206920693,-1.1613650763257373,-4.081169257575779,1.2625512314794824,4.745147859240038,1.7303153817576948,1.1780415942669278,-2.513564000582772,-0.712351252841579,-0.5277117886971066,5.8551305374544205,0.6367174131318672,-2.5381606147472393,-2.2232205824471176,0.9465109469054984,-2.641746349391037,-1.874975666325741,1.3149679510359455,-0.8986579627933345,-1.5565059658830458,0.6466696600720535,-1.3271818718725943,1.1662738102983574
-3585.7601405684727,1252.5621065551516,-1695.1486725859177,1230.5141615180007,-478.6872843827436,-700.227142897532,-4259.692566244464,-2747.3553339419987,-314.4520713664719,-701.5083129705275,496.4429264383223,-598.088097174337,302.44303632617783,463.07261721860397,465.22197451103324,5.0,111.75966586015666,98.63058074866302,242.71570839985787,-266.85312426135135,-212.98972597991667,-161.28466099794872,159.60587155341034,223.669028606747,12.32384579288616,50.83475068883696,-39.598991513625876,-17.8110687566187,-4.144964881460534,97.06206891168134,-151.39562589212187,-93.57408134668205,43.58681637759409,15.046605890499723,-20.512984980336306,41.0793691988154,-19.737819749732616,-12.337197542415733,19.35774014336294,14.756058711386233,2.0088675632024042,-7.23872484073241,-7.369251684139824,7.816042606566217,0.0625031125322207,-1.8092923074549017,-4.109808757225382,-2.9122040672601717,-5.362936209107063,4.789978016623198,3.477646501305702,0.03241640338963804,-1.30029420536752,1.3890613653615624,-1.89174516099459,-3.700012373958344,1.841983529755516,-1.866810765054484,-1.3255020689145798,0.5073709546611722,0.29448268786311876,0.9088853235171594
487.97285291348675,-1695.0880510741242,-312.41142884129187,540.549476469311,3.320919730183845,-12.573642942460618,1131.6639478718685,613.1936204392734,-152.6579131254212,13.309959962926154,-2.4862241044684086,276.5093244663437,-30.076211277137222,98.93661032077799,4.6655844624386384,5.0,-96.06901935975765,-76.36685580422765,-19.767552849316164,-4.083453813592686,-34.75732450176868,-20.47563544929589,37.353042244197944,-6.098032661320381,20.202633794922352,15.005721056015144,31.57071065542402,-5.025857143302425,-8.131057174763292,-1.746209478796784,-10.725508754299746,-10.582498509338254,13.633288087408404,9.96228368620394,-9.27912735324536,-12.520541405330036,-8.280517635137752,-8.487827908221858,4.769095429289757,-3.520723834024782,-4.051554723650595,3.0320325343199817,4.944366804952627,-2.867518358896509,1.8746908357638958,-1.4595472189411565,3.496483116734616,3.017366678114147,3.037959430598242,2.2155476221997445,-1.9024897100585605,1.731888242806398,-1.2138272477342342,-0.7487628675859838,1.8739116236625142,1.5980381451017758,-0.5740297556131748,0.8362195350430228,-0.2481980079663089,0.08482769574589871,0.8363578347798704,0.15029960920318416
-3872.010060805592,-1735.300935880283,-3031.28271127191,2735.775424872964,-771.0103306157907,-1015.5455385266549,-3348.6758468662993,-2358.771264957223,-759.1135729737887,-1044.776033002394,711.3893713536567,-183.35115177916438,323.6215024152487,830.5217559620754,604.9022338088708,5.0,-97.84644398577755,-13.525109800202367,289.7183170490163,-345.1636818407084,-361.0913955447011,-294.91112752615766,295.38211527543,323.3472330627511,68.46669894254416,142.6090615267475,16.46852729755301,-36.75802166783715,-33.16712483571499,118.1991007128272,-240.83880122255582,-161.12836435383167,113.90681426320191,59.55825294099107,-61.73380306850465,32.669608166273335,-69.37274822055966,-48.17077770325445,46.53781819075755,12.250286258410878,-6.7441036246005535,-7.055326865932089,7.653446528015685,5.332791271170926,4.697776258594038,-2.5557238148857486,2.5328846704215175,3.3621770524522625,3.2293110278956165,14.195318389933698,-1.7508078263895546,-0.04246253081326477,-6.13414679376747,-0.4898988719675411,-0.3123941845614925,0.07851536992743935,0.6521935585585944,0.15066689307466494,-2.6602258637128293,1.2375611722195599,-0.2900542714729884,1.6736182158018165
-359.3953481760558,-29.519429792442867,-234.63037328237547,213.48343547610278,-31.90047627799091,-101.27947473590646,-418.0280350833406,-306.91069277732623,-60.88067071178772,-32.363230074288836,54.064083362161824,-41.54524616878877,48.073864918482464,77.62309369810274,60.9626294334631,5.0,14.11667810153402,-2.496967199293821,29.616634261674577,-34.5073632327289,-34.57498747453073,-4.332859146543921,20.17394447230469,17.947948459415276,5.129404266821828,-13.277188547251185,-6.106905431052747,-5.872110093342347,5.5311187999516385,15.737663066962211,-12.650118637436814,-4.8775024420032285,-4.1440622728816425,-7.32972820944338,3.539280383160714,7.5358659797240675,6.346517248590017,6.144857380002932,-2.303958653786415,2.609555800306673,2.0479616643347605,-1.6130548671393794,-4.7446973018571414,1.6633023101657938,-1.0966131664996257,0.5459156997099537,-1.0868231599044886,-1.598345566211392,-2.651390548777259,-0.7418491334635166,1.5742187493711304,0.9165767429489705,0.5334688146342308,0.28467703486431994,-0.0061224818668443315,-1.102744800584515,0.37572019554576086,-0.5490728418581572,0.10925179424586115,-0.04250063788272763,0.4083552493042098,-0.06983133342361342
2227.0493154470646,-717.546887064083,1117.1134450462125,-765.4968195785922,387.05606149280453,439.88193346800995,2518.130162150302,1577.0157462645566,208.04519760188444,568.3247520689563,-334.55494138154273,322.7684574055774,-155.7560260399884,-278.0292692696121,-265.55076888404375,5.0,-22.025484501743097,-66.5527104715148,-149.14774850851103,150.03654445775626,130.39387748269309,140.58004381314885,-105.91593016740764,-168.72978193713595,-12.571875482682772,-77.81072905400781,17.12847937647676,9.499390975978699,14.402343432956263,-52.2926792344727,109.99676291601949,73.77934548725642,-53.838702890465896,-30.948651701223866,28.431207230760226,-23.03250653972957,36.378810717077926,24.175519768951574,-23.717703339157115,-6.8716788305755685,2.191172300747164,6.255278502081913,-4.148560775320585,-3.980224471130268,-1.7998740818621282,0.705850422112818,-0.1784673843500956,-0.9245763399455622,-1.7569602746195931,-6.882145425755479,0.9857270242627628,2.050355037879418,3.054661244612556,0.317176232137144,1.3799777395125956,-0.20878018461620254,-0.25402277367866494,-0.11624101356528785,1.2456853673127755,-0.6312301476020374,1.1768948005164213,-0.7771791387544617
62.171076368909546,-83.7981496625688,-15.063026972327151,23.398970183089087,12.802857476710452,-9.543421709733577,72.6539322691252,28.302969415688676,-14.382658680088168,24.96172918463295,-4.919858791862978,26.825465757378094,6.8902803381082816,9.738411964902811,-1.7330705739275756,5.0,-6.34810279507066,-9.096006954109523,1.136139303815037,2.3124913775666824,-5.7824415940537275,9.304101960242715,-1.8262835146745273,-3.149542698617352,3.991104993101527,-11.207619678687323,-1.2847154189824168,-2.966299440452419,4.083570702966365,1.842835272537136,4.217371070858776,4.128398250264148,-4.560895512182586,-4.782142498656977,3.163862584715784,2.737943772902248,4.673882771583661,4.25240269203141,-2.4200832250833026,0.15460630850445287,0.575249870775306,-0.9960186174913327,-2.118988038029083,0.4840901967353293,-0.2786635945728667,1.2464988216503974,-0.16158320483189997,-0.398207741655179,-1.158912320275537,-0.2862969959850635,0.6773011686370025,0.7926898781044616,0.34601591338470444,-0.12676457020905832,0.30102366331580144,-0.14615702319868487,0.007492086915985796,-0.1652804335258651,0.14375893641215365,-0.05182508620619684,0.4364154992150821,-0.10981255605667149
-257.12229704084655,2812.513290800862,982.3855675443781,-1162.7544734984717,205.8050492842416,210.1864436675213,-1406.600192589013,-710.5586426142287,366.7007842235244,183.8785093085108,-130.69611328853114,-466.52275130895174,11.016182628750881,-275.31684296762637,-55.21788926242343,5.0,204.7070734379828,115.6608963475979,-11.5476411883481,28.724233055576498,108.24795446563193,86.11441522914532,-95.0758394927,-57.133014914939736,-52.9884201394342,-63.290192416881595,-52.070121170275506,18.542049308879097,21.02470717824186,-6.104406422046471,54.69414089272969,42.12237806778587,-52.28417121308533,-31.05267816645805,30.071028047307426,8.08623208571426,38.04845246210794,24.625084862356857,-18.5351098773489,2.5630127063489474,5.685388215447384,0.5583049480473499,-11.596248838184684,2.022605417349544,-3.1130181088306497,-1.233565327834415,-5.208349022645867,-4.3867641431092546,-6.861406501809832,-6.534713050550581,4.180291760877266,0.7216540492376889,3.542722730441375,1.6210020053731609,-0.8286194728619963,-3.239539142888686,1.0745884813548001,-1.6722441195396962,0.8153032151068599,-0.47115333031274464,1.151360181853696,-0.5686441503395785
