X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92
1280098.5270153026,655333.5977197507,1453873.1008686116,61566.63271525755,-369765.5408986133,67045.75892601906,-171359.36328674838,156649.78080701083,812931.7813117749,326663.96227697947,-148633.4098915271,-204609.86405332212,107546.36378274133,-160320.75577426833,-164211.53130839297,142764.70306051517,-23782.329992029183,134771.59737086075,163570.71637911044,-48616.652659912914,-53514.26112492546,-29091.261108109888,46061.230967624615,9610.090335376723,-23602.402663432676,25452.113249234757,-2008.2270340226842,23668.89449529836,-42030.16373027157,26221.92115722178,7209.714574983979,-38454.82634189437,2838.784097149747,-10000.629917221702,-13055.072475739085,-8032.294075515952,-18755.737989878136,14481.675074796747,608.6651987059046,5088.79103733549,-583.1149128589188,5132.29906481956,114.40971794266576,104.00397277376554,-1057.2343469653758,-3333.9246747806014,-393.41368129236247,679.5483250130403,-1723.7782476053926,1002.6173756280593,744.3796553523299,-938.8242520529293,85.27091684110682,-69.9362870209381,-140.12920718481286,-88.55529371659479,-504.6613495248431,304.529288487848,218.29777729649166,-159.1446875429129,-172.9185240188711,177.29050382122767,18.96438780989758,104.59291459525214,33.67549683179163,-165.42872153321,-73.88013625825694,-18.72879389194632,-29.66114603860709,12.760700188392327,-25.55067005105693,-59.44617083198111,15.639132396690998,-1.7413048876869621,5.0,28.478944456779722,-19.162009705041505,-10.09977759962574,-9.768121604700232,-4.953904230742739,8.214240793888598,-0.8212797961112773,-1.97462304503568,2.4770758645036173,1.3633615122939235,-0.17593027883891224,2.341877175196542,1.6815096142539765,1.3121731057418238,0.03943350041486148,1.1605705165948876,-0.8038062043550599,1.9521788689286157
-667796.7124869378,-346016.5807532661,-768708.2579674381,-32999.52044846247,196376.65477106388,-38979.5544679882,85615.65513560185,-83788.84198472662,-427891.7772960889,-171543.4780948186,74219.38902661398,107475.60476005872,-54552.7857994424,80584.88394295717,87783.98324759149,-75630.69204306298,13392.837332963201,-70854.75487110444,-85932.1508749324,25941.166061862798,27580.14344542766,15467.90615005305,-24560.848622427686,-4964.326169420345,12498.379223912105,-13582.34402250358,959.2899576094521,-12643.964060802859,21799.564911316167,-14039.54309331721,-3700.1715236441005,19737.264548707626,-1833.8298864994272,5230.676790410761,6947.929808587272,4388.797856765213,9662.817996508737,-7524.495417630327,-517.1511777526603,-2707.612458306627,318.4668453273803,-2529.8100216503503,-21.975566765445127,-92.75862826100072,481.827409915883,1652.7488423601721,148.5196622205367,-261.7040335143815,878.3918590340359,-427.789805986045,-333.4139183276414,429.7536292874672,3.9769304155472733,26.04531821173213,70.85053475759645,3.067533665139435,236.82759400767233,-113.89303329748712,-81.91686942839347,99.81817062550675,81.49593197328285,-58.890550520991475,-8.109576011219334,-57.17902555279009,-5.4220116820793525,83.09273621084002,28.22088494477647,6.468425731299909,12.606377921885107,-13.937370903883478,9.478716079999705,22.270788284365736,-7.773756313289261,2.3811293593574128,5.0,-10.63655033676986,7.787598978799666,3.1105364561857765,4.054016623052694,1.8181557452291734,-3.236559909116308,-0.24981394592425948,1.0381099300175292,-1.3337290671803954,0.18786099903911269,-0.15241851194439227,-1.012173487351228,0.22104360759888508,-1.389972137392976,-1.5257917249152924,-0.07270614407231106,-2.633333769043181,0.2556779119395221
59117.65501327929,26427.863919245563,64509.801122046316,2360.828413483332,-16361.782659259714,293.0098688395908,-8361.94778617191,4766.480683938607,36141.293759493725,14069.59142681284,-7820.58707656809,-9299.720106126706,4816.397260052956,-7930.090510455546,-5528.960521425175,6319.128419555668,-879.0876631087804,5521.4859408909315,6413.199132657497,-1720.9159014482084,-2411.872483627687,-712.0431471599783,1108.1134640491289,60.932683317135734,-562.7046938321963,998.4189180426916,-130.79502963219517,737.110099898514,-1806.0033835404752,910.6537676617023,280.7586200846696,-1900.8109194886583,-159.5341692353908,-425.81901464492034,-620.3062074173682,-265.7978178983313,-943.0708926058603,609.7997309523549,-152.06602175845268,156.03622291501807,-33.934347923371824,294.4350436016405,42.56195679343132,-23.520531619456136,-64.13553603844045,-167.35702466242464,-42.40529606159029,70.64535492980306,-67.27015298419595,97.0523184530563,36.98714851334299,-68.32823548367382,25.423675057849348,-0.30653579728848,-1.3382808726882436,-23.43748109960232,-28.29701137698014,21.217700954457374,31.67555232821514,11.226267915923184,-6.706755638428257,24.121185563793038,1.8955756095135168,1.1379177530598317,6.444158186080262,-2.715925059865853,-5.308220356932444,-0.992994921549478,-2.531652949809996,-4.849897253410747,-1.0976402311225013,-1.0982621475371606,3.0496517885458365,-2.1513263272007666,5.0,0.15427767719163235,-0.5656672200614387,0.8747611628973435,-1.0508576720842526,-0.07153902463497339,1.0747640396087572,0.5341494957818989,-0.2920533484244946,0.749275341562481,-0.46685384818859255,0.38769648602102363,0.18274829305132612,-0.8558190456247314,-0.13644324412902395,1.6401775982499414,-0.7568618069603704,0.866596295266739,-1.1070469214855907
-980091.1465006763,-508693.4675523149,-1111144.2473017955,-48400.5636558473,282532.6295206237,-55870.27784430945,134256.17579167627,-125237.21447561446,-623432.4648040145,-252434.82792449236,114517.76500789773,156128.28879110145,-84143.7403321209,124637.55370162896,129589.30656205965,-108983.87857670434,17842.214693677528,-104831.12943872434,-128107.05259383284,38395.228696288716,41267.84594970732,23889.956317535976,-37517.24901226793,-8532.358874689511,19314.858531892543,-19738.24656819771,1466.4313995678626,-18894.95882175276,32566.379208722137,-20662.63366075116,-5716.007295643697,29257.680082126084,-2702.8121728700444,7740.104573025292,9783.247324188811,6296.762992423705,14165.990481370925,-11266.675598894923,-822.8401450729532,-4109.357045546404,320.6320919723837,-3856.7987014585105,11.183332154563276,-155.13130078551814,830.0263327208664,2578.343771838753,273.5247626426235,-494.1428857513275,1376.8980398888182,-672.6570045582752,-594.556567413083,682.5407933188583,-53.20529474205309,85.76063166159894,106.76003663400051,57.15620580431375,405.1929586502847,-240.97326224514612,-157.5088510361317,144.87868902136032,131.09846829756899,-124.43646438187128,-11.85486632285419,-81.3851397946288,-18.753793590883408,146.2133999583581,59.30552620317727,16.20865355187715,20.92641306972848,-19.004287889683877,20.55038972733781,43.81353019330046,-11.228566572253442,0.39785870704395804,5.0,-21.12791832869433,13.967750448697629,8.474947326656238,7.2905595260317275,3.9580540191719877,-5.681872119077193,0.8568999357949135,1.2890961981897089,-1.5838491297880388,-1.1939512216665835,-0.04387628869044549,-1.6278485577989033,-1.6027123360571063,0.9300497959573281,0.4516691338798688,-1.2182749607160466,-0.19133759655565472,-1.8985870415075716
-475477.67410950287,-248603.0301619766,-535055.2751314237,-24067.154060389203,136087.59683307257,-28116.378954204476,67968.60977874085,-62576.50494638639,-301992.3957966685,-123354.10881600706,56996.79763002559,75190.6787475004,-42021.28818740242,62439.59091344439,63950.619873587144,-52369.28541637412,8170.522667065177,-51481.071471012496,-63344.57676911393,19068.095190503594,20175.539994779683,12272.959386707922,-18973.61744692507,-4708.819798160515,9831.141052284887,-9608.311327428584,682.7906807043332,-9437.931912714363,15961.164747903998,-10202.16887098747,-2880.749970099842,14137.170043081267,-1471.229229514734,3785.1863864311536,4588.657462307576,3069.7001722817345,6773.987655866519,-5547.459118468939,-517.5318318044691,-2090.2378783031063,55.05322757770281,-1864.6586014903007,56.17133881908663,-107.9525157280897,433.61033684121446,1281.2787924164215,131.17044298310017,-252.1468793072457,701.8142249685649,-292.77703800368687,-309.09195005521394,323.59111656076294,-34.500416150530974,64.8220284701455,49.93602442697209,35.72756922960921,216.6107483258399,-128.9704718850861,-87.14834486302043,71.51018778430232,60.18633205566268,-64.94653355237688,-3.452061281477434,-37.62261637625238,-7.087023696193098,83.96726848107781,32.20458927604381,9.348752102248392,8.682654509068549,-12.159500015222005,10.886337235946975,17.40870353780493,-6.48630122578515,1.6765482660671867,5.0,-8.332386470902616,6.055642463205123,3.9087828381126815,3.496929243292231,2.228577641138582,-2.2794163400633933,0.2839302174746148,0.5324529223558662,-1.0015612636276205,0.08473994489251029,-0.3580066952154104,-0.9605637715929314,-0.12955896516518894,1.8879005651703646,-0.8157189654253221,-0.21181177562346995,0.2411899166251718,-0.2823291441757693
483428.5646163237,246316.36057458638,542540.5062345774,23204.79502156084,-137575.14105675134,23685.807001040233,-67752.76415819331,58995.36084205188,305070.8792733136,123247.61438844985,-58347.15267724945,-76660.35490942196,41862.271921846135,-62847.49249570863,-61448.227485780924,53169.89762561354,-8304.268019422472,50903.89297137726,61978.70441551547,-18281.198801113456,-20434.512843640143,-11096.46577712427,17480.51968849499,3855.2479859736577,-9029.449459097232,9482.951310729817,-793.3107655869358,8904.3076406625,-15980.504001831685,9804.441471074471,2776.571979337829,-14681.765536274084,946.7977908262613,-3770.8635687590686,-4797.702637165054,-2943.648274643733,-7115.073614044364,5517.770934090604,171.71981255075383,1933.4506404791568,-174.19573468877022,2009.5454745174095,46.13924229350186,33.25270570258152,-447.20426103371466,-1314.697239248891,-176.56637733425043,310.0457531389643,-674.7043182314197,418.1612181456317,317.8754914126701,-382.0129873165456,62.02515233380926,-40.738569446857376,-49.581510962909626,-59.95173891337385,-211.34651419366097,142.49494889869268,105.40506950692208,-51.88392341876974,-68.54839583586633,86.669971911447,7.3313051496863295,36.977818132374495,18.403437134846765,-66.79155699598542,-34.895214455694536,-9.439009782898257,-12.567644841047738,1.7979102784968766,-12.005780230092983,-25.999259083928223,6.490263685432011,-0.15019700882539136,5.0,12.432419228689719,-8.268616379885616,-4.8427053848828665,-4.271131814378839,-2.034161843238099,3.8027077243603555,-0.4916648784223276,-0.739664471620378,1.064261882534444,1.0189969199484672,0.2006944177864023,0.8526073519337399,1.0842650366406466,-0.5936017121724012,-0.46525058874579633,0.8940116165842036,0.2486814300956979,1.3352443138642085
-402593.5296931901,-210324.3332407303,-456925.41160608217,-20258.45029746108,116301.06945081611,-24062.390330408292,55438.48954969919,-52463.33535261866,-256622.16096546664,-104217.88631481724,46954.417278108864,64072.26702863521,-34712.383569873266,51333.69260960744,53990.50442420603,-44786.531043622024,7334.8025600438095,-43367.05710965684,-53159.20948516298,16029.347690180022,16951.6438906987,10107.161654392738,-15779.596756633297,-3699.8921375432797,8123.573145560128,-8181.53822444775,569.6073457081442,-7912.51072597408,13414.742950803995,-8609.404672588207,-2376.679650586246,11943.115937149429,-1239.5645138697819,3195.2274134592694,3985.320893410498,2617.44080414397,5759.002037785816,-4653.7254925290745,-433.52753139539055,-1739.677167579222,94.18724319050821,-1555.5534174218355,33.04616945023415,-83.45473195889429,344.05718990382695,1052.633268918764,105.15266611896153,-188.3554068256519,575.1805938074234,-239.31435771916094,-243.58556085466117,265.21770884249685,-14.690161514661021,43.04728022969621,46.070241069337136,17.113856018418378,170.931300728751,-94.96177718886622,-62.36625671893477,64.96002668977457,53.63815077108292,-46.66441268465839,-3.8848909163269068,-34.45112177143095,-5.26469731783115,65.90610488322336,24.288109224527425,6.1928102651476005,8.602960895496297,-10.389546244510086,7.684020817551382,14.07925322462079,-5.046989014669476,1.2010281667457667,5.0,-6.618823325708325,4.744446272332785,1.5157867673882257,2.785554678620042,1.100059395635059,-2.3833796277875745,-0.13507497509957309,0.49806107431176627,-0.8989756857142944,-0.1995396949461431,-0.1352807785780793,-0.7559927759594802,-0.13151971634040416,0.7759005530970933,-0.5409788929088155,-0.09641227112527184,0.38816626107790825,-0.1390489815405388
-227679.73909971054,-120700.04497057662,-263656.2002253126,-11439.739502615343,67175.72651189637,-15195.925440751504,28882.965783277443,-30318.69443410779,-146683.17867097826,-59140.32208187607,24699.687296846707,36757.83372340263,-18832.911064695538,27137.67302664801,31404.01823909406,-25933.410269470693,4691.915900019951,-24646.868120696636,-30110.11275856115,9186.528145156082,9496.857134768981,5728.686742777458,-9158.210360584077,-1984.8161237929426,4669.2149110449345,-4754.745118927223,309.5504924334361,-4566.735081580823,7568.337266121546,-4984.893648078321,-1310.469791571682,6679.653954035208,-825.2367909581058,1815.3454344668469,2355.9807498196997,1558.808293811395,3259.187127234124,-2615.0971070648466,-307.87535369071986,-979.5555422470707,113.24320417005637,-831.8126943204353,11.919069342840826,-50.60794911551329,158.00945699812385,561.0144357438628,40.85996919864126,-64.16202442237913,311.224051869308,-114.30705968171533,-117.26213167537114,131.98963356024913,14.671975826775315,11.355951674091745,28.496858565093902,-11.364349256019898,78.30597648684356,-36.00964633344768,-12.111238411445784,49.01291275277363,32.0510659487284,-9.870904524806592,-3.0445859778186635,-22.875644534261255,0.3585621683369961,31.563397424882616,9.28393433754712,2.108899847117934,4.66325524360996,-8.125125526473948,3.1130204534673225,10.201729807751555,-0.5620227540624323,-1.119911532405531,5.0,-5.002813275398424,2.9551281489039307,1.382792232283752,1.0434737827340597,0.522748658430706,-1.0357771161773404,0.32859139516396535,0.2820374434165923,0.18535762459704985,-0.711992035067923,0.3598455863664284,-0.10232927716442948,-0.8264208792118225,-0.5675428835255857,1.160612693052043,-0.5225745140068594,-0.3678062272042041,-0.9021450873833016
329922.0953920346,167618.22247579077,367826.9822598093,15547.564263524235,-92922.38189256362,15531.088198744472,-47130.024037584684,40090.66171029382,207283.7899412645,83916.33776655392,-40571.19587573732,-52166.28670876997,29068.313552305925,-43614.36624576644,-41712.71875089114,35994.9645128324,-5430.383254914667,34694.67883002136,42322.02047063214,-12384.600492460359,-14076.724939749109,-7604.8224691502155,11980.193987195926,2723.181756525757,-6213.102531784199,6420.768464235734,-559.8383478209292,6059.506181738443,-10992.797886696777,6632.1753748358,1932.5415540905756,-10104.934732797145,600.27945277015,-2584.25184968454,-3237.193435074915,-1965.582772677168,-4883.414224985545,3786.8972824692532,96.99407993764267,1319.5995228316299,-118.69015679938784,1406.5954289154179,38.23203506705794,15.531343746368417,-323.7412750113173,-921.3140120973814,-135.22391242183528,231.48528994144712,-470.53892640929655,301.9645035646166,234.13888902649768,-273.28771754645663,51.70125846237129,-30.832738748572325,-37.02078098038062,-48.97100099550465,-151.26076327075106,109.9154267220167,75.80076468693612,-35.30398832784797,-51.081756291814585,65.09978472167002,5.209841537223112,26.00758170698838,16.124492921299993,-48.24509074556889,-26.828069282994893,-7.023099600665642,-9.542246460560074,0.3033078261618312,-9.20170150165855,-21.09194594164532,3.556739617114037,1.2690926021151026,5.0,10.270059665803407,-6.514146389303491,-3.5799526853426054,-2.853383369657436,-1.4532401139846773,2.5604349168178673,-0.6288440523300158,-0.4275846712514139,0.4779047630125071,0.9624981225277985,-0.34231007759775905,0.623866503079439,1.2616565541133344,-0.3060326314389868,-1.2762253249674633,1.0032389943069069,-1.2737910515215205,1.440931158139823
1129449.162086387,578256.8360723901,1280656.196931549,54494.47358950634,-325789.13621959725,58997.11694371406,-152461.16184516513,138506.705936996,716848.6309283993,288401.6184895699,-131898.7550497684,-180270.53038739046,95320.10086493414,-142361.80005899796,-144945.60827911357,125723.80350902695,-20750.733664632487,119045.16713480272,144588.69418860145,-42989.66987056456,-47253.57065580986,-25819.125750533516,40762.05673680009,8627.8092827092,-20916.384853018528,22435.840938164725,-1773.1842463341932,20924.77781741593,-37113.99155063608,23158.362226112433,6389.387506751093,-33928.09158638386,2505.7003450436223,-8824.086378824028,-11459.402651878978,-7083.985078001513,-16526.01620499188,12795.766776272303,536.1300133435246,4507.421643547862,-477.19351005537806,4535.06481480172,90.36159479735323,99.01697361030328,-943.9549366212544,-2957.270461333335,-347.71101629899374,613.3639723131548,-1530.2493789189607,887.680884188221,663.2440781462674,-831.5546527611051,84.44537824440245,-69.26507568843478,-118.93679705701355,-86.39157977378495,-452.9171992237878,274.393866160156,202.39371873081555,-136.0501877322314,-149.1855963630132,161.29270836772437,15.458450169314405,89.55060576388748,29.58135694235088,-148.36355366713866,-66.25401411574295,-17.149908621632477,-25.348699577685526,11.053974680711956,-22.9062680743394,-51.20669124884874,14.791856529830874,-2.435554483397482,5.0,24.5499694478801,-16.98220124398095,-9.383614832020628,-9.016218073785275,-4.77768312531215,7.131853665510441,-0.764055904266493,-1.7885946622774702,2.471074925050524,0.7739989754965704,0.027130616054928572,1.904364642247773,1.0689652033442552,0.5903483929290015,0.8017693943613853,0.7980331485019667,0.1734144398751371,1.1132610490594443
