X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79
-99565.70678676537,128060.12322869513,26780.881664704593,-125047.79419296516,-72899.36377140772,10763.50385503164,7202.540922923872,18861.707811730743,8608.735936276138,-9051.913564700813,5125.990635754577,-20596.752909973806,-14274.34368569721,-11605.62728738497,-15817.268937343233,7685.853631636152,3004.3436474692858,4129.05408247892,-6219.081818943513,-4382.438197042352,-15.788636814218881,9797.311565038559,-4509.527247266352,334.5239712465478,-1076.8613285919384,16.938009807558156,2766.697463866462,-483.1874018608614,1872.2184289420156,47.92760702211895,2736.712176097203,10.425135797841378,-1746.0876358245707,-1862.896032380249,-1778.817280923747,721.8607536925753,-1060.1545355557541,-375.95492074443024,55.92875153787922,-237.52575724817186,-174.8214308847713,-72.67060085651231,-28.975492413624576,27.105796053523306,-111.62347379624768,23.154517267018612,4.434266375846294,13.697999689254862,-83.01410682576436,-14.147055647914362,9.44779564680779,-10.184728935956562,2.9218638845867613,17.502556361299842,-7.499318691579224,9.018025695976965,32.89520649254847,2.507405534677035,5.0,-1.113315131913631,19.958016470526914,-6.66521389481191,-2.486900408602261,2.446904445057588,-0.07813152749314786,-13.614740417407821,3.3650090548944833,-5.353802401079362,8.919475508813901,8.398061025518844,2.1942971361658947,5.654052632341768,0.16475837743671223,-0.80191844086997,1.0841855996291585,1.217109565660446,-0.40584052117294794,-1.7287968193340755,-0.6423591107515428,0.9979723281565562
-33063.80532923601,59226.39416675213,49439.036365773405,-84018.41879873979,-47728.98241174176,-448.2304219591821,8032.183576298251,1430.8279548780572,17249.27992939913,-14096.478967488421,4274.395162490754,-24722.62002671887,-11344.833218207443,-6541.671650925683,-12437.611220046056,1023.9881333857463,4561.249883790378,-2203.249417783181,-7171.331980773931,-5739.972824154647,829.5360072322586,7036.847199474343,-3872.0577754519995,-1323.2345860764867,650.8118902620431,752.5962026613824,1923.073760756535,-411.2648485163292,1575.6605510761942,-14.480828324892165,1919.9445018488552,-642.9670294244327,-1351.5905130723054,-945.2606108790065,-1255.3296834734901,300.2938173976924,-747.7159978640769,-250.96664760869723,77.08746404893618,-87.62653263028206,-69.15842308070049,-78.92217314792457,-32.07458354610626,-49.43167986924041,-111.30788078813927,21.834005826457318,-33.11850786344137,10.657728972663788,-86.76019785376825,-31.977400298981873,-4.060124232003504,-2.073156610279459,2.352929602027608,15.094326966826602,-2.7535259657782523,5.907642909972463,31.579031155678837,5.0454483306914835,5.0,-2.282943888886923,26.94849048478227,-9.829026370467275,-2.1025057686581743,3.328090442219703,-2.4502714033854476,-10.771170445355756,2.8202817596157805,-5.948268607066644,10.886362827227094,5.65975640689029,3.5228674087302556,4.976203407550797,0.21875485300380376,-1.272779698286502,-0.1598298218297128,1.5473632843556366,-0.37326115197288423,-2.5757698139865193,-1.509113996577614,1.3514167687540706
-125622.30987251762,154212.94068100347,12097.922191126941,-137034.30710192118,-80225.68896204897,15625.984195226409,5884.326561778015,26627.97538809325,3140.7846762092445,-5449.025329505937,4979.184369134476,-16378.680217247542,-14476.629989469413,-13131.576961094786,-16112.277005483993,10500.084697702983,1654.630478474832,7142.353133825446,-5195.472661594506,-3351.3244373906655,-404.6754639928165,10232.570111209483,-4369.249981060081,1291.0877691483865,-1829.6114480298734,-362.3394163862827,2874.6986988139106,-500.5770542049187,1902.9723868600252,65.51371998369859,2843.0092431908074,320.78676779035726,-1782.660643695783,-2121.3090695403766,-1858.3440366510254,855.7652862649182,-1127.736981477776,-404.57738427370487,64.08890993128894,-286.76569922349876,-205.72332306273353,-70.90003298518482,-15.525942093887382,62.94856441244569,-106.3788294199831,21.84506726575922,24.795805076953652,6.5252499345978245,-67.88210144665042,-6.071921883653442,7.527876028321959,-4.635541360108514,6.39169811241687,26.72550002440211,-8.905487545454974,12.685440808654414,16.762066750449026,1.9131235567792115,5.0,0.22060512358683698,8.879918390315199,-3.0180692878514908,-0.2706911104437177,0.9379290810168248,-1.6406699019569355,-8.038311639081064,0.21548812779026905,-3.7686150468916737,4.521796780377964,7.932280737430723,-0.30878780406677536,4.20108754692861,-0.023721052702273305,0.29710599723024317,0.48017925656612703,1.8145136433687694,-0.09885244068324364,-1.0159093041605984,0.11454963556367843,1.4255764613323962
-153377.8584627833,192415.71141419432,27620.497537412077,-179362.23160711786,-104833.30819159828,17849.493020852828,8887.18813694338,30758.505085840796,8361.440472099079,-10187.186926618291,6954.6793210923515,-25813.272854728086,-19834.741971721054,-17007.874079949233,-21937.013694886373,12240.64698193812,3428.8156325733444,7480.031334413114,-7912.409944194117,-5367.8029580163775,-260.45184904463554,13805.767543285518,-6147.588667460797,991.2265830283313,-2019.1051037493605,-242.88342264604339,3896.05901682018,-658.4211028481433,2551.618899058187,72.7982732042021,3874.2518315327525,189.81793709169136,-2432.6822794807467,-2732.481690425687,-2515.171710768518,1079.2336738128429,-1491.5741912430697,-533.0580249697445,62.1715439814029,-352.6765502233659,-269.1730207588907,-84.34485449495376,-37.28640381185498,62.960891302536446,-145.85122415185228,26.50626441073078,19.51532159394691,23.177251526007424,-105.02917206552543,-12.933318112233225,17.873263475308217,-20.384954662479608,6.386258761617653,29.00644443975512,-7.831531998205167,17.438382594090765,42.90477577934142,3.6178134818656407,5.0,-3.2707299271760077,19.43333722382542,-8.180618453141058,-2.4446400591451907,3.947487547214282,2.475685593731234,-20.486771086438406,3.6166013272234183,-6.406369247579119,11.603939859195103,12.59470588358455,1.4731813712420034,6.221216752554869,0.2295318766398866,0.510028024530192,1.6734897475613357,0.11937064542383047,-0.9162059134999252,-2.409952483079235,-2.3152467624405912,0.07339008308409666
-149166.8732904819,196707.29566463758,45216.14606921181,-196493.36603325218,-113735.89197696232,15451.1596383797,10785.666781914872,28009.045629366436,14569.529306338862,-14855.152299558009,7754.555288767443,-33172.901611687186,-22316.6684251477,-17718.71685617712,-24585.486730048462,11145.64097158101,4645.4121441821835,5621.134283487269,-10107.020225096536,-7361.875363247369,241.46660430670514,14977.129638897888,-6982.6679576339175,415.8789155327514,-1392.449684738529,140.88565801479146,4116.112993245766,-785.9130073282026,2971.1291825808803,42.465007629064694,4124.2890025531,-190.87973152594046,-2728.872358181608,-2718.0183741352703,-2709.13113801236,1029.7224446672578,-1629.96465538693,-570.9255510454842,115.65991748576022,-328.8958355924884,-239.4391028561882,-128.58574351439836,-40.99068221025691,17.87688395202361,-182.89625108874876,40.099574905964566,-5.559136330729618,19.256866011998596,-134.49055375128336,-31.101129340374932,2.489715012353997,-7.32377773652346,6.9949780676210835,37.7076643116849,-11.328088198514195,19.140476205757768,43.75566216807229,5.35641962861872,5.0,-2.8639549707316316,24.933869417008875,-10.409438031722239,-1.880232303150595,1.903435179980027,-0.7384679095491455,-17.472528386712884,2.41730724714413,-7.716327541619098,12.811402417249871,12.798292899788905,1.6674372390460184,6.8424089999080735,0.4551144569049045,0.3700795723854322,0.5473354581210853,1.2991719931317547,0.8223376054420081,-3.219870253963687,-2.356925442862933,1.05043079635993
-109124.09088290048,136034.53521042745,14914.773757036215,-124017.11032755104,-72400.05398002427,13116.165051030395,5633.591354652241,22631.943648276694,4287.238816861388,-5935.940977797749,4583.199401917824,-16189.857715644363,-13322.638765820748,-11704.827489667683,-14771.645517141871,8938.276390674619,1806.408339708772,5798.900407661865,-5082.294797322135,-3398.9359775503663,-244.64511251990993,9294.234449603931,-4048.0474043077606,968.7292059820289,-1471.1525372307703,-234.65394332369124,2596.3575780473584,-464.9408910715473,1757.6069976697836,49.65924860881379,2576.3415701594313,189.99636866809564,-1634.9281788193737,-1872.0920404038472,-1688.6685629090455,745.7069291342349,-1021.6180126931304,-364.9921623765193,64.44418138133166,-243.11180921643677,-178.33436124778842,-64.38736515878468,-19.306768476862086,46.67782758293605,-101.3283056213444,18.628499441113117,18.39459544717394,7.603957396785923,-65.53166730077426,-8.604550277070539,4.699539681800624,-3.247538876006428,6.380033238550176,27.229244443433846,-8.645212196332585,13.039329047803665,14.720829472460643,2.3979573952600304,5.0,-0.606796575504204,7.746768972757711,-3.6085674307033293,0.13277260968113125,-0.3002008826271994,-0.8951469654764403,-7.531316852325718,0.0955384594245291,-3.465565846985018,4.672272316847266,7.637530540641276,-0.4733816194000186,3.538772540650828,0.016408406816866027,0.6695432673152234,0.27977360812129626,1.0087388544099891,0.7602832129853688,-1.3037569354321703,-0.3776369639814957,0.8393900541394584
56582.52752333509,-57210.40656253865,20585.885207591375,32694.357565148035,20282.303976600688,-9723.271072423318,1069.0784979303348,-14822.908394749504,7918.707282028041,-4675.044358090782,-652.1543115011996,-3957.4286655850474,2311.9154948121463,4353.208048150115,2641.588154694368,-5574.4622622755305,1227.513095555521,-5369.634509504539,-1003.6718330426368,-1306.967117771085,741.4419636694054,-2272.0625758578085,515.5763111091192,-1342.701956953991,1593.412362283858,669.4379388884089,-709.8315551735633,21.33263670375218,-161.81406172679607,-59.84886556417961,-706.3063658404836,-570.0350663243441,330.72321246561836,771.6992426424265,436.37063869206384,-354.0440047095173,240.91813490608544,97.31999737243001,56.79168757085203,138.5136415660448,94.93640944612285,-6.640355273062233,-2.899764016741634,-66.30401287323326,-12.659909696581046,-6.114920405006195,-23.376926258228746,-10.917033549378715,2.9718914052575474,-17.292957559042154,-22.156429730317793,22.57354474737858,3.965180953535957,14.339803370759006,-0.891752003431924,2.5143495507149987,-25.215897782437363,2.8196026622521773,5.0,0.9492075327971896,-1.7020768061300786,-0.5739027826912725,3.220951244391117,-2.967890464362613,-4.681443883173814,11.570179446803861,-4.36819567912757,0.1787107377001805,-2.3901685926196383,-2.7749654306657185,-1.7272647430914896,-1.7229298369940742,-0.16269568207521293,0.6288140801417885,-2.6626207337825503,1.8097437515661627,1.8859430946488829,-0.7298136514631905,0.4948247384333699,1.4742842977772999
57016.50746217207,-75834.82439017594,-12957.511119798553,74221.77648535997,42385.032397264884,-6275.085277853911,-2783.9012714777004,-11528.648845154776,-3829.0822736169594,4351.295207384089,-2427.1397546670287,10805.96376839755,7875.405886299728,6508.208769242048,8624.956908583157,-4218.5176361372305,-1060.6733603109617,-2389.1464429150938,3443.3045286680217,2660.692061274979,-186.51933038762027,-5086.281689940154,2339.872205394214,-394.69185090433746,524.9484474001486,-27.859117697236183,-1278.7818354719916,297.9063068326784,-1081.9150039552478,-3.5253611003878014,-1333.80716413403,127.71274628529483,999.8026477636932,868.8586975456291,910.8629162728045,-311.45010941922266,573.5761710825113,191.15672888583998,-58.050850234807,110.91002660450154,48.09382756510884,84.68289338311862,3.2177518771995235,16.35523234257921,65.17950835543103,-34.96118730537976,23.166406937758687,-2.660060784900498,62.594224650077756,18.123228983349875,10.016414026999218,-5.039396386404044,1.6751314369929724,-5.515140205526861,6.257195374636137,-1.7903169466883622,-24.495566534957494,-1.4766217256502994,5.0,-0.19450334527597019,-11.480654594430153,3.5665884475800493,1.2288797468821433,1.5054343715142253,2.110068056315752,4.3608881600757154,-1.3309847656446891,2.721388080327336,-4.225036475795653,-3.02364125353201,-1.5190164204352299,-2.7927840048747425,-0.14265673240158258,0.7885890653932054,-0.37415398194043026,-1.0120838235399692,-1.3082281413138557,0.7578130875713885,0.12713777032070292,-0.7891982315636177
57139.94403502144,-73911.73184604757,-10121.589194654125,69936.34381997371,40284.325547723914,-6551.016149883407,-2618.63755651211,-11766.76124621653,-2880.4588717622514,3646.0699947803723,-2347.365810206511,9619.183605364824,7421.617936986362,6343.707214461629,8131.0284154139445,-4363.357538094188,-998.4369276157311,-2669.5585687161415,3043.940611735716,2217.6910031370635,-47.69649121506363,-4944.937005959055,2220.960008235995,-440.98165576175046,676.3123722016562,63.391266883403006,-1296.711994631416,264.7267308243766,-975.007820057415,-4.325737923704858,-1338.922161137835,38.11024019718298,927.3484562196637,903.1033090089279,892.1052939537725,-337.44954098263077,543.4466384613411,188.63027438102839,-32.081874559469384,112.74110968640444,71.59272048935314,55.11707775543019,6.686908606626432,-1.7117053896853553,49.848743316182876,-21.04036290364437,11.738598671569854,-8.603866367126939,49.86787344970087,13.204521143881063,1.0729687692780145,1.8744507301786415,-1.7633381478212504,-9.789359801503617,1.7292063430768914,-6.844926409861923,-20.6369351228086,-1.9947275341068862,5.0,2.087752388518791,-7.954190574571556,3.826032707103107,0.6527649826550874,-1.2165503829846138,-0.9894510069345839,5.46772697809496,-0.6794818119440136,2.541749701674108,-4.296063791351317,-3.8848267406333807,-0.28101829337050604,-1.4832760123048014,-0.3187415687509245,-0.5006100049127542,0.16646116601635932,0.10784300300549468,-0.37085704315350876,1.5146090577402802,1.3554411207171195,0.048619207046581576
102983.72920642231,-118321.14902008256,17058.975800063465,88487.95449121139,51882.622185539665,-15375.419133637391,-99.90006061366203,-25399.08535476152,7222.563565556459,-3063.6395666838844,-2054.8235979315186,1638.321268695723,7593.404661737387,9010.236976727396,8401.437866757962,-9357.974138952313,1365.2381769089045,-8044.611081099293,1016.8096977512478,233.64809660141051,672.1753589079273,-5637.195360984778,1918.6948215294635,-2097.262556940137,2054.7159702101853,752.858263256414,-1483.9822221505267,270.0023311545977,-961.3081019792835,-44.878587120743006,-1528.9251696482754,-529.6768897277498,991.3788110238188,1378.1057894743458,1037.3960852976163,-579.6124526364318,649.395793970455,231.71475498959737,-38.86084137792335,196.0362790682065,117.43151801898509,50.09742591891148,-4.110691765737425,-58.21504950703908,43.32592722048698,-24.028245194585466,-21.402161057548962,-3.639127772852591,33.635630050005936,-3.274741120644313,3.123743320069571,-4.324932194102478,-2.7512884517053564,-16.82879731522443,9.313467134532148,-9.880580915119618,-5.025103068954883,0.5437815499757529,5.0,-0.8113994223118526,8.262945271860126,-1.9149974014976063,-0.9894434957517285,4.579716774449336,-1.0924122171870227,0.4207313561821417,1.4313327004205072,-0.21518002194783278,1.7171039588662709,-4.645068406700987,2.966036892114367,-0.36121823328713437,0.026341457649150885,-1.8388448337075363,-0.5297169115318651,0.19058142318458934,-2.2995662736617923,-0.27040013969304005,-0.12475981773928518,0.17951647335624993
