X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0.25950688545871975,0.9103784156715218,-0.25227120786629886,0.7149445977229137,-0.01066370490726394,0.6348730531394403,0.003911624180147066,0.10338067705923418,0.3006029224335846,-0.0911939066597466,-3.380917881929153
0.2688670278777264,0.9474813801763692,-0.2126344413520501,-0.9382853214360869,-0.07923585371386295,0.4940749073135299,0.0401777103731058,-0.04723679499698603,-0.7678409617566208,0.03493853808829858,-0.9416855191088761
0.5878299763473843,1.094235443967495,-0.19770678900839944,-1.8130086119793636,-0.05999072545379757,-0.146823901537676,0.04107539945479014,0.5622808128570155,-0.4611774922943697,1.0092402599879244,0.3243168479570995
0.6764873541730253,0.888867083678464,-0.15944093789148214,-1.8880049658404423,-0.031034180727756253,0.03330657492939468,0.032321531846441875,0.8431438836446726,-0.5399671354659451,1.063016432769877,0.2045811058823547
0.0671470858147173,1.1138193439922082,-0.33772303266723386,-0.488721077835752,0.1185307596868021,0.08743310336222522,0.05257421586243019,-0.06942748480883403,0.7541670088221338,0.9844899372175414,2.1654557293613035
0.4696245400837306,0.8267986960021705,-0.08308121100913224,-1.7142597000525306,0.006490857277262611,-0.11402550692374164,0.0021549079436315247,0.5215582703560594,-0.3311414812946546,1.143053157494671,0.29866319059796104
0.42879196552892995,0.9275223178311804,-0.18577817673157088,-2.750304152263329,0.1395871691837085,-0.2652478283245169,-0.08010491271116749,1.0324145249469854,-0.8018400831837711,1.1138693417263894,-0.07159649142585288
0.33865785637212287,0.8663956191803782,-0.2212249703327837,-2.697203067265633,0.24892012973682145,-0.21673204430904597,0.16364040828902449,0.9087330569706803,-0.8113559946217503,0.9803898065569951,-0.025422684962281825
0.13995238980573968,1.0034170697465474,-0.009042400051689131,-0.5723835048190612,0.06410100221772261,-0.1540462349520209,0.1406648161761233,0.025455409103846596,0.6379904252056919,1.1699886852691967,1.1462640098862948
0.37370716989905295,1.1655480981529651,-0.3336717289570862,0.3769959181140638,-0.009630387913545566,0.6854325021147433,0.1410907400574759,0.12647153957984944,0.180137195243671,-0.04381617324833522,-1.6092212224782116
0.1533936932732146,1.0026124763790047,-0.188823118627857,0.17478581599442505,0.005364665121812093,-0.03381515596719255,0.027559018229208657,-0.017475246719213515,0.9127747227326573,1.0416229470829068,1.4297658878878206
0.4518158154211855,1.0555000708478073,-0.1608909920021441,-2.863719265612266,0.10215294971752008,-0.35162601532460885,0.10767546070133242,0.758046485665907,-0.9840537529075285,1.184428782433316,-0.3638585694657088
