X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51
146.9549652526949,-26.514879582875782,44.32864301611772,-148.32186101076212,-3.3495641748705784,-45.164553109436284,5.0,-41.26465194232554,-124.59056255742166,32.318395331669265,-11.32943335962727,89.83169399361222,59.5042439413319,45.40883843536349,7.164742720652737,35.11416928375361,-28.440979833809703,9.85981968970011,-23.734216783141935,29.923820240559337,-0.6706507402512487,1.4697929372743446,17.391547956071868,-1.44479070398909,12.393913078690328,-0.8665229911500523,2.7164263532965522,3.720239323691501,12.365016160601659,-3.706454977581616,-2.4887971084492726,5.498022874720019,-1.1681442229146402,-2.6849055931699124,-0.7725634581446248,-1.848112898285713,3.773213331147752,-0.5078774091088883,-2.38341398904359,3.9795400517326502,3.3035929724954984,0.8213628210128239,-0.08012826903775183,1.527127395813997,1.9362395639122645,0.010765863238427834,0.0996385323023349,-3.058751975625944,1.84088854478117,0.01847046585013592,-0.022089880265068525,0.2768004992357216
-246.44739564969123,16.282765597352025,-145.55011998341152,200.87922546140223,-11.561683045232629,37.438666092039014,5.0,87.4957595629381,150.35103653497453,-67.9240576754794,-2.560815877141147,-138.90749049040832,-103.0443564010714,-92.1156000937503,-5.50269160263092,-110.72940183839557,63.50053641884993,-47.987506470591214,76.30645686771733,-74.65958055771047,3.967369453929302,4.631876930266017,-39.18829255953919,-6.71705043936088,-26.063309426251312,-10.693375104355825,-1.6760396033699576,-8.747209037643135,-6.798121743282111,4.236521961220613,4.828538062174483,-13.555165467867635,5.851483978013847,0.04197644149128632,-3.8593468733537404,1.6283045212932294,-6.729815369089565,0.6551156264533664,0.8367560339230994,-2.8329506224467322,-5.4082055313311574,-0.7287607212911814,1.2058431663144122,1.5789211536199486,-1.3925699875570015,0.7769548687955463,0.3654186151548464,1.1750036597393767,-1.068906876661786,-0.4463002792535261,-0.23049025608585952,1.2058926600052207
-35.88636681347638,58.07278040327624,35.85193411371378,-100.1604157238406,38.27289246700239,-13.110983209880718,5.0,66.37845989229157,3.064808971310638,-4.2645820789465265,33.61634740860075,37.53403165361004,37.251400839854284,-29.535380882789294,-6.996224242158117,22.989573879618728,-36.37608946460426,28.366307407995155,-21.176632653440954,1.9526837565664297,-35.11086552730712,-5.567005318888442,-8.060580595020756,9.296479533158207,-3.4956138325776003,18.208156790768527,-0.4992846026112146,-0.5620895884449795,-25.400570190135568,3.343179618293109,2.944478741450151,-5.022729274492137,0.5536856330040809,8.703905042797416,11.07792303206417,6.751688765278208,8.50316719455716,1.6373112183150123,2.373990868194257,-3.554846960107679,2.1301848737455855,-0.5113805786485842,-1.5974456994067396,-1.8347777364004572,-2.768235764593953,-1.0123565075968164,-2.617917621481272,2.647890402322752,1.5082279219063788,3.168024485436558,1.7623770373336853,-2.153518882538903
318.998953103748,-59.34866697323637,126.35445531618578,-203.60647403763323,-17.73217545557555,-49.96101916978042,5.0,-143.47450717977583,-211.15105533220708,83.97869459231924,-22.5360772180367,149.91657355969517,103.99554434329539,125.29759228677243,13.90923482766733,102.22277004594055,-47.878207449484975,27.29944809447761,-61.47830424355047,77.03162392542804,14.819318446437812,-2.2295991067428313,48.709495891760895,-3.1864674190644795,34.16413886550865,-0.7767507337642612,2.6963783728216337,11.004262458043115,32.02303532252484,-9.053862063983965,-7.709988292870127,17.695468933863012,-6.5399530572187174,-7.28157307383742,-2.3855682698394673,-6.264072256697149,2.6958084267190996,-1.0177980707067988,-4.615107944999074,8.304384977909077,6.593654097163126,1.703597579312596,0.08348702954125488,0.8915943582467148,4.251670157493915,0.0950177506180032,1.1993986449594785,-5.6519350253012535,1.918677357467969,-1.348127267146523,-0.6979385659722104,0.2507043955084607
-35.747402614668715,13.315871755832628,-4.69580931957833,-37.43879341312566,1.1306901998053414,-14.670938611750028,5.0,26.75578166636342,-1.630010740166303,-9.31678289435706,4.224974600039046,9.370369505029208,1.492209534198595,-18.63639879129957,0.8149691912487798,-13.131609639308985,-6.549305939487056,10.423413211069342,3.057121507977511,-8.905394157919376,-8.261163138627833,3.135883290454869,-6.484350833743136,6.603702203453812,-5.085998779311878,0.3816725538239224,1.8321232764622455,3.5552904539062458,-6.989174834020196,1.146662840036255,3.764510245916316,-1.5287586143014844,1.0858103945731064,2.140176553584207,-1.0386250997437425,1.8862187452222399,3.085546119877612,-1.0445786303534375,0.8663514046327361,-1.3618046648075193,-0.33698898078558454,-0.20452488771287666,-0.34218497275838666,-0.18181712780200632,-0.8907634905454103,-0.20379109762691788,-0.7845429413094576,1.0124744910440453,-0.08487350860701415,0.5417176131892434,0.3950031389567366,-0.24411997005026553
-175.40072312058535,53.980274030953034,-26.889634805782418,90.7696525475063,23.79141222592732,38.34262354188526,5.0,73.19983069401557,124.689157374757,-34.76943675745396,27.94466520568571,-70.56568307287492,-39.915021109809814,-59.411478586113816,-9.916522941773055,-23.861164458134116,10.916397245748188,2.3751767490941247,12.696441563914295,-27.77377742635131,-16.109730282003106,-4.8695044878228195,-21.153190703882252,5.137559229347634,-14.11771346601309,10.155683865194874,-2.7419279564904357,-4.86329056547198,-23.620826133501534,5.080434292965514,3.5602642924190824,-8.410096515101957,1.6861461855495856,6.910494745054304,6.2965014644123425,5.036176519473613,0.4313270145267206,1.5476059231150305,3.485971116539887,-5.253410464352761,-2.10552201813169,-1.070799787607433,-0.8254952249390143,-1.8997706510121943,-3.094137802570281,-0.5425150070433357,-1.3749986619403334,3.9330955080772703,-1.0078956025814196,1.4621922396428761,0.8875399197284325,-1.179555348324881
-449.9556845654272,77.6827366049781,-243.4651124977169,186.437275953125,2.2542291267816443,10.517323887418556,5.0,239.46818068693793,216.7782769831848,-133.195203486587,17.180257421644075,-175.0591060854077,-138.63025404181062,-206.09213189836362,-9.85340693180546,-204.60017395195982,70.99510884268578,-47.337165878690485,125.46957820008502,-143.36763867983603,-32.776857349996995,11.975398292323176,-84.2966923439057,5.49023581128779,-55.51006547971149,-8.856773778304271,1.6349267357742239,-8.927392662584124,-36.504755704770076,10.66634804838836,17.409043827576365,-29.471665385385876,12.918819947956079,8.63691284634113,-2.6558330254727287,10.384786524475869,0.8257476855191423,0.36591684733053004,3.3560782737238744,-8.040765522079013,-9.013836982717464,-1.868162452578375,0.5337280668660411,2.844292621075296,-5.302899099259909,0.35899381519282514,-2.387790270268036,4.49226709089305,-0.277370910370558,2.4756009753273016,1.4093595056678296,0.8143939897764514
-80.07770926142773,20.54025445236643,-24.856815486362805,12.866323863282183,9.927737407805646,3.675371180626167,5.0,43.704948711581864,36.99715042109441,-20.51141461456719,8.877442092630272,-22.913183313642758,-14.914755794373711,-32.96415740856836,-3.381078742569274,-23.228656665946534,5.533085496546444,-3.1787319899894455,12.27169959012008,-17.61314975405116,-7.971237057568991,-0.16963550585142406,-11.981197087091887,1.4019876086183671,-8.292188509274082,2.1330313930418106,-0.2518916584229886,-1.9717957158501627,-8.899877754453486,2.2101407133595172,2.3611988857307513,-4.751121865861386,1.806223774117604,2.7617804944083666,1.2369342249412896,2.1394345256679625,0.8995775444169739,0.36742732420915525,0.9334201578945599,-1.868098806692855,-1.0073901266539804,-0.5344990954403847,-0.2448899894415956,-0.14328215137976108,-1.145384877094373,0.004131452149092468,-0.3687371646971062,1.1226177768094538,0.059371359010458306,0.7174863101614648,0.3674677070325349,-0.3185759558793757
165.07753854749214,1.1022173500125927,107.24048728538583,-189.08657378878388,14.047191135080322,-37.54367352599439,5.0,-45.35477776049256,-123.09099405500095,47.08229606858083,7.325322083327013,114.83769449803512,84.74193794285934,57.27447164837874,3.954237183929641,77.19403873852939,-53.263901569020135,40.18783691243773,-53.92853842290114,49.34693590973359,-12.008804481092893,-4.0566448071939405,25.638799920632703,6.823988932472108,18.189984817359672,10.509896817419936,1.3710314581787546,8.787649283909305,1.7334760513117327,-2.8507306725661277,-1.8134822063768081,8.711576463520109,-3.8767731446604023,1.5776474498466755,4.209866612696431,0.6009495742442963,7.028960488774096,-0.3115134909037344,-0.9156709045337234,1.9852728220085358,4.853274428267993,0.5073892562792744,-0.8363685287440247,-1.326278862087138,0.5955526081788636,-0.4971507335058384,-0.8895799304860379,-1.2228986935513213,1.837239590892775,1.126646001631059,0.5825606925216703,-1.424565276034792
350.7042407415548,-30.923522917971884,283.4741979299319,-169.49659389043578,26.99345184989339,18.208902434748406,5.0,-206.4114667180381,-139.5084945930067,124.69989907633868,12.611807326032777,153.6155404634444,136.9970927345922,186.54907039041123,2.9473010340578965,228.77740585012867,-84.38101612585542,72.51052064434596,-146.82609088633382,149.8264814696566,16.72737144977809,-20.04594639534527,80.81512900475067,2.892495700221578,52.2619115926878,24.48927534741002,-3.0226511756251973,7.218592606315119,16.527981015294337,-7.350826103665265,-16.036944864970053,27.002217955268783,-13.581095105733649,-1.2901193485214097,9.949895163219706,-6.471046528405117,2.6901131710538264,0.6451526331333394,-0.17416008061695043,4.148296522751202,9.05257709924079,1.0226945295161565,-1.9354356698100403,-5.129601935281606,2.8278110707150206,-1.3181743309304361,0.6551416850335747,-0.8403533362957537,-0.40746123469354745,-0.9035342468817505,-0.45844121087914236,-2.4757913923809642
