X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82
209.72171277825197,-2363.295090683666,-542.0615813889565,7053.583755953435,3836.6211359784193,-5211.265136686062,-1559.7491324078467,1178.024577473438,1656.636897050476,-2090.0101503118017,-388.75963265986064,903.5348135117274,1280.7080643747347,2108.374887620651,-1189.5018261988453,588.3505475265175,1020.6312253346645,77.23000055149757,-939.4000543550961,54.88470938219713,713.3157611784479,607.4518537445488,302.9442346265137,-393.0949103816717,128.8922227035295,-291.56505051129386,123.57253138564525,-40.13794828153634,-93.71129659947697,-273.5526204310816,-59.56749736653908,-92.1916273423055,111.9954927142061,346.07113950213363,278.6676049141523,-56.65217505383515,124.08185400939264,-129.44582592109114,-54.84789181741,116.08581653512792,22.13805411169622,42.01681598159627,-125.62940944323226,14.892643271406854,-30.428690481460016,27.360132793380394,-31.681460452599957,-15.654594319789037,-16.897358325391203,4.1018793743556,28.88030477149843,26.978722006001988,-17.207188399419273,-11.079758535434886,-0.18171481833084432,2.0899161735022123,-13.999682800287271,2.6478192969492564,12.572763227974129,-5.766566331445241,5.0,-10.212620477382355,-9.25705800353551,0.3313397957095085,-2.60957547481965,-1.806215338150893,-1.4841093990440621,2.420192691747841,0.14409734842255595,0.25318866631224785,-4.045164828271031,-6.790389798708596,-3.004626042155024,-0.3871819044309718,-3.786889654530018,-2.430778514800761,0.16277299223761876,0.9212103180764334,2.164224366824903,-2.0784027162666128,-0.09373426296444586,-2.649681902963817,-1.2813284463305616
18613.443505416,-9501.364779683629,18584.269826645526,25133.35680223608,16211.473920693415,-14974.10145205665,-1488.1247757490096,318.1730166963652,5724.3026621428535,2127.869381288722,5168.192637786527,-171.93517933311682,1834.326772751157,1722.1199438520605,2715.972603354686,783.4846075497547,684.8462489981426,-2299.718617484482,969.3029659651238,-1425.875117820055,776.4340899247871,160.8754217561855,468.1036737530868,-334.36975566304613,332.34596278786927,-47.74742287395787,187.22399376599267,288.0983881044275,-221.4395536504322,-195.1901681845444,77.18328818118421,79.42180145942821,242.75431395528074,169.87621416308025,147.76594745313184,-123.69968088491,119.01113726503871,-4.454085945256322,-94.40110343532623,37.91989794381853,77.55696059220541,113.70070205195306,-128.24786320658484,-50.22629590532008,39.96294591701302,7.534686795801913,-61.56691121724365,-57.91481561437179,-56.70220032589655,-12.17463856529662,-15.909995723727343,6.376446976370505,15.035566573342026,-37.07523824858636,0.923599284085352,-5.1166110753170715,-7.621409477012327,-12.349184287951376,-3.3075968378426412,-1.5526923476078844,5.0,1.7216961401921473,-3.191093277119806,0.16084743515559247,-0.47382056502502073,-1.7282878987814358,0.323519210861599,-2.4570843101820854,-1.3526577691594808,-0.12634768859882872,2.0975494744990617,-0.1567778167459998,0.8808690676350427,0.11001159170206729,3.864599603112229,0.9324801565784414,0.7458738890895409,1.4442413325970052,-0.8352206774008806,0.7752690922827834,0.0780317767820367,0.6609466675592812,0.45839906225031124
37616.52378929613,-11358.311873255243,37994.36716385912,41433.25634512237,25567.02117031577,-23158.275977717083,-448.45876869759667,-877.4975370224857,8664.119361254818,9834.106819931936,11641.159819140395,-2192.649325306372,3018.663299981591,1133.0665561852297,7875.243390292367,1780.9130062316715,-318.63806065273894,-5002.755909264371,3683.723167082488,-3282.664803263106,709.9457570128039,-897.6058928568171,1044.0809419022023,-352.0502751879755,458.053446071488,223.2204099772548,1.8464530353364776,378.0777772241444,-198.71520978711686,-330.49041305195226,74.68316973920682,38.75970231943918,271.42856707720694,-120.95649118672301,-62.69234662379058,-23.991822047019866,-13.7536429999686,100.63905833961643,-135.8415986937199,-6.60970898115988,19.916268554708292,59.352738302134796,-184.14998781686842,-57.16297746047223,54.16287216222696,-22.06492986235103,-82.94199943373991,-70.47325994317183,-56.349187765097774,6.920312280625587,-2.562343819950027,-15.65924158608429,7.887872951232128,-32.56653988845175,4.0269163008341495,3.9635092577449096,-5.398890257123306,-8.485070251235632,-2.2985246716872543,2.913820693353855,5.0,-0.573162060079045,4.651111470418812,0.3370380193673015,2.721757100024623,1.5504172659689617,-1.3457694792292882,1.5605317015214153,1.1857782668511367,-0.2637069191523647,-1.8323266403523395,1.1023410542849592,-0.37626106941015347,0.038782199657745584,-2.660225710204701,-0.4191510295440968,-0.7232749416204516,-1.383279557903506,0.13602742725284112,-0.2874259695028525,0.3941995340196306,-0.532787521269338,-0.21544796841300623
39447.44357299851,-12757.487208315113,39836.6343835373,42890.449180796364,26931.803506607248,-23831.50797626285,-417.66015692251807,-918.9011363517535,9096.287819403671,9906.66326696586,12105.511083551424,-2214.576515641001,2886.2204516925954,905.5062593177952,8166.500875647057,1631.3330219526606,-354.2183025508414,-5179.025884362874,3825.240366524163,-3394.524315272219,627.3648770369919,-874.103714945716,962.0644193556244,-258.19578901481,485.3626943092933,280.5754935176253,29.888812211332723,498.0100507267508,-222.60670431393507,-276.2920674260654,134.0295316404773,116.13975612273575,312.2501867849315,-169.9794754904217,-96.39671346283185,-52.12976058945557,-4.977294713526673,156.91771385379084,-143.69282565591203,-37.335406034785194,53.565507668411236,91.13480016012234,-180.89689339323485,-86.86673409409802,76.01855162565991,-24.724451403603723,-94.45328017195266,-85.75181771070818,-75.85479259790351,-2.2343674787737884,-20.200171678794447,-20.9027060158317,19.902015913977642,-45.0499198423708,0.5635317028007789,0.18859417246934113,-4.811998535203142,-15.093465510724466,-6.599184592702219,3.7722726446376433,5.0,4.813669890202989,5.778749826819916,-0.12491241814712567,2.1530209421485833,1.2597379967495388,0.6993003771366472,-0.6790397212153235,0.19149732319541246,-0.33135052139085464,1.7548281006423851,3.61536097921072,1.3788593472814341,0.1867517160643417,1.1555516221216267,1.1595365047530246,-0.18778360167301728,-0.7190032049380554,-1.0400794678182608,0.9726065589518024,0.10570574501855245,1.0925318348382023,0.5826192544520147
34412.85302230662,-10971.461222743359,34912.30995488995,40185.78351924382,24520.849717236004,-22866.858254623603,-939.4437535459468,-733.7424866757653,8346.726607716695,8488.034941825683,10473.802197997538,-1821.9050769179216,3102.7964440329233,1792.5250692853124,6880.551334837181,1819.6453074135457,-3.28659893444264,-4606.188271986244,3071.391258729554,-2940.7353087290417,972.6419238271407,-634.9838555461713,1064.3636339028737,-500.21170132668306,484.1794764600036,117.89905031211391,31.906473349448962,232.35631569975357,-227.9830938566621,-362.9447443770968,10.75589924615583,-10.895478562843143,250.08514241821612,29.85585632529331,39.23158208276803,-28.158419826275363,24.453519032618644,-3.7781897781586715,-126.67097117416482,51.221804024811796,-9.675829832502446,42.76960461103871,-178.5463626924655,-28.846415260072547,36.808920783761366,-6.528579880762865,-69.97212715206429,-47.74904814476266,-34.85983504682585,11.214597409988608,9.874365271748303,-5.404491691498641,-2.250855667198784,-17.133810367797924,5.651262249522641,9.059472420480029,-6.250001384479658,-2.747506621408902,2.606600213312924,3.249279062753257,5.0,-5.638447540273543,4.217857560628149,1.8491770004334502,2.969952545343048,0.5314364236956374,-3.9983864123029838,3.4095761282259494,1.56430957239913,-1.8821271096907186,-2.5121965416928136,-2.7545158460573727,-1.0467831867054922,-0.3259595563924172,-5.198246553360531,-1.600380040118111,-0.7402005395597433,-1.3886376928409208,1.2905116970346813,-1.4613850403938693,1.6132607395796852,-1.7786326952802989,-0.8981218848247203
16075.140589316814,-8863.556363468037,16161.758224375393,24673.733934283126,15447.404479466677,-15128.901149813575,-1934.6964628531414,343.374874181557,5501.822602934699,1265.0892193943346,4188.483071042574,65.18426051628762,2059.2540925921485,2529.649693536686,1904.0138492219985,965.5049567759345,980.2536452196605,-2026.6426893783864,445.82042226407845,-1150.7412192423,1135.7231744255525,399.9522910776595,561.2522210197028,-538.5474142370902,368.2944737632621,-157.91686635906802,196.0588485937544,84.28883784015089,-250.22325297375014,-266.5271072041585,-25.923936496991715,8.438053511565208,219.0756208222795,331.31313279565745,257.8032328141162,-112.75808356603439,151.3801153308979,-131.48789535414983,-85.79332576257907,113.11067820935772,31.37227155254969,80.90554282390752,-130.96797122916718,-10.810693804912875,17.74397434949912,25.985443459218025,-47.75228779473955,-27.290396234648252,-27.490152703706524,-7.294601935625956,0.7484597035430872,16.776029662007808,-1.195077964463926,-15.595156031397705,3.2223163070942404,3.6137484895997516,-8.837673304263559,-4.052152387829798,2.7064427946674012,-1.2696706930195818,5.0,-4.881397471966734,-2.059820336001412,2.597203511830038,-0.029143629554889923,-2.7323090363394784,-4.042687643888609,0.13886446234362956,-0.6992153984512709,-2.593211608168722,1.301295929777309,-5.489759959764522,0.676056904849205,-0.2215601553827466,-0.272365565692288,-0.8735369172697625,0.32507899395634293,1.1486481764123957,0.8911651728242451,-0.8348240682256708,2.3817158291008274,-0.9312428255391029,-0.4879013947505911
20972.31962932784,-9621.29782631288,20590.858274258826,25621.08622932432,16720.610175527272,-14837.368133677297,-978.355799600514,254.27624719349697,5882.827300081562,3298.905320270332,5975.410137436012,-485.2622309380887,1792.1183398327482,1179.7141545274908,3447.6196683394933,788.3749240229972,414.41449397561763,-2569.1233008393833,1444.8935550951742,-1689.44359972967,558.5239021677714,-11.790432805333474,452.7476161397026,-180.19764193880914,304.88012131585253,46.96819371871079,143.7919268662161,430.6234300232037,-187.75060920294146,-194.89252052641353,125.12540193222226,146.4878146766422,286.6641719641707,24.674981351015973,56.97388496995759,-115.25482529921057,86.89661695786384,105.23119799796864,-110.45798507431189,-7.5175978802048595,112.9799307572873,130.02813549161195,-153.44230528043246,-84.38821373452825,59.01604774159546,-0.7589025154096148,-84.90843594948456,-80.39744991851407,-83.86882685545031,-23.232301465837818,-31.112581036422394,-4.605853678057238,21.944916580636544,-53.708800254979,-4.761409837370528,-7.243322411841294,-8.42307145318479,-19.901689021466265,-6.348663896807463,-1.7458101298027455,5.0,8.249704392205869,-1.0914395365720855,-0.442547401424823,-1.7844424634655893,-1.3281424466989045,2.2425354718550095,-4.49231227065406,-1.8815462664343083,0.20606622466208518,5.597754188907209,3.015765670976104,3.0175297082430177,0.36352937963978216,6.835281359194263,2.2188945768026183,1.0170050839019211,1.5281477565387176,-2.02883627769382,2.191569188722591,-0.2610549370239449,2.8139260231747567,1.2653646116186281
36770.49837550603,-12764.887943674383,37310.80221234884,42116.58854555383,26354.71333371574,-23849.839152468237,-904.0500309366931,-800.4006197845639,8958.744696398328,8583.626314441086,11079.67350040704,-1861.1614880343939,2934.0665517517273,1521.7461004994136,7261.446701464933,1629.6019930267996,-20.495128762213675,-4843.353320313159,3270.7453164614185,-3084.5960659600673,894.6463295369691,-625.7831965062051,966.0550795817117,-410.0067565479462,508.4464752359164,178.5654726602006,74.93604971619072,363.43101375841826,-258.9806153454037,-296.46484586387345,73.13208744218001,76.10001387909396,293.09772551091316,-28.139327932135657,1.1495193556494303,-66.6685729015611,34.48047164356088,55.12696195393859,-132.49456104836864,15.019169342046387,32.20490496903291,81.86292824196401,-169.62147794444354,-58.932610892834376,63.40355527421877,-10.554603775878636,-80.52357513601628,-65.54365161194949,-55.949435988067485,-0.9614643059988335,-12.77914364364536,-11.616618468355371,12.628135735329105,-32.40008243710359,4.365395649435556,3.4770341131497333,-4.85098733707018,-10.318425245307491,-4.684100462386529,3.5718197978335806,5.0,0.7417737192907816,5.406798355064634,1.153108836486457,2.5175413414918757,0.39701713588865006,-2.1368868908699654,0.21733622732273988,0.39546764875131424,-1.57577518269061,0.833621229472208,0.37264624499907056,1.0761530938282768,0.06245041465401452,-0.3226651129709032,0.15229170041683038,-0.3840827582132124,-0.6402415807293205,-0.1594555636778583,0.06905143397662314,1.3322758560818024,0.12366925751278328,0.05340940663067369
6352.162113968735,-2892.523613146766,5746.2232307787535,11750.326136325239,6562.10586625953,-7310.331407593411,-1071.7180845088967,716.7490262095056,2456.813439847346,520.8234746923707,1676.2518854369348,198.62689813049698,1543.1806317308572,1753.4637692685317,509.312625560781,855.8652595684821,606.860045823247,-781.3420854016729,-30.64268347436749,-548.7362574814599,623.68489667209,282.10973803001446,443.47866735315193,-341.6436929554658,185.8924776159998,-168.25197907082585,57.33367063316742,20.644952861733394,-91.64717186805125,-293.1722840014689,-40.48271256406064,-81.22180318959089,127.3867749564222,222.12229541688365,183.76546407563814,-24.37682290697926,77.42992069081374,-63.73889555521474,-70.2141870222944,82.6764303080911,9.233040284854429,28.273047820566617,-138.4512607441365,3.2042736217410956,-23.150832670233523,15.16712345516487,-38.64826762367937,-21.92904132426991,-20.205739649714083,9.913956820208112,29.967243486043106,17.093542800949415,-16.47492594205558,-11.578491971243485,-0.22951674856194487,4.596896589688625,-13.114479517024623,2.7437400359127295,12.712719055792444,-2.534771489369792,5.0,-9.685404589923628,-6.141097529197913,-0.2582394658605077,-1.706625436993181,-1.1490635322221283,-1.2294186281781592,3.5028111288058104,0.44811719468655786,0.4107092985591811,-5.621254894320207,-5.684361654354637,-3.2200717970627224,-0.2839846521108018,-5.556770192111667,-2.6190313065030755,-0.6037039404508682,0.012139231591059575,2.3460904363741695,-2.490945261911578,-0.19645896927990958,-2.6850126963947756,-1.432205435145218
36427.495918519504,-13045.182158225212,36988.47468723968,41978.22847182537,26370.934966610297,-23805.71785077655,-994.2827034614925,-783.5070110182702,8962.777459530716,8239.720988504487,10910.551028391945,-1762.3102847467744,2871.9850193579905,1549.7233043225356,7095.952084056015,1565.4621635672215,29.092330161641264,-4776.9564963068515,3165.926706256941,-3028.8088697207913,908.39116415126,-562.9261132942934,930.5417809873322,-404.24856297246066,512.6107751569476,175.09606382732153,93.02772231025361,376.19473309034794,-269.3383527316613,-277.77523098391515,83.1401053935556,89.4756127366726,301.02494267544733,-10.038362606509988,11.607989357006486,-78.2425930010587,46.21691428877878,54.542915602318885,-131.98572106267784,12.726401671854422,39.27367659379503,90.50053369608135,-164.62480011211784,-63.414980350175504,66.16890285800568,-10.186839927565256,-80.34455330304705,-66.84534217579926,-58.56556643965048,-2.9888530023866435,-16.308944473279062,-10.723396847216899,15.73179847343007,-34.146854276625625,3.6415259786735694,2.287273513852084,-5.060856143819733,-11.233673363569576,-5.181245443767938,3.59233068468069,5.0,1.4118619088306195,5.1853878050465045,1.5897381088679652,2.127102693695799,-0.024050296377131047,-2.0651201971304367,-0.33124724262419564,0.0737061065960939,-1.633631835346986,1.7167321209013755,0.6411733772051256,1.4385685431243425,-0.0070997679064855185,0.7052114261587601,0.5434517037818469,-0.15552136859385568,-0.2993559767218031,-0.34978345447110026,0.3794811407971334,1.5099181726318107,0.4001822871145984,0.24344031281793643
