X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73
931.1752063823996,-10198.766368852497,-2096.8573078830195,3446.5888789323462,38.72361281174469,5.0,1657.1487963701247,-365.2083992167182,-317.92847431687653,182.12888888196076,861.4548724691508,33.843131646831864,-532.3883031493866,-385.8627028304357,111.05085185978031,276.67711957621304,88.37220969449903,409.40797252280856,-165.23612133746755,-481.82598008434223,-166.53399778315324,-203.31887133567204,13.96682279429714,-5.1233236552679235,98.417187293564,54.25025098232004,2.5892726341434393,-161.97701238068925,-13.41697844929021,-170.6935914034242,13.528203666488473,145.65352848247392,108.313926316695,-154.7796341923569,-118.17766632876513,92.70540949444656,91.89059892535364,88.09359848838358,22.61717837822089,52.82070735269912,115.49655836694882,-1.8893699404496447,6.998657227865283,45.22493052267945,-23.587620703156023,78.44238350762508,28.46790216945259,26.25464214862704,23.3787959503595,12.871720575612864,-11.438892003573944,6.734681655001022,-2.038915742270273,-5.631947986826433,-6.907794368916222,1.9861639808641258,2.686961998940384,-0.28836752132015425,-0.48245077940777326,9.419926287586431,-1.5958169512511282,-2.6006238723939905,-0.5839069951874748,-0.5665823932617462,1.2776701937517663,-1.9040051586627567,-1.5022798536816782,-1.2575961273990615,1.1594872502632865,-1.3416862485570824,-0.7046266676394258,1.8421369255733517,-1.8808505007707141,-1.5684184088928042
-1558.8858676050354,15282.571990215305,3376.3353956061333,-4839.652685365176,-100.71888133168521,5.0,-2649.4992768018096,539.3391774261268,485.59183485335734,-342.3729810754806,-1375.2692412549734,-38.66032997638032,807.715578865875,557.4812745560978,-165.15981204951058,-329.28078344108525,-107.43447551289891,-573.232312499456,258.91395246103264,762.5829861730082,222.43162222812785,333.7983715422913,-36.0976151203463,30.685518580573525,-154.68998389522136,-105.89148913876537,-26.47722866736479,224.2852103837345,-9.721369567084745,256.71734111087164,-28.693586252561676,-208.3991928568575,-160.64050489496444,239.83586311244264,182.1328655573383,-136.41756716953682,-132.4000624563156,-132.6973791762744,-16.326647902125696,-82.5856064627322,-180.5178629755913,7.288052437155417,-5.513285977746024,-70.64650156561049,22.099888031426403,-122.07224489414759,-41.03622723932252,-40.99930056695357,-38.98363469912237,-19.685090596490237,12.801346035379561,-10.669581218466432,1.0373430301011992,4.431284657538132,5.195251900751984,3.734930558086479,-1.7334825572038899,-0.5845606608025996,4.7807593200507466,-8.931483599493811,1.0990848493742693,3.5400476052064773,0.6492946927570994,0.8210861926852469,-1.104913615904018,1.3918296864459945,0.44496434874443913,0.9927506890507544,-1.3766388994898529,2.016689561010849,0.6213529401670345,-2.0950367482441954,2.575920088619259,2.036945729341964
410.9319714827642,-3579.4361330762868,-777.1431901776828,1080.510914831931,97.50757981742343,5.0,707.9051413960665,-168.20235238411883,-101.41025649788699,266.8499939446299,353.2331811371171,91.10092361963758,-176.06317636558703,-80.35216211510415,-55.16480353288904,70.46486817656442,31.99554815429523,182.3014482378148,-77.00469031708629,-224.31149583419085,-23.911489587928067,-90.99900151654381,11.31845818320699,-10.304551945957312,39.868835113799975,31.026054256857318,33.806873530917656,-82.20146058565754,-11.776276839619127,-54.54082831186852,13.716143756112228,44.61301402116846,46.3010109609997,-69.53355375105433,-44.734395883760115,33.865482351903765,30.373743475275646,36.377148971908085,6.773505465127975,18.807044902320392,54.6549778531442,-1.9056380665221626,0.5512728294831359,22.081676093812035,-5.116578924456781,33.316736217711316,10.549562976686959,11.299227416470053,11.248255208221785,5.873933308670875,-2.3956720360994943,2.6083770981886287,-0.9938382261058953,-0.7517130163807388,-2.020268893994676,-1.4487793480140592,1.3598737160123444,-0.11130365287934586,-1.1039883615947739,2.9907799770118766,-0.9532794818192754,-0.9122370611924143,0.026997634606715636,0.0012017333510798978,0.6114820401046026,-0.2947104407039994,0.025751214426402446,-0.5267279758244755,0.6481845026839259,-0.5720822969046039,-0.3654761040787868,0.9225688938644728,-0.7863082981442292,-0.6596839186993912
129.66534162401436,-3459.3186756087925,-686.4599517698944,1334.7614218201436,-39.36917890834047,5.0,403.1779824666304,-81.14255915930998,-145.77976986964126,-159.2188476000881,224.379724030568,-19.91613249482299,-212.72965786214232,-185.8351345878471,162.33684917087456,95.59547300547136,47.87447223807614,91.59142116856273,-58.682954639955675,-112.84671936248333,-105.79418401004433,-60.22872164497435,12.76413177237683,-18.94716281862419,24.75522559815778,16.10246844943297,-30.217449325104923,-28.43863122252424,1.8768405995146118,-70.3613808338549,-4.768911097877998,52.84701428551419,33.81168204807534,-52.08517655002116,-39.414597840780075,25.636069447218574,36.39114903689955,26.311854700864153,6.744993317251788,22.4725732707348,33.007486236588605,-1.6782841829130306,-1.7220685497804977,12.040130370355918,-6.764852720465399,25.00656294883664,9.812602392994487,7.9424467660107965,8.702464800816594,4.719904553760129,-1.5243429040737548,2.320762596528135,-1.2313495264907268,0.3408504849496957,-2.6224448067072585,-1.248495339262675,0.8867467690467876,-0.35926130708327486,-0.9322308823539884,2.1399251614468917,-0.950186257431366,-0.1988749100407322,-0.3028446073419203,-0.10171134706828779,0.567748475577974,-0.20139521554401135,0.14121510797776718,-0.7555356399025988,0.439397287643323,-0.4313267381348657,-0.445083333174226,0.7814686979806885,-0.82351373705149,-0.5892889443790369
18.570330567114624,-8207.479560925776,-1655.5344180280617,3436.027312975147,-287.6249579042405,5.0,608.2254438658559,-31.733724358175166,-403.27401926063175,-1007.5206185941005,391.36714135292294,-232.36554367373896,-568.7415807823556,-599.1120965902018,715.5239744945873,261.48359578994405,123.13410622943509,37.09839737627006,-98.92756914888788,-114.39095721100637,-359.92469960988853,-109.58737839192922,24.771503803055374,-43.180042194842656,45.1544537540317,28.387601883196677,-163.8543061538272,35.46335223550643,46.97599806109585,-190.37551529103393,-37.74286495745635,140.4697166237835,56.501820737452555,-94.05747140741879,-86.47543902598518,47.567296376537584,92.13901220921817,49.67416826718092,8.021726950046556,57.41376698045785,44.60976985698604,-6.0950958437862495,-3.7432238946008765,12.32948255485489,-13.654343360537169,45.403339781677396,21.057314153652637,13.130693625386042,16.439905266027736,9.402278321703964,-2.4380262786812903,5.213406838164452,-2.79650883450604,1.769136548930181,-4.01343182522636,-2.4399115020981132,0.860343178322278,-1.1190649452332033,-2.32762510337524,2.93039603682891,-1.1185463158461668,-0.30672149620881883,-0.7462311874424775,-0.4637519539400631,0.9203199487777382,-0.38409538169991203,0.4248824350688618,-0.798712618464424,0.560224006816526,-0.8110376138826829,-0.47240537381895814,1.1984162313641307,-1.2111872748682493,-1.0137936311584042
236.30163028489,-4590.252395037936,-1005.6967993471745,1640.8150207497577,-27.995349993318978,5.0,609.5423650556432,-101.22287748399427,-196.73588474172766,-184.72280360316063,332.7135609549698,-21.12561499663302,-281.6773730961982,-236.81991683637438,213.37371115492064,99.32919418826714,54.925302907535965,103.77745895033298,-78.29707866148148,-165.88474337706444,-128.3493677668384,-91.01023560681378,21.579571169075827,-32.09832190087024,36.12442310315205,34.89644310934707,-31.914622876305295,-31.43351635736226,14.890575989320594,-91.98873678252951,-3.3601063082982607,67.4522542061833,42.22791080386167,-71.87582215114891,-55.18706242721814,32.36876085649244,45.53018707241738,35.88414544309501,2.285358339167883,29.40333258760081,45.86534387793285,-3.7157077592471968,-2.40693076699062,16.57302409190359,-2.8110722429300243,33.599271137987245,11.75317531837137,11.405680066640066,12.864202248367844,6.347301561698843,-0.583581895190722,2.9978419105128475,-1.1912554489861418,1.414007271402785,-0.7976875170076708,-3.5790139767044025,0.2678580503821185,-0.1750993866578943,-2.7018829032441105,1.5362399418618824,-0.6726920146917724,-0.6024349897731888,-0.09798819773808148,-0.11119784052460638,0.5017374753365614,0.398083897332419,0.8175961585312157,-0.6317959686068007,0.561471305397269,-0.6101448651150386,-0.43311319774955936,0.7694580239873721,-0.83908655365668,-0.5905593680386138
389.2661075533792,-9124.413161655253,-2048.8841073483695,3308.5476884564923,-105.2388982321595,5.0,1097.2797136587135,-152.13846322626466,-401.89306399477545,-522.9049360485236,609.9966033184037,-106.16019105431303,-607.1376601267198,-518.3041120366786,519.0605972862174,195.05178705845788,110.86669315860506,140.00887251466455,-152.66238912613292,-282.444987209386,-285.17114209971095,-180.13313523865259,40.89961151028531,-61.34693719083439,67.94147994329269,65.17229293824657,-84.93613813294269,-28.696991715947625,42.08040363342112,-192.41519643791077,-10.70149920113097,134.0976349693495,79.88130333621586,-136.52087269736774,-101.29920468522971,56.145031609936034,93.1620254342925,67.6266523889875,-1.2050859550145994,61.4991958282653,84.94475759580605,-9.339210583023396,-8.828664301480659,29.285389023228145,-2.683331216329237,65.12925263434308,22.99509379841881,19.93673385111786,24.997509922447787,12.82136382947741,1.5556584670314408,5.828802405445094,-2.0580607576960452,5.193422206298764,-2.1745000885330783,-9.266205890276394,-0.6799918111673716,-0.5081194455589375,-6.276697086591015,-0.7063226777078516,-1.3125291747526977,-0.06830056222493622,-0.5827548974486165,-0.3838515889007441,0.7336446546854298,1.3254391593087114,2.5374010255738613,-0.7350015584026669,0.9172400740867639,-0.9327337195247598,-0.4069466713514728,1.3021703138878344,-1.559764020613833,-1.1607830760713187
470.7868314614305,-13034.671597333068,-2684.243439292107,5037.712892478509,-301.5740992649643,5.0,1391.1894353739465,-181.17769283125833,-566.974869552246,-1020.1861140428433,809.7811185285739,-260.17545913182977,-814.3722812922692,-803.5759153680763,821.1347439483077,380.25079353826754,154.8833378885607,204.09271435129088,-167.00021402380838,-329.7097288669306,-448.10669549448505,-201.93336359976223,34.34973752005046,-53.15954545036764,92.50119687174266,58.04044438926877,-175.71590532829183,-23.497218426112614,57.1367156138342,-273.80335236441243,-35.21791342560174,210.67107450676983,101.97759247452196,-160.2253407936338,-148.17367427380304,92.32979056631106,133.84759501978033,88.33441792248577,13.53790926307516,82.56727579874048,92.7373582634237,-7.720180112698153,0.600010366145332,31.159628536550795,-22.500327228525567,79.82215993791056,33.19089890104064,26.081932718450425,26.806218723487817,14.774679195898491,-8.354405276592189,8.668529600482435,-3.466897772298968,-1.5664894957621853,-4.909001278788751,-1.6196766370072004,1.7275993806956544,-0.9015333415684172,-2.8719092534791546,7.287535234884651,-0.7259975095122837,-1.6630493368653427,-0.9978361635779072,-0.5321971251301169,1.4031390102902455,-1.2745809500281762,-0.42614775336484995,-1.1678660037458255,0.9573855180060611,-1.5549234862885328,-0.7542190582560643,1.5363338871425039,-1.9138017952242732,-1.6245153131454197
-102.39965262832958,7777.921655418562,1685.2351231163316,-3076.5648001160484,223.03513429444453,5.0,-690.0749031578365,44.73846225493808,379.96228281765934,839.179149398607,-418.0509427568396,183.95554767215273,544.7413429626566,538.2948153192307,-640.4100744868646,-205.9527557439221,-112.39123522089847,-30.35291331378526,107.59897063555348,145.30800122596904,317.94310685761747,125.50486257436364,-30.3516671395642,50.454325849943935,-47.36665207357075,-43.77654580077675,132.4484632047434,-30.832855099182545,-53.12733952719654,178.96170905447323,26.010223724345046,-126.11025934527277,-55.314491662475746,101.6354117413169,81.69726500660391,-43.748001136531954,-84.89350484912126,-49.98202732463118,1.4005873828005364,-54.53958600493816,-50.87053977651622,8.056199328445322,6.321426552138338,-14.99315818043134,5.8482258735573955,-46.77430427846679,-20.14729537175819,-13.875548124434467,-18.650521928451408,-9.775200415669232,-0.4841348452680738,-4.742344519077883,2.2190402304970394,-4.196971210073585,1.7352683633300183,5.9536972294083155,-0.43598216639074955,0.6230980883838295,4.557921134515319,0.48744615622652937,0.7061497097218159,0.23897329565860445,0.6330966085993521,0.31158685803881575,-0.5029454292823046,-0.9204653261708808,-1.691270438272011,0.46731759559730734,-0.2990618123599556,0.8905807320165001,0.3353457404455337,-0.9714491400108818,1.00028309668152,0.863391123369539
419.2810241732136,2616.37946844995,590.0410688916137,-1401.4762777573583,263.3080891216005,5.0,194.46277412360334,-149.64960171315826,228.70260320171164,994.7887183697588,35.59559783757957,211.08329071109353,274.92725857430764,357.4884508997471,-612.7942185529257,-75.9813802375533,-70.61791060366258,177.26158748913198,21.400840263286522,-111.97929259632264,246.83186750429414,16.219935461047953,-25.02522155626482,52.5452434857468,4.138949505546604,-13.877001491940101,144.55112296843268,-114.59176222269642,-58.060659426325856,94.24093232050296,38.46517973109239,-54.67168097467083,-0.7865658955970105,20.449642127342255,25.359186520634477,3.7098655689030866,-39.430637569567516,-4.42837345913401,9.933981077770317,-28.827010500411664,10.101143179907513,6.248493655527858,9.580090043922244,8.896444156908176,-5.5496627642423215,-6.258401033535348,-5.1037934529174445,-1.0076887345225216,-6.396357015516507,-3.2891973214833534,-5.773372656801676,-1.770871217447933,1.906449244676754,-6.258822623294046,-1.212612439726683,6.3256629108882505,0.9779837543821341,0.7822921633961923,3.8033285459997446,4.038910849476838,0.03901013072476183,-1.1726890709559072,0.2905017642944135,-0.05170944728316768,-0.1903570383992579,-1.6401827808887708,-2.1522091502516987,0.19066982792798576,-0.06537208838003067,0.12370715157892598,0.053469386773768966,-0.11352944207788623,0.22772776767747616,0.2654526403946536
