X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94
-43662.97967448622,-8125.144640202344,-28262.153337748667,2928.8107974129052,26679.92358334488,-3438.6777473399798,1460.9096801110086,1402.5939473303479,-26465.807770595402,460.0249770641556,-20444.422336873497,-28978.294737670465,-23831.623585560355,2525.944701765159,16166.478663156131,-409.7284681552263,9081.57348620201,-1206.2422906777388,-3456.8179725886794,5257.551574901103,928.3885314651924,2537.326206306264,-1390.1036902342548,-177.15269522189365,-1144.3850821139636,-1153.1470891771512,-708.5892448056685,-766.0481498526296,-844.5856191226201,-667.3794726906259,-113.3894340969401,-101.95864394431271,174.1001747457591,516.5006369784787,-332.5292312856934,-377.36897319391835,-295.41381963958776,10.456037671495572,173.0774726249494,-236.75570814476373,-47.370603017669175,43.80556618364594,48.115351903683745,-62.71590888327805,65.30365720570502,132.8555713261814,-84.0499760155247,-18.095422935127267,-239.74020377915298,-130.93398806307627,10.752869115704488,5.020642485760822,53.003571492803054,-44.76469427677842,93.32800299429306,-56.566438680047625,-1.6229591159556123,-42.35164017809193,-39.62615597405426,38.2056822764449,6.260320507305889,-11.68362470168618,-19.585516127846464,13.711846592605943,-20.66749993800603,10.009224207809169,9.134564193260543,-25.91263009509418,-0.62479335334285,-31.315618924495684,-1.6395403403335194,-5.534753732717351,0.39275028311870813,-9.61663983982203,5.602110966170505,16.148267540413226,7.8706151183231015,-6.012908628688387,0.06280771366111426,9.12504339565079,-4.561813804016504,9.093996635425743,1.6457915644596122,-1.2736916737358843,5.0,0.8187228177796869,-0.7319550479350752,-0.0529322440173082,-0.290920250736894,0.05457435249450806,0.5390967260422019,-0.29601932041841594,-0.5787816576560413,-0.15455909974058518,-0.3594565557754581
-53589.35488410832,-10220.147839621664,-33029.73417334054,3723.377563125033,34322.19309501969,-5271.890925172538,1686.616268432472,2264.2319907932024,-31720.398851079965,363.193685287426,-24367.735507875917,-35289.53602075187,-29724.305382053328,2965.2134223067346,19868.571397829874,-536.4696675867267,11290.284025236042,-1454.0800338433285,-4447.398342588984,6587.905875419631,1203.6119052296415,2901.760390878377,-1400.9207068800167,-397.4332100321735,-1260.0757616812105,-1421.5317989839707,-1002.367581970081,-988.645511380038,-1058.260125420146,-707.8105567932876,-294.64813361163436,-107.2288367457255,174.6554058255992,640.8859627189258,-390.00364869319554,-460.0157802538113,-444.87611304859115,-32.91482134514363,186.63749540688465,-325.23358600335195,-46.17673951567375,40.775989660682,56.23138087889631,-102.16064137006157,41.56389782267328,188.67672227962,-115.31575209770165,-25.874562918059315,-290.87283488770044,-153.44627498430054,18.37602994978115,56.30121032565917,47.618476680831954,-32.02323739830505,120.39194993088789,-62.62413441400019,-0.40447733270569364,-48.74252621256217,-58.81008811702285,49.45341099900673,12.076347409195744,-14.318340882839262,-18.608681909527128,16.637718892716286,-29.684379668631294,9.506468937832636,17.90108740291505,-34.293097149433386,3.392177624942608,-40.89919928756082,-3.144396615142766,-6.0128134163558755,0.9416501518763313,-12.194301269041995,8.36000421050426,20.94505740319817,11.848795336398931,-6.359933996852344,0.018226429417384924,11.236983528317058,-5.316244470548422,9.665361828278924,0.7840568756250518,-0.49104948244392504,5.0,0.44750637451127895,-1.534751020942415,-1.2173583968042527,-0.8572603959872682,-0.07932132169539871,0.24255630621930363,-0.17713193481389317,-0.26888156963225524,-0.6056299967340939,-0.6567706490204408
-56790.31625042089,-15045.266457713607,-37022.4889600739,4046.117680238277,37536.06968933138,-6448.607103358514,1520.879213177236,2253.8573501312826,-33899.85853327032,17.748843600654542,-28094.390040823735,-38730.774096632435,-33795.664624098645,3632.175179610199,21347.32080135556,-163.46172907059776,11975.893227036991,-1547.7533629731438,-4559.978802763119,8168.57308647566,1619.0261194322625,3273.8549487861255,-1447.418299329451,-454.82135494243107,-1479.3263727439053,-1456.0849317568861,-1160.386810334418,-890.7034300682809,-1128.2805885807502,-586.2492257406934,-337.82241144377576,-99.54933407281624,222.40668173830886,728.1995288446798,-113.80968900674536,-360.8232587262041,-509.11406442517983,-95.24074167058835,209.9732762658715,-298.9968776518637,-18.160082409796665,0.18737125164981713,67.85667192139474,-101.91365119597327,14.712895761651927,222.23166716406692,-115.18014434278645,-48.918331093044294,-313.3224185815351,-143.8367662192783,22.332118438092348,97.84921911985872,39.75727345326332,-11.05645461474022,130.05640420069068,-65.20326835696564,-1.9774306570728173,-51.388571476656814,-72.15470888140456,61.492788529562525,27.804462116365386,-12.770426376648839,-10.989010520049362,21.449869124664733,-39.163776631136784,5.7981159785376555,25.659581835908178,-43.958897574142235,6.225090324100262,-47.392999121010554,-4.500539982656701,-6.724996901023428,0.974231871930771,-13.568198285599985,11.332913163723934,25.31577068363812,14.08372082198822,-6.713341562355745,0.17152965441341883,12.230285038356346,-6.444659522151312,10.701075819406663,-1.269985075863047,1.3397251809765507,5.0,-0.7911818621194935,-2.050622290419504,-0.7016370625226286,-0.6391608707114991,0.18883014530068365,-0.6645797145484065,0.5296808174371831,1.1121829354832167,-0.681172433640947,-1.014123060507777
-33112.58290081051,-12800.803137872213,-24294.28953007766,2488.4086248180397,22519.69368614064,-4334.150247392232,767.372604477218,694.9517838533702,-20455.26285242504,-191.43223395441663,-19029.23548013171,-24386.16732619386,-22104.95313921104,2673.7972649780786,12967.148004969009,359.7858740103809,6981.597308501655,-884.1911335847367,-2340.2382553170014,5929.774880270339,1259.7609909881387,2276.0989574081414,-996.668208606347,-197.56207275635626,-1092.5531810086688,-745.9009096243129,-612.2008463968248,-270.0320412494549,-673.3757233524481,-226.9196242508154,-122.57511529523741,-87.56221398965565,174.68062187545192,466.83673114165794,322.7157152509358,-48.637528977497176,-282.8413091746306,-73.2328521533157,146.27849194995744,-82.065662621179,8.458241125184443,-32.73012520379336,50.20462227195734,-23.324893735856158,16.721339301338325,137.4988069321622,-52.83532622802342,-47.71067217890899,-186.3426498000007,-78.13621731841079,14.989207109072069,56.66809422376707,25.298943118161258,-10.416467226414197,83.62469817541742,-46.414658625463254,-4.481959408621099,-32.650260107230224,-42.14778250338116,48.51245733043638,26.734255150701,-3.653873523182221,-6.9109305874485,18.542455209286494,-30.392964824860805,3.0722109841300305,14.495271560431016,-34.28973883119251,-0.5033411653958577,-32.38014381069619,-1.6211132158178665,-6.874764623748941,0.2826237221543157,-7.329293448114547,6.8344938480847475,19.2078419526146,8.43387849193821,-4.598986603344813,-0.16818723962110282,8.81651217984599,-4.762502677998299,10.210236384946354,-1.2676509639885793,1.3051425962009664,5.0,-0.7489225858966294,-0.6157906096467597,-0.1885351488297072,-0.0626007696584803,0.05790367469914621,-0.59636737833844,0.40748959732146606,0.7722125532389368,-0.17792368645894827,-0.289141266670494
-47813.57572571654,-7419.855227899803,-28980.581747726046,3340.7400616641758,29866.677822197547,-4233.569781265996,1672.8286285485885,2007.082534702078,-28233.24235093729,513.7231419732285,-21022.957516836912,-31074.528523984765,-25594.6645583754,2448.6493422272906,17643.430922349642,-631.3245895808362,10057.457133458583,-1311.7542531660424,-3992.3248413354595,5404.134571704724,944.4221419116078,2561.7207795352674,-1318.0928227923766,-301.73422470753707,-1088.9770849105905,-1277.3023737886276,-810.7467947439771,-924.2674582617751,-945.2993382310129,-710.3671121963872,-225.58354335899634,-89.79876060562574,145.32227182328248,548.0887697861258,-448.2948444366306,-457.5500941489553,-372.24260650320866,-0.383197558768022,162.60052928919023,-293.1490510340913,-56.62408667465741,52.76413763708096,51.646941661244014,-89.78498887630799,65.69157874738694,157.5358405780902,-101.50847939375872,-20.011581248668122,-261.6137983121572,-143.10714362644583,14.0793694204769,19.6725268331426,54.56008155368733,-44.76060058493504,106.19391517400356,-58.222855955263036,-1.8040173444108745,-45.277972652572466,-47.08126595138353,42.162961096761045,9.17240705627093,-11.977314749936808,-20.125505929609115,15.110727659083459,-22.856030694456827,10.021048455721624,11.441763736398798,-28.528735217350377,1.1812505475810766,-34.33776625924991,-1.649096900881722,-5.735105354075133,0.5077642854534122,-9.45582282287142,5.463568095960575,17.658842475437147,8.710757745525159,-6.401106104669177,-0.10536281550710852,9.65893443072335,-4.715693278695101,8.908842463856724,1.5616243110469055,-1.0812203063124597,5.0,0.7548195719155926,-0.8060435800525476,-0.5661700904302909,-0.4297385098354849,0.029236199343972043,0.36097499877431755,-0.2680409512670815,-0.6168464254839872,-0.12081098477924121,-0.39179215358940533
-10394.80376439998,-8700.539733425549,-10314.304512155924,1481.1248325689398,8155.806762948883,-2510.402296666717,439.3908887025113,-514.4313026681469,-6644.13323387518,-167.88523533206924,-8969.026942477214,-10099.036343599168,-10230.02243210117,1319.4407857577953,4919.582521874506,704.6171200259578,2239.6818493230903,-240.64028378587318,-279.78247768641984,3356.068356379037,827.3853056462241,1212.6282796083121,-467.7508659679432,18.431257411603102,-569.0092603100903,-81.43906268645077,-42.037295960433916,277.5182160874207,-245.52489163008303,98.74442055410161,50.61674737297142,-59.31933780602756,92.06020888151905,197.71770194121103,641.9819929312832,209.84286637533688,-49.129690235691704,-45.836073915368125,80.57314692029408,106.65130626125591,35.85582011398096,-87.878997329125,40.39133223312181,48.23918014752137,14.70639681679999,73.97637259613987,-0.42108173244963615,-44.695727561506686,-73.39820243198673,0.46587270508554446,10.456696688163712,11.011988133772535,9.178637106400444,-4.544051550937296,32.688895969913254,-36.00921304587927,-5.212010226469706,-17.81904911703664,-14.78373720499013,45.483719953491175,29.701716458120632,2.8496175962961217,-0.9899023611222354,18.535857378076763,-26.89617356609413,0.3238791053946265,7.424605006151622,-29.204853458227994,-6.868402697928943,-21.30774349829972,0.028093337055831502,-7.028721692620785,-0.19381139510169737,-4.148639702497436,5.544327044956572,15.442448738651237,4.915852307752438,-3.3906040221581577,0.05243699576745855,6.764822749976836,-3.936163523088604,11.05576774007852,-2.3119668441523826,1.5447972863970576,5.0,-1.0986779027764997,0.4366387544708479,-0.05677058681859509,0.20297415638808483,-0.0792392838641489,-0.6591324179802684,0.4355837124299652,0.9901491936569937,0.032541249259572524,0.27260664487961217
-61615.34850590746,-7098.242153898677,-36606.580702585554,4078.594103746329,37292.945104530954,-4505.87955207658,2219.8486157546567,2710.8492474752193,-36419.63445881723,858.0427429916613,-25874.517122481164,-39008.60788863915,-31233.980297886425,2919.099886115714,22345.45264856146,-1074.9211414711917,12870.048139753033,-1716.6045357209725,-5249.586216371885,6192.106114908106,989.1453312136692,3165.26718659093,-1751.9902322677833,-349.54760740179125,-1339.9134328248917,-1721.3404781878064,-1050.0342762372354,-1334.8000242006433,-1194.7581312773223,-1043.578675326725,-263.9642873397873,-113.90963942082479,184.16348520172554,681.6250902502001,-846.5355002693326,-696.0761872390356,-446.8440750843686,31.82390305055399,209.9652363625057,-426.9075031177632,-89.58864723763304,97.44109122024173,58.76797301064983,-127.95814219376784,89.34640338903854,184.34880603825238,-135.3239818264905,-9.127791785664497,-335.0657714702687,-193.0845296075543,14.873454264862993,7.523755039117968,73.5188823567534,-62.57091670358988,127.71036966637536,-71.18110674167092,-0.2785784039206094,-57.38590496558963,-56.14896550765311,42.928105481381756,-0.0019640831597669828,-18.8544352433418,-28.36240745371174,14.145754629189593,-22.3850570665945,14.615667836200489,12.557688648819392,-29.05807841973248,2.604492315917792,-40.17921607531822,-2.8178188172889773,-5.54979753520967,0.9580785467052555,-13.317676503467998,6.903092172104219,19.06970638824393,10.655037914859319,-7.696452108608948,-0.044510077614729984,11.35992333807627,-5.261480883156585,9.181282066826396,2.9831284006731895,-2.418280273062963,5.0,1.524742294775854,-1.3231592955611757,-0.3918179472612704,-0.8335577216712401,0.2081642104634695,0.8758946322353083,-0.5875992055623862,-0.887740689788573,-0.34791343993918933,-0.6070778978983508
-59425.62971294699,-11536.988257083827,-37507.40298921315,4007.5456234558337,37404.34570133883,-5366.108553964112,1833.9744672416566,2295.9984542822194,-35581.32425375183,411.8802606319899,-27464.54634500991,-39263.79338564986,-32820.26387793725,3405.8633863934306,21968.360727845986,-547.7086713910286,12445.339951876413,-1621.5343247633132,-4845.662010207857,7322.236011287672,1326.0369951895602,3302.0159287939314,-1663.8606977641405,-371.3637105352637,-1470.745897703389,-1584.0121822230371,-1103.5581237492474,-1087.146482837039,-1150.8020363629855,-817.0932437353978,-270.5895597429849,-112.35216089957349,220.65358916762744,710.5690515599251,-454.5358392086881,-511.738633247328,-468.2805008579916,-32.37564693186928,219.34104903811053,-352.6210214833263,-48.98657819770699,48.895971934853414,63.76094668182573,-108.69907375916841,49.2599734286761,198.54814360436328,-122.48855587209066,-28.746085883385206,-323.0024979817826,-167.02341877910325,17.390160950303606,51.65274581844168,57.016108162242375,-37.84410555228167,129.14981278491217,-69.6246335883909,-0.88037062071988,-54.332233247837166,-64.22887560375761,51.80594732747299,13.614911287922522,-16.179391165673238,-19.76154199525467,17.709750809533396,-31.90687874837435,10.10449751594392,18.464534259737555,-36.16149087282233,3.7314374291534738,-43.61293671791723,-3.6288999425950768,-6.029811744083435,0.9697861079413477,-12.731945548100063,8.801490378498144,22.121640076269095,11.913125960046475,-7.2958413808259825,0.21917258962225777,11.931667023364227,-5.957088664234365,10.344861635490446,0.7166744838553013,-0.57660375980782,5.0,0.40644908698521165,-1.2313442869237585,-0.48375830902963063,-0.8241588597096692,0.31407939120332645,0.22279315749142353,-0.051611766614391826,0.018752864292685845,-0.5858357336321223,-0.6086145886648539
-48434.94913480134,-16229.904139859078,-33028.29288768582,3510.777468510415,33179.66098229293,-6356.435159470996,1083.4567048123404,1736.5191754204764,-29171.814686958838,-267.43061890472006,-25763.64318346154,-34232.6356047176,-30865.61884077721,3508.2098388226104,18561.850389071777,193.15215405091516,10265.73444219968,-1303.9420062919091,-3761.892755806058,7946.282792879539,1658.184786096989,2958.5131349641565,-1205.5397351988897,-424.9606294215197,-1379.6515196864818,-1177.683128625845,-1025.5463818963906,-602.7458377211552,-985.2975991969546,-358.7287955050872,-308.535338434431,-103.63126268315608,209.20006997201634,661.701649530223,201.65059854237592,-186.09020102432513,-469.3422681967996,-116.7253710814673,183.27299744603832,-205.61186687148344,1.1076867553134848,-26.418378525425002,62.471914417129945,-74.46633303645062,0.937702435728563,204.7320300358225,-92.40996892157827,-57.06117651271245,-267.35213154141087,-118.85986020865029,22.86563706111463,110.59878602836446,27.530480642631975,-0.9830649325445644,120.7327247136086,-56.94374498451726,-2.8325842019552327,-43.4273601918983,-66.56404484012789,59.78230289814031,32.438487065415316,-7.537110414051592,-6.719025454460358,21.67484559763067,-39.445534246038086,3.17750299235622,24.838226869067853,-44.33667923255116,5.034432569840987,-43.733795483449406,-3.6211905216876334,-7.206027300727197,0.9613691836158076,-10.844876629373834,10.15685144727155,24.522836833750144,12.697160685042302,-5.427264935733365,-0.14134999989446392,11.037549455097377,-5.962654238004719,10.689377271416603,-2.1158430539663096,2.3552771768456844,5.0,-1.3747872390507339,-1.6230403743432424,-0.9340968856950999,-0.37779353334868737,0.0006802757158364259,-0.9074558552863443,0.6702388052219101,1.2566107172390784,-0.4624675361495762,-0.7572524236670086
-28021.87547832119,-8830.451956559751,-19234.1601571158,2420.642902299337,18872.999909576563,-3683.4420290441412,996.6206375962958,665.8168387295315,-16765.324612568267,83.69568719674015,-14929.137186860195,-20223.54291048823,-17957.830222864908,1900.4166363217491,10996.489724579395,144.0275010152636,5946.359314896736,-729.0617133141104,-2000.010041041864,4546.638421869439,942.2916690478653,1880.4779182326702,-841.6417820409672,-151.8674736122754,-822.2760917391636,-624.0265088171346,-424.0728115862313,-261.3818659095738,-567.5906953043551,-243.7185413072752,-94.88521169653463,-63.31760785478578,117.36556924163338,366.2291478006827,188.186529454029,-79.41884445538976,-213.0528199519138,-40.71456476672086,121.34959926055585,-74.28279715168767,2.7451036689096115,-34.99394524321611,47.660560421204615,-15.197019318929247,27.53830677088095,121.73169087232266,-48.390094702158954,-36.04090968567472,-162.6248708482607,-60.87129415056482,13.717566252727394,24.880628593251295,25.22730814613524,-17.369396337399547,67.60575562365766,-48.01372518960322,-2.848889395097677,-30.77936245613426,-32.36358733523744,48.0227684975835,23.823341183561435,-4.3370801485503705,-8.49271184920597,18.22314663160143,-27.96969600305222,4.048377149749124,11.31641254032289,-31.500637006885672,-3.0268056580626017,-29.712619507250317,-1.3904550174276942,-6.6579410051686345,0.21624039569260492,-7.38715501854298,6.553454779658731,17.88075588835179,7.660249690469461,-4.8754258874575545,0.07654877855820032,8.659299183812779,-4.610766713522714,10.767607069295126,-1.0089610489417913,0.6790271185797436,5.0,-0.42103733955035955,-0.32878599036997125,-0.6341444194733895,-0.327605867428287,-0.03962943321974817,-0.23202987172559517,0.17667267868029446,0.4318772035050276,-0.1905486018091307,-0.06099673804199173
