X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70
-27552.652948708655,-3635.5096579879064,-3983.478136314925,-9519.710751467928,-3415.106453997802,-3068.259057125436,-1750.3176378385162,-6598.350897862648,279.5742633629462,-2974.1344214877286,-505.9212940199684,1009.0728261807499,3174.620560153495,-148.85352199987594,-4441.864864761119,-501.9590896287496,4485.771737311061,-671.0323462794489,-3167.14661893637,-373.58554328650956,159.27908723457716,619.5671029644637,-155.43186002513204,-881.8702544723318,-328.60170391035973,80.94345029758925,-484.5956215775247,54.394797364004425,13.982398369628395,27.945613439955352,-10.66851579752962,-135.06050617998045,17.37296501134595,-283.55740876700474,-98.4500214372928,-47.75786904169902,39.731401995021315,90.87224416503044,-197.0372555694326,146.7070377156018,15.994210442329324,-109.33439836961382,-21.47803380778376,-57.8267585611588,-18.38195461709825,4.556015235198458,10.223316363046571,-6.630101538394004,-15.120126437680543,-13.369584918474567,-10.750926113424814,2.9738169438368542,-1.7765763348894863,-3.7596862917659855,-2.9778789116629834,1.964504092931783,-0.7090429713574783,-0.35885549835765457,-0.7605847345284307,2.7649884087798906,-2.5415285409490567,-0.028058569834948425,0.8228395167371079,-1.2011741832724518,-1.4368449572928506,5.0,0.6549094415117893,-0.6097507239400337,0.6447047999982438,-0.6883928033355498,0.9369554792162873
-24969.474316314772,-3292.616305714094,-3618.989402785856,-8633.325880219072,-3099.4490997114694,-2829.4123459341085,-1598.82568883475,-5942.953927387959,253.2833111335798,-2708.1426045716985,-451.1732173731979,923.3418564730412,2877.4819851418247,-146.78026199779984,-4007.8609760558397,-457.7522539186385,4057.755727940747,-590.3531487898035,-2863.413545184521,-335.4593650746959,135.70094311676291,570.0606306795805,-143.95920543654793,-790.499027988327,-307.0784701439728,71.03102508781453,-440.80012497558306,44.39461515078067,16.82949901143223,32.172549350294574,-10.879038727406753,-120.75538588148534,17.59238676306472,-264.8961035681117,-93.81911645468695,-40.47674843170759,37.66948963503202,85.61472773525225,-184.3570603915543,133.07811705180316,13.792669783292244,-98.40930159832533,-17.347912904428437,-52.27866234268866,-15.195103534865966,3.824586269899501,7.0814381524225904,-5.892755230398439,-12.306906265945498,-9.360758239419715,-8.794252057055473,2.553604979141972,0.8518913024321114,-3.573530605012687,-2.630554600638696,1.5020142040360525,0.5024778812260715,-0.10323865587166561,-0.2610673534116279,1.203032138558186,-2.416972288149349,0.522035350423382,1.0912952754785221,-1.0501904360429173,-0.48445246026159355,5.0,0.8989671895524654,-0.4961037343958214,0.5879933967433856,-0.33016096805984274,0.7704831058493996
-20779.473435359123,-2394.9201594181905,-1455.5048567682115,-6949.211037200846,-2600.1191403781477,-2031.8020756829048,-1507.4802170655616,-4306.941323305955,355.1501749674595,-1370.9932943916092,-345.6462201239443,701.9390190450988,2479.9150138589016,-156.91916172576475,-2841.732164191493,-420.2041268485719,3059.48217280004,-500.226751818767,-2351.62708054108,-436.4510410803255,154.25046395622036,416.46180127552594,-216.79733377826946,-574.3199469454282,-373.75974952754444,-30.19446545739807,-355.42642018909066,46.71341534072436,13.466888001721642,26.32633364548719,-34.4302293616592,-127.11615575180983,4.896718910728441,-256.7997127674604,-86.56298745329967,-43.21014257267335,34.90718869762786,78.70437599459314,-177.25961478926203,128.04175598362954,13.037259592467942,-98.19854805133377,-12.810226705420133,-52.68755680735847,-14.719409832554772,2.2551928532897105,7.026768231531437,-8.118363862851847,-15.620863272831608,-7.923309619324648,-9.107290751152908,2.7904763481553747,2.597514797070108,-3.092160892083395,-2.9850835108641753,1.7160140398948154,1.2475939963478886,-0.2817911933971595,0.13699182429961695,-1.8390826469254544,-2.4624524044373306,0.47171574081990564,0.999973911687265,-1.9044058221698001,0.9842851276043663,5.0,-0.38283187786942996,-1.7222868764340171,-0.1577413065842963,-1.8043685065443698,2.565125268031718
2366.734601041,1902.653401524391,6687.185393442893,1766.5911669312618,217.95829998685036,1249.9020168408788,-666.3035376404798,3210.6179726757236,557.8972022687069,3769.2344766822052,196.36295156733394,-385.83147626834136,167.61833195579732,-186.3112757726853,2491.0421869104257,-94.69020201158273,-1790.3147373839074,151.7390152393128,382.51943710017235,-690.1601247568628,93.37935343310053,-264.1987720895428,-332.11447902374834,435.7051392429298,-498.3548998795316,-396.3400278716304,125.21238231382793,4.924926830542395,-4.775197301277357,-39.65184180382827,-120.58452175997284,-97.31329335896427,-41.61437863826426,-107.90607237725705,-24.323337755537132,-26.4087493832941,1.9930298238709823,20.899274609521548,-96.14827915804747,44.55965270304792,11.4978201125178,-20.58709987767503,11.875694666364955,-28.239831260200546,-12.292045240136236,-11.211620714693607,7.774421946371739,-5.852492048287273,-17.8116587796637,18.69989109770849,-10.82862782265239,3.986659071426794,14.643224732357613,-6.963459050802789,-3.7988965717215786,11.873590312341822,-1.3492240646128275,-0.3929827453579239,1.3802272556146609,-2.575763204091319,-3.2602480278699835,-1.2761276854187025,-1.7256465515638828,1.5378030562750504,1.3225796931365905,5.0,-1.6819332814865133,0.6498830954867498,-1.4272654055514762,0.5740906909090685,-0.9952935125141028
-25571.146422967693,-3795.964472038622,-5592.2829703635025,-9087.323458016397,-3155.4207339197246,-3261.961131812507,-1413.3587489011752,-6731.4507049827525,162.05160881865459,-3802.284967417949,-486.9721163836186,1026.1394854542664,2812.9113955128755,-118.9736497853989,-4690.607535307896,-438.3957754306872,4538.863061838138,-621.1562682174267,-2941.4571257798907,-125.0070046789215,89.86998766100861,641.3410836238326,-65.47158933198867,-881.5312176192043,-178.38263551446315,182.22206716400126,-477.93963586780126,42.19167481639993,23.830137613871916,73.07081951554837,28.6296202529127,-98.40877801756683,30.71409752732603,-243.9605687768231,-98.51755116541564,-31.784134392011186,42.59229974786364,86.51585571154133,-151.71991973884923,120.84582958301114,12.194776528946567,-91.94935880003995,-20.90081243829722,-47.07768670927877,-14.532543663119162,5.730253644210584,4.1958596115292055,-2.4477940289874187,-4.795733703195402,-16.822156234039397,-5.289956099455138,1.232290106525829,-3.708601051815969,-2.06991494931215,-1.0903926592535833,-1.6049855342544623,-0.5168092035381633,-0.3805672695938424,-0.6979689038522815,2.44165305690924,-1.9448309761659948,-0.2903839860494404,2.4121296669474033,-0.6630682645501214,-0.8734348492135299,5.0,2.5975077761541807,-0.4327584326432464,1.9856098494694971,-0.7290356463070533,0.8095052685004153
-5664.211684484319,436.82535494867494,3911.4989423383336,-1252.2366869431103,-756.0856106213641,136.33311381274459,-958.4866981326529,588.0836289588407,480.1237045008987,2010.6056984049715,2.4677450405220207,-19.56575821868485,977.4243508243845,-169.31184350458645,647.4010800271233,-202.48620478008385,-115.50419793018693,-74.5344135513949,-573.6086225663867,-614.9054655203385,116.98464474330387,-34.038859792617046,-286.1417788479731,79.22395817041132,-455.19026044411413,-272.0325797749847,-38.95597977812386,19.94236089214418,-0.87423499913237,-27.11890076018642,-91.509389513745,-107.99607388828828,-26.83508567604127,-154.9304342593382,-40.86670674061198,-34.010942104904736,10.050192433844295,38.61876023065908,-123.22735082842414,73.50248810934252,11.58098416617861,-47.263977783278555,2.43838399373634,-36.84856673172676,-13.083047490520354,-6.122486383818499,8.38449673807286,-7.244280585534282,-17.533893154112377,9.453899274799305,-10.246127837025718,3.9192522084351156,10.201960473141536,-5.674014275308095,-3.8657912338750355,8.57393462121958,-1.2811388160363606,-0.3863471257317224,0.736473904335964,-2.165329337832434,-2.9636852397264173,-0.9639359393268163,-0.9824338253003713,0.22893090795452714,0.9237642864877822,5.0,-1.4539023910137066,-0.1694992876802704,-1.0968628492510293,-0.23970202270203622,0.16272948883084568
-23577.662398659973,-2785.923787790121,-2240.7453282580045,-7991.049587873913,-2933.2092661300117,-2496.415968600896,-1664.9503596438406,-5194.5307587503185,317.12852032345955,-1917.038524869761,-406.9023343433786,802.2015364988426,2815.7406452461555,-168.0618540871334,-3397.800083651913,-447.7978089163052,3568.3173704073465,-526.5651545227448,-2698.671702327892,-468.47654239648483,147.797697099235,496.35151716329153,-175.97291990870104,-696.3888627347468,-381.768208690215,-8.222560560822137,-391.5410949952207,43.19632372127234,10.014379864518064,-0.2359646387071938,-35.90825222814902,-132.7607999698532,7.000423438017474,-261.20482412321377,-85.73816812281103,-44.9721284667951,31.973521414896585,81.66955012518552,-194.57839754565202,133.2939303193522,17.645494794434235,-92.59708108307484,-15.680594473550986,-53.596656112213665,-17.64999012616994,1.661795902907036,11.171180985219067,-6.5334633727302815,-15.022670725840122,-3.3339820172114107,-11.45116575270282,3.876000533495262,2.928661325797978,-5.454686862390778,-3.6268661731287,5.308982527202525,-1.4618413899003526,-0.25974702732002863,-0.23151467465428816,2.710273792846171,-2.951367819627605,-0.11445121498902108,-0.05650957191114383,0.2617903374555261,-1.499673747648041,5.0,0.584600138530035,0.579045236699703,0.38586501872003803,0.7636499454030132,-1.0639008614300975
-17961.092787615624,-1613.7963690134638,810.0024084758243,-5722.647859571593,-2271.6016428937196,-1407.5316425389112,-1565.4472485548774,-2954.6436198972265,453.559362394427,-50.06459489934911,-257.02000604644815,525.7325166820418,2292.899007340863,-191.05468819427048,-1793.931242375625,-407.76202494475206,2206.059900605263,-410.7540770307341,-2008.5461019988963,-611.7423859076245,179.15749408866583,301.89905423606393,-289.7645753056295,-397.942904535439,-482.21283565854304,-148.49758282074194,-277.2551598932385,42.49108851534991,5.324798760366661,-5.492619019138512,-74.62092813921284,-140.4697610999221,-8.368163007799355,-257.1100097211393,-81.25894099257607,-45.46597566776307,30.794747896833986,73.46114423831862,-196.5657899893347,127.35309902885479,15.80918430515135,-90.85190977260103,-6.757604097044058,-52.92198368509645,-16.917899436473586,-2.2680064226249526,10.059627187755012,-8.635264902099419,-21.987269919606973,1.793351343549723,-13.531548866032058,3.241522775770665,7.012322191595224,-5.761339301262926,-3.447789812367925,6.853365314491098,1.1725012812239837,-0.34013443492038187,0.2569749911439801,-1.0995833431297228,-2.9234857261995755,0.40586917249817184,-0.6185234346986259,-0.5330922739356672,0.46991212885418693,5.0,-1.3086179801703612,-0.4137930306736133,-0.9749858080704585,-0.5776939768841592,0.8811463809329357
-13263.12907910636,-970.7230674173237,1444.0147453998713,-4128.813943199761,-1694.4849661656408,-1024.795358692702,-1314.8469762143768,-1754.0248133446498,415.2808116901016,439.6905368528174,-143.74441687595402,354.4732896955998,1730.9230472362503,-193.14402037579498,-992.4115317082004,-334.61528155014935,1437.3866440948943,-268.2821334160577,-1441.454326969677,-523.7260719142987,140.31687664535133,198.56977090665734,-260.83343732684807,-234.8567284817469,-426.0466532325675,-173.9566141150097,-193.20316877137162,36.020822522769095,10.134671614668571,4.811992816972039,-70.10744031283343,-116.417377115401,-14.115994101941011,-220.12572585108134,-71.23471400097051,-35.143334046148766,37.9623402322078,64.188403019322,-163.0099296412421,101.98810590891183,14.386929364555272,-70.84616287612396,0.6870103361147766,-42.33755991000987,-13.02740884811214,-3.6760008302044813,6.934804680260521,-7.307969886131732,-13.975927173476737,0.3861547425688502,-9.852400744575808,2.952924942773484,6.728150974243418,-5.08492458136356,-3.3351915133122465,6.137797564221792,2.3991650154288893,-0.38106340464149896,0.6529795503906738,-1.6434348775318122,-2.773519263746887,0.8686136781805833,-0.08942382962540828,0.3072268537639259,1.0127666088936293,5.0,0.07678659508083341,-0.08597077866804707,0.09489565829684528,-0.1040466910299617,0.09353539246467896
-19895.105786329746,-2664.811933282793,-3275.8181683444654,-6907.925603955335,-2468.5622053405973,-2368.7650550789494,-1237.8671432312158,-4757.23844011435,230.9519449093604,-2354.678926768804,-352.6772446218473,741.4095201752511,2253.057836920768,-125.7552146616229,-3282.083856704429,-364.6332779883587,3294.0005254088655,-466.08932484972604,-2264.117609199774,-214.22354519761356,87.34114957570557,457.91627430772115,-112.2832593899187,-621.7940012089832,-228.33701433680383,74.15518734918723,-360.84045655922785,36.52400652627992,21.00120591696806,56.37586404609055,4.761147391684536,-95.73476472378096,16.464187365359443,-217.237495613016,-83.20846994077294,-31.38373928466393,35.56779300936291,73.91798815311229,-134.37890475522673,104.8947634390524,10.590518322035686,-80.2707292073655,-14.80703168007289,-43.531129717578985,-12.44490157458503,3.7655760525129645,3.620201632704069,-3.904209232679733,-5.3184893771533055,-12.07980825265678,-4.34793572930311,2.180247276441311,-0.4614042632153538,-1.7115938038258283,-2.186059616478686,-1.0462177563124198,-0.18773108531948254,-0.3758098149056067,-0.32425526408064936,0.16306308798199315,-2.1597231446341505,-0.0630197892536999,2.0525925409087606,-1.2943208534484836,0.21269794541455253,5.0,1.7503826577985868,-1.1577878322715769,1.2296374575590856,-1.030120826283156,1.5026923945741484
