X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
10.432709116357861,-0.1840743606641294,-11.119223312385108,10.09707490338298,0.4101938816970413,1.1177276490519321,-11.009749765701514,0.6117055265217951,9.966295031417093,5.0
8.364343181217514,0.2162380997613413,-10.86154311562028,10.427372971173835,-0.814847711190658,-1.0957830899304315,-8.312736869415234,-0.715645507257626,9.812779551740233,5.0
10.156847255293554,-0.22044003478526705,-11.005513441486201,10.421565630737172,0.20467660288412287,-0.35814370419978886,-9.659571477535248,-0.19044129156772835,9.9156447684905,5.0
7.852266058017438,0.5299839912218538,-10.939337926438878,10.202742427480345,-1.1214002539880745,-0.4609096423613163,-9.587663452680516,-0.22623510438693842,9.944274631461687,5.0
11.332117233698973,-0.5177537794423582,-10.831264273803875,10.102400168180582,0.9947970944303485,-0.36439042113499887,-9.369170163445458,-0.2179678898644565,9.790860195371481,5.0
8.356870045346483,0.36610841693335133,-10.804919300276628,9.997216581107901,-0.9798111802933445,2.7108095922172857,-12.790490142951096,1.5697522825378756,9.708531535693892,5.0
8.308025621501262,0.5654662859043871,-10.896042004388597,10.104737776869463,-0.9773580287298534,1.2938073482205916,-11.224704571224372,0.7388361345192997,9.904975637010148,5.0
11.36725845780516,-0.5962057554000517,-10.925439863043103,10.274388349002233,1.0343261799079775,1.6604491975754496,-11.895705441317306,1.007864909815345,9.86552301604277,5.0
9.819821333141997,-0.08535849319547023,-10.95671331849337,10.13426673973964,0.0031119158130351954,0.9316229294913276,-11.022654331836959,0.5975419420474378,9.744145188008062,5.0
12.283009110884793,-0.7553810503966496,-10.830367338853844,10.254237856030308,1.6523845974182896,-2.095093436889878,-7.341918056145428,-1.20013007924977,9.733384262288332,5.0
10.001809485709382,-0.0654513701011456,-10.806858279959288,10.395798610738371,0.13704872488393127,0.2878799427650193,-10.484196161654253,0.23128044813881302,9.917943527227044,5.0
10.11492633902086,-0.03351233040363123,-11.039007668887932,10.358596165945967,0.25072715843234655,1.1127491751833998,-11.314505008473262,0.5818580952304901,9.90271074818857,5.0
