X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84
10424.752168861221,-5577.201659900215,-7084.363111313729,606.6965088445871,-7654.494688804766,-2364.7348234291667,-3357.5997908454483,-4961.34813638748,4486.7431396101765,2120.213392372143,-797.664697916904,4969.118150726079,603.1245667254422,-562.7879136452144,390.14570723754946,2087.815765041221,-689.0254781206144,354.47346400194823,-500.35017289501747,537.0242538262735,317.79077044868933,322.94145521967755,322.9382615170167,477.57488050859047,-217.35769718838543,340.71952213026975,190.37831499215562,-108.63862023449818,-48.25964654853362,-134.95301951846525,93.23505885702882,5.0,-218.06987394593864,-7.903813101800533,147.0734382878984,-32.67107651889707,13.227396797240022,13.438115730625498,-23.34515999013592,25.991941536096324,185.7448985726384,124.87901314475047,15.884900660636136,-2.0117063066327194,75.87709584924444,-14.783949985187814,43.55792467057895,-0.6569304923899686,-16.879565116939276,37.666006711841476,10.226037944455591,30.272165079391556,44.84445545829609,2.2313636234491416,-0.4743896643766369,-25.867194102906588,1.8456182792094407,-15.51186071705828,5.284141907599547,-13.097257029181694,17.34485155259469,5.421277569408828,2.392805907905936,-1.922190495590833,3.154931396874206,-14.544214570171786,1.7524935407691373,-4.31565294524409,5.361348179739581,3.1271191200977473,-9.726181704347693,-1.7003854408445076,8.144123436442294,0.28681215943146365,-0.4765201969478141,-0.6177184017922641,0.8087574886491159,0.9147206954975191,-5.345437688840511,-0.30437658258148736,2.0374402023974385,-0.373507359396435,-1.6956157325469436,-0.6053235689255113,-1.1060137730651094
14931.376104453777,-9094.704314761317,-10465.312195667531,283.9394374775805,-10021.492159963977,-3607.7308161947567,-4380.054650443651,-6970.321491844861,6180.455157782798,2914.1016349372035,-1353.0401913241178,6976.686640437127,1031.1451914749357,-837.6045101569894,481.2412656550617,2886.355329969489,-1007.3299893870329,590.4576519239963,-787.8064222676337,801.0016477447305,526.3014818161452,447.19861964859706,445.4021901577783,796.3047333750923,-258.6486113205205,565.2764969969897,385.68115786797824,-157.29293117458886,-26.58849213920718,-185.44674613929482,101.19505366321044,5.0,-352.5313255816682,-33.906821572660384,214.51808954986325,-31.699395886082193,48.71651536402617,23.777500823068333,-98.84518790593361,-11.24386059962867,280.63953422402983,186.94287504464202,29.74685289099635,3.5103450240293745,128.37844033384104,-54.28936038503368,70.5472016743056,6.087569512833606,-55.48168457885773,61.934565531966996,29.772580968555033,51.78393965049468,76.71952192609342,-0.11060892058450758,-1.991796577683492,-45.31820478073631,3.7754884681482905,-21.743165168066675,4.911484871487801,-20.68923042044466,13.546600999883715,5.681893962353836,9.065018533569482,-2.9403780259056806,5.528047784709027,-17.33637898033674,4.694027922729048,-7.191338953096009,10.301581021069225,5.079732594233932,-11.830733007846634,-3.2605760399525128,9.638991968921859,0.972913937257638,-0.13783647379166203,-0.32763067635145837,2.5774843599536794,1.355940726006233,-5.97668989882389,-1.0535127697831068,1.5836616022819148,-0.11039723824162853,-2.210845118724308,-0.43522013160539447,-1.6118697588655133
-6256.464250555231,7561.472993995991,4484.976403511188,1190.7167472404321,-3139.8540028808297,4999.982319199748,1770.8851382514256,2114.779367422026,-1281.3347782385401,-636.4362628853653,39.40310156272331,-5732.11792495316,-374.4718223845801,1039.0754203553633,2.742322208205615,-2147.083629035894,700.6990950097623,-163.02136178240642,581.710549007125,-891.1540923949873,-858.6879963810977,-804.7455783570763,-1007.6816578402071,-717.2464312812199,356.0503487791654,-629.7018540247502,-390.59407874365854,368.89777256330217,-243.59747241430873,140.21837913072153,-202.73231538403886,5.0,349.65587324562995,80.60248305619088,-384.987876225337,75.55466505274272,-146.19011560111318,-35.22740764145574,104.76099191061638,45.053666367770056,-362.9410225056454,-211.76472151402845,-83.23922984917188,-37.32821542820636,-126.12246481492777,56.134245759521086,-77.82877046215953,2.7396671061623,60.51424012012767,-52.48716116085462,-31.958717298738733,-60.47902832388798,-77.41483084564838,9.73989332089991,7.626663603621868,37.19055757341479,-4.1429077120218825,14.477276487404872,-1.9161936242581874,20.989979284985424,5.741106414110682,5.298420933532524,-10.3795179512669,6.107438480140477,-4.329400048575142,9.068664266203294,-3.781529562470965,6.278849842819936,-6.851690286257866,-5.766680798759502,7.028284300596583,3.6228548301767156,-4.939642142985657,0.1362127893777027,-1.8996090747889218,0.061260510430632194,0.15414287229011353,-1.0676477633600043,2.9782757839280456,1.6863580658738617,0.1958258078456982,-0.07651822497266704,1.8955402418522178,-1.0763014304264176,1.3593437058618143
5566.200124763983,-3165.2874654176453,-3547.6763594305903,288.84287686164623,-3000.3366273161846,-1754.1277266175073,-1834.5525280459167,-2381.866453451417,2195.0805967820334,1059.640225287603,-267.4315114742059,3106.276457911379,230.17795051908678,-459.3346828729137,201.18238051922745,1290.970976663567,-410.43692863826556,143.52366487984767,-325.02076378756374,377.8661590189804,265.5100564377562,264.18219662465754,279.2399973678284,283.18925034670883,-119.9561048652502,236.36063335486645,132.5117975524832,-116.97557732218385,1.2236764900247539,-75.56172349873265,105.74797343071121,5.0,-142.696566819653,-14.493827293862271,111.71821888722202,-12.595605461831765,32.012229124074715,21.24259140452758,-23.903380215345617,13.522165280684224,127.94505205181132,79.76566612261969,25.75802335521259,6.148961231326822,36.36488086344795,-16.555408409147656,24.214250614264568,4.266679108949607,-2.424533484117912,16.66666541979038,4.099576352976143,20.38475334589286,26.1873209610272,-0.6307242217414178,1.9000084793649685,-8.352045105451635,5.344276020412838,-9.331512503823063,2.262016052368776,-6.924219555660077,9.005840366446522,0.3367067149719444,4.393187157410643,-2.496284925284863,3.168386867686109,-7.584567187815034,2.245958414987261,-4.345243467174244,1.319028921651904,2.5976433628077036,-5.139020088859327,-2.0649936549762598,4.21544362211567,-0.5650482606458265,0.33031205280255455,0.17300559818293884,-1.463929729069914,0.7367592486347481,-2.4240164364632775,-0.8302380424444901,0.18199152669218305,0.2114793233128374,-1.116158566221898,0.12396412717847152,-0.7499738217245352
-4122.05785649139,541.3495794780106,2622.9095559673024,-929.7605300180375,5616.776277679417,-275.1904820865985,1417.254008448473,2172.775161286232,-2298.198195894071,-1067.4314514444523,360.47933567399383,-1078.2751056102277,-191.35151852569754,29.163709736834164,-198.94667997416565,-568.5929825536809,167.21232426886183,-161.28421773904938,73.25701152568662,-47.09861903103821,100.83011952723218,71.98641061310906,149.6553528720291,-45.860252268862546,16.696279848622556,25.979631090813854,30.64605339946519,-56.16461293732057,104.50041268010612,39.850956082120796,-1.335894696491122,5.0,16.46977612566591,-25.72580762694224,39.94555127933098,-7.390723064912675,44.82702337814924,0.8335161373662942,-27.135200534609307,-38.23427320489323,7.883443989949472,-5.258775628221217,20.034698085831256,14.529453686227805,2.173305163902798,-14.107502629393407,2.202237840193889,-0.7293428095267839,-15.770229458452821,-4.4608076878633645,7.031147284402805,3.472061374202112,-0.14222225904696423,-6.698058925124066,-2.4613397285119456,2.0324522798222464,-1.2537722452399955,4.9808592532622376,-3.364735128625925,0.7596200687268819,-15.07464993694105,-5.4239703116151095,1.5399136868409564,-1.0502084607245907,-0.8559411318548138,6.904160674331377,-0.3018978972233469,1.0114351553245573,-0.08174698325884869,0.03348550115533716,4.592539953293103,-0.11622035360467049,-3.9614834723927097,-0.37642806480913854,1.2224820672314527,0.2437593309050777,-0.4358230052406208,-0.009571477785318777,2.537513841411463,-0.44696354403345395,-1.547341405555471,0.1686417942351679,0.2881102780586944,1.102186063314839,0.2219635533633263
-3506.112774212468,3873.840519115965,2635.322752554889,584.4475076394232,-977.730394386654,2359.3844805278736,992.6079865203815,1323.601324893747,-856.7652828768988,-402.6700600109638,122.34933906535485,-2824.2006593005635,-258.28158994157843,512.539737139397,-17.691142891826527,-1091.4182785987027,357.3987472893117,-108.11131530156305,296.1863787177816,-454.72006183779325,-387.4293326031186,-350.58554102537425,-465.98958611217904,-354.7442756856456,185.36374780892257,-311.59836309228865,-190.8896686651022,195.94998438070402,-110.70745248853676,68.91915534404112,-118.08390452183559,5.0,169.30360801611388,32.69688717652392,-180.36826671103438,32.83368009990413,-60.981718208568175,-18.98367634058947,55.96496228301727,18.380825922097845,-181.26288145970094,-98.92230627052031,-35.169924233651,-19.77878160419552,-57.62628455432604,28.028246941201598,-38.60950954644745,-1.2020020281170591,30.81763407413529,-28.40779134033181,-16.690539521415886,-30.06052675143392,-38.57740613183841,7.978976335231885,2.287666233252991,19.10779651836077,0.084325690742269,6.401782840632333,0.16528756349046053,11.601467080613237,3.8305828555905728,3.613939844112724,-5.002281232451457,3.3574631117865725,-1.5523939833868374,4.836964669784768,-1.7303380291891963,3.065710543509109,-3.711206872468161,-2.299081605673074,2.4115856414465444,1.7371125059044297,-2.605446173665792,0.39660370265745437,-1.2564574574038816,-0.014667341319713145,0.7481572285753539,-0.9223945989856646,1.4281685959927566,0.8690733752448377,0.41642618029726974,0.03431086346623399,1.151672520759267,-0.9685662196640789,0.7047305820792514
-16672.329512570388,10557.987355186167,11160.003649369024,-465.66722171801496,8508.46871871839,5577.52724826693,5353.404243046331,7359.13422411238,-6558.996302194308,-3109.964979711277,875.49892019232,-9413.67642532892,-847.5015520182925,1302.528141806384,-483.3030554239687,-3851.3235612770877,1234.7214503474816,-529.2334814205423,899.3847360294749,-1163.9574169315295,-844.1765666268451,-850.146547119646,-929.7548749086509,-966.7952876241912,462.0945637874522,-731.419818113412,-411.78279984873194,325.97263200383907,-62.4250982889244,252.30355103526927,-240.09403065571897,5.0,459.30288175559184,46.75613313980578,-384.10747464439896,80.59599846793687,-87.34566109936749,-36.05804223630773,64.94552595613702,-28.016500341938023,-422.8342103357447,-271.2677167388886,-65.40940887184385,-14.030129680828795,-155.66662801866144,39.84463254796432,-92.95715150741005,2.913480494928297,38.308813449312574,-70.38281407973192,-23.234226074697066,-68.44639632457547,-94.78182128388464,-0.7003173054443275,3.0406930753415224,47.71448100799807,-6.994577608482534,29.452997482389364,-9.141027431714734,26.616676563348697,-25.812938758253,-5.361938722530465,-7.328228583181441,5.571121455742491,-7.1206871780679775,25.620646183293278,-4.3209088225234265,9.501560563668475,-9.248741323237605,-7.3650053478982835,17.73897694818899,4.305508628621826,-14.289241445818917,-0.027210515669001525,0.16597526668241158,0.8945047204678402,-0.2409331153962607,-1.9019484898364671,9.089465676484272,1.2945201104452793,-2.886788771808903,0.3205697290726149,3.191005246321537,0.6802668775735413,2.295359476850232
-11375.04504888136,6261.981293507122,7545.248363926018,-667.8246499206593,7393.380814377996,3030.799557885822,3673.2215976814878,5156.200038828845,-4760.045326663194,-2258.1558021603983,674.0899772023009,-5821.463876923451,-573.092649924228,776.9452301007809,-385.36319462964076,-2444.598906368818,782.0397922430295,-366.49366704314934,562.3184203681983,-686.0461618508044,-435.54910239612974,-437.48203657599134,-445.0885246856068,-561.3437598754825,248.7589146280937,-404.2596302117133,-236.15433056407642,175.12443120188368,17.903482863561784,159.44716408294167,-155.0521325956419,5.0,270.8092942882361,15.609073686086088,-192.33763406159304,31.345591356460265,-34.84981143494017,-29.248256930805994,36.34164607319229,-31.84634621875081,-232.665082188736,-152.50620870325994,-30.343913348465986,-3.1745060722710514,-80.9469106030178,19.900778696521932,-49.36753250621336,-2.6481477587024314,12.077839925156457,-39.99432233988218,-9.862343272798451,-37.51135410002761,-53.31156047157065,-1.9911758625659233,-0.4326251437737839,25.04919678725693,-6.7951378863932375,18.82898383091619,-6.384807979860331,14.987160527613131,-21.17230452335164,-4.3672103986989965,-6.143291130777047,3.6758624957733117,-5.318978764198025,17.380170235806773,-3.721165268113497,7.257299470510151,-4.600209654808401,-4.3870744283210605,11.954087406455413,3.0394887360925025,-9.642283684655979,0.13571748274849663,0.4108141576356131,0.11214464726814846,0.4488242954755298,-1.221571254361911,6.109095383640451,0.8500789742398249,-1.9300316574246956,0.3468137534583544,2.104128609738233,0.7340224381028355,1.4583260360606036
-1831.6203429544578,3344.1266051485713,1402.8761584170447,804.5937872391572,-2920.8159488439082,2301.462902625244,333.30725822625766,348.3272118970702,0.849480737441249,-8.783518465629536,-48.70081191956243,-2237.4153130200484,-143.8831758366404,478.2253217517356,92.9537577571648,-806.4582413482083,271.32912938853764,-62.94446074453093,250.03382794724246,-402.15394115906054,-414.31451841102444,-366.28047350814546,-465.6228237478413,-337.40694295169715,141.34466383538276,-300.7543836216329,-199.68967147289285,165.29944463101214,-146.56103219694947,50.729311328049235,-80.6874868198921,5.0,160.92716732157243,46.290785807553505,-179.2356109679714,30.659351315316332,-78.00799963284025,-16.359801173825748,65.21578023626225,39.780178981350716,-166.853008062701,-94.64330544848721,-42.58216202437785,-21.20266107222865,-59.74735459731293,39.496255702365694,-36.03810029054194,-1.5384075598281053,36.8647014540342,-23.704812479159393,-18.410092845244122,-28.515721311213756,-35.53536786767973,5.869726517605696,3.590452884193766,17.474319684965643,-1.4492552180614813,4.634825947045922,0.772785576302264,9.075355689154168,8.81412864273679,4.117012520952808,-6.12023827368815,2.547704939821152,-1.7560900094142529,1.3608024220881283,-1.6951910500488556,2.237514829702873,-3.3937881643642434,-2.586795626172038,1.3012007925371325,1.6396838120844794,-0.6669788865070561,-0.09967799104375907,-1.1773587110219665,-0.24464904571246165,-0.33331191070991684,-0.317389366436698,0.1289393550784529,0.8956352889513272,0.9181618011663889,-0.2221080819972333,0.6447626886175675,-0.8256277611388914,0.39856004590766875
-4260.360404872527,-2447.9403054924637,2519.8567578571706,-2064.9166634116805,11385.904912372309,-2820.4669147077184,1679.3085354286432,2852.6709671370713,-3401.369965466862,-1564.063488256322,647.8466114729363,840.3188120662866,-164.17533216464219,-457.0585029750625,-380.4417263538901,44.509443045011146,-33.383477134602735,-199.33530109442938,-138.1937677921243,350.0022587933469,579.6003577314281,502.92949078926256,728.8140152633592,265.7104597199304,-140.98877177043306,337.47887059917605,232.56234375168825,-264.19976331166606,298.83542993265706,2.2683289735138916,90.71450107281316,5.0,-136.97085607356595,-83.25817187000273,253.95488918613168,-48.05026195132745,146.50595421557503,18.402303823951172,-94.81556056468656,-88.74519370946865,185.26406212398902,90.54958621864654,71.44265237350291,43.378824321246185,60.2646525135173,-50.406910560152404,38.1916425514879,-2.7944716138895855,-56.17491053703452,17.471413509762115,26.942053799790195,32.70862545105161,35.78850625901958,-13.387621676067152,-8.976116729701154,-15.114568407702182,0.4638824123172507,2.4932857142613427,-4.256384288593501,-8.23055870859554,-28.986051306602654,-11.543238229038005,8.261004095073877,-3.8720994888189444,0.5241163679573826,7.69887761254026,1.8584783070780915,-1.0596917583412966,2.5578986984430707,2.739382119607907,3.8546007492160004,-1.6516962276459513,-4.450696416772915,-0.018220703014831332,2.429739627060773,0.5172245920430745,-0.03944971953109658,0.011905918995166881,3.01777025409299,-1.319197960040507,-2.621222564535512,0.48693608382297227,-0.16990914156414577,1.8726384153675486,-0.22454269971419843
