X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89
-93210.1208554528,-34772.34873618455,5.0,-156052.53861820535,-36361.31328687985,78403.09776325295,86559.66411962807,25368.432400032816,-24191.87286841909,-36896.095205756035,-18346.255009144064,-60131.555084500345,6189.512765374956,-2225.0507762810757,14865.249539662927,-4099.045474786252,11261.62006028341,4005.780414394948,14066.473231775895,8974.116211051412,3005.82125117226,6706.451572204321,3099.6796530659826,1258.5292738319547,-6838.345590937318,-12373.110888364405,3424.1731942861857,-3966.7258358353533,66.95524851138335,1238.7156559822504,13.785556193116507,-522.1583125972919,-275.9026885696048,327.5879115693552,-1160.6858552073654,2103.07510274878,-999.1458055352442,-486.5568332685595,1410.793156634207,588.8403829944566,1338.5137593157112,-901.5504901953087,118.35153621178684,-509.57548874632084,273.9669831086838,47.826229585007376,-431.1613561498007,342.0727811923214,63.50246388607186,-403.57355001605094,-553.5543269125927,-161.9097925039346,191.34876206457895,8.067087534687186,-160.61857864187076,-3.7515112083855877,39.03600355639423,7.456124484973445,347.4995936034305,180.21218385432047,19.73190600981802,93.19722378651555,-12.170454963880259,-0.9343942589748468,17.893383447150025,-33.04712763072098,0.919505394802651,21.11423601005767,-0.59371863805217,3.0444728993739267,-4.479731451571734,22.065181867489706,11.44967039044467,2.9381417964786767,3.1880655603547945,0.19045258954805422,3.981075002076054,1.6976567999324608,0.6665841839066656,0.9083548033466452,0.09996140453661471,2.4068716461061137,1.4325254391666946,0.7613138107215189,-0.9849596218716397,-1.1440698878012994,0.00272389154039529,0.5683940149526837,0.3452498521320867,-0.6364380326226764
315911.4437659363,104971.91778413056,5.0,496965.0815073928,127204.33161142311,-250186.98085770087,-275865.36126444064,-84711.75732771312,90088.3675712596,125974.21581207501,66183.06808249804,197962.8151044152,-21234.14792120996,10467.101605183045,-49154.0637677188,14154.582743414598,-37121.44865231947,-12934.364329079212,-45883.92737609749,-26948.104618819692,-8524.285590758614,-21028.150491519613,-8994.620338348794,-4439.434322438784,21313.837026577523,38969.02376990338,-10760.525550241591,12555.30202038582,-263.9176668673862,-3851.758252044895,-374.6270431972684,1989.329656722289,815.0114530093953,-842.5800775478857,3829.7974477933963,-6594.733522437016,3138.9912153868295,1506.7183936217154,-4571.704909695392,-1901.1377620734156,-4204.8707826684085,2846.7618804555527,-362.05084123278084,1571.5676365191082,-855.6173484516274,-139.92938801544244,1342.3370919684291,-1030.0849561875027,-221.00718961887534,1270.470004367222,1722.421135158754,456.68237342626554,-585.3937635626305,-35.1913401290525,491.1553255305235,22.436421489014236,-130.46601953128214,-53.62310143501721,-1084.0899510948568,-564.9223120715768,-70.22898053824014,-288.5142025771215,35.198697976406606,13.374115660580667,-57.37692707577947,103.3680882349899,-4.38889858183528,-65.25333372936451,-2.0031984693653064,-12.20864464092026,19.08921927735983,-69.55540159193367,-34.8981226027191,-13.227283356029076,-6.131609991869403,-0.48436268377739616,-9.84849229890459,-10.096312033078277,-5.145536564195694,-1.8250813239297943,-0.1786851354435644,-7.658511004654544,-1.3139539151804156,-0.9447337288666502,4.627204337902772,3.295807738579769,0.10059871815777108,-0.6544863688509772,0.2936884319914343,1.447902872565096
-340330.5707266436,-102244.59515830669,5.0,-508334.0384481716,-140437.09326732703,255782.17872852707,282427.7995495778,90598.77232236184,-104594.83980232792,-136719.8302623067,-74930.1013741649,-208527.45966313384,23278.357706571744,-13795.678699057413,51840.6812928355,-15599.444881717067,39308.55513142869,13402.542524880448,47812.49173472033,25934.931448273273,7756.969405315011,21198.053534574374,8438.046881934237,4987.783766123454,-21311.51916521889,-39395.01689628459,10810.203272632853,-12812.324107395558,365.5185856296409,3876.81751895922,705.5122738640698,-2361.8420630975056,-739.9131436057818,674.5981301178804,-4073.7860240900345,6662.762664217494,-3176.2926438558816,-1523.6726856092198,4772.307393738288,1994.1517232224842,4259.320633068727,-2893.9028851233306,355.88492502896963,-1569.4955662234736,863.910051345244,138.67514617480825,-1336.6965100825635,997.0739070904019,243.94643126407138,-1276.1791441331457,-1718.853955487337,-426.21227495968935,575.4134607675609,41.936272586940404,-481.50874479167084,-27.798471938604898,136.12300881040457,76.6940934275365,1082.9307742746455,564.3177823248669,77.45261425623373,286.5033258667246,-30.350051432614297,-19.920429263615937,57.9367567046586,-105.51375964540507,4.878264374250645,63.495159337330485,5.0147195180592465,13.29058270909136,-21.99025674005089,70.3326079621792,34.94111048825454,16.146579989626517,2.918717924027092,0.26598431746259854,7.965815551094291,14.047417759088534,6.936724950984306,1.0010958871250877,0.16088014486423602,7.771941358146962,0.00635858261371558,0.022439192580219737,-5.043298353778293,-3.3015422882712633,-0.10927796243719916,-0.5527399068415668,-1.2144823172057853,-1.9176297124566033
265260.29517374275,87619.48059140888,5.0,416721.9228364691,106763.02463981818,-211203.52809287273,-231168.37467999433,-70043.2190556519,74217.59311820898,105389.75167442636,55197.82494283079,165648.15477008955,-17361.57884910181,8802.367759932195,-41401.66286936903,11549.714931618002,-30652.580315186373,-10821.535349629341,-38766.32265578043,-23012.1595467409,-7133.20812632049,-17675.674424407232,-7507.068710013921,-3566.0032948236676,18064.836557605322,32909.52367257447,-9202.44768367766,10449.232051818351,-94.74445283377784,-3178.7088614401237,-263.246315193265,1588.8701791394626,776.3071894820997,-720.8521408234196,3142.8774012821473,-5529.264725344182,2622.191477898938,1199.3329469338407,-3773.016218695888,-1528.1069310594232,-3507.2910034406414,2374.8696655857934,-297.90274984437036,1300.6550245648737,-716.6823267059245,-93.29258335883293,1129.7295529046248,-868.065192285413,-188.51223373188543,1083.836538133707,1447.151573330562,348.0377769392961,-495.43955076026816,-32.3652779135588,420.0744628000998,31.363579628179743,-121.24665007464829,-55.30064148042762,-912.0217955538141,-484.16522024269113,-56.71569790346386,-239.98880389382938,30.738577091914923,15.517969535601633,-50.78136577640372,87.4301582567864,-6.805001816798094,-53.82971173749516,-3.733967143879539,-15.600471842801102,19.426448722950674,-59.08340700253513,-27.60878897040185,-14.604657208054936,-4.324670834502668,-0.518895381813478,-5.460342208866262,-14.715876739790634,-8.625025352654685,-1.5161866908100017,-0.2326175013027056,-6.387886315717657,3.2921446963890832,-0.5674397524944211,6.581615071075004,2.992787419966016,-0.0346841346029845,-0.03830149193178875,1.8511909621583214,-0.0848666191513586
55738.55362926418,14181.831796936845,5.0,77012.87527326614,23798.237257497316,-38634.75610968124,-42853.165938923885,-14739.925795797071,19052.21576617721,22703.13818928398,13190.092822951055,33120.31710654727,-3937.4989260131624,2862.5989945747933,-8213.239958391494,2656.1509594435906,-6301.705625155847,-2069.321053930613,-7454.323114943274,-3525.654550203554,-923.3733592234117,-3130.7779061272004,-1116.342250413023,-874.3573576403238,3102.7670844768336,5871.9535393889755,-1598.7668244439049,1941.9146445833571,-72.8752308816049,-567.2884842556005,-185.23462326422631,444.5619118777254,74.3634712788752,-51.54661692768067,665.5528712580884,-989.6727373221415,468.1527953093209,227.6736185800144,-751.2526387085987,-320.2332028075126,-638.7348450395039,431.2739229581361,-47.790186744525805,225.3476631749379,-125.79744052621741,-20.389694448339636,190.08372525837106,-130.5390221527499,-41.80788816926605,184.34790050692226,247.08660047022096,52.533641126911476,-80.28614395707164,-7.680042363331943,64.98138287426131,5.49501682111777,-21.1114648761626,-17.68979307068465,-154.70790924653787,-80.57854788470442,-12.790658682485208,-40.4735627976243,2.6133378043717435,5.020495131323198,-8.270615277644813,15.867800839693501,-1.0567333017442924,-8.36569735416549,-1.6703311021866267,-2.2135987190237536,4.0002944613361695,-10.054414516772187,-4.941088392434975,-3.1315293800492006,0.7432536141500053,0.006374016879951934,-0.4642241758740221,-3.2019098286969907,-1.380227402082958,0.20790279569550987,0.028426181262995058,-0.9933809278794292,0.32899569121853695,0.025418798398650105,0.7581746344164983,0.5762962954413254,-0.06645298279118159,0.5154209806577917,0.5487525539567834,0.49976095507690504
-180638.87724208584,-60696.47771473462,5.0,-286017.2053311049,-72474.86114868625,144284.39531088845,158717.23376678483,48274.25642326735,-50675.17079068179,-71849.93229525312,-37491.81815123575,-113420.4744143308,12031.790081070956,-5794.508362894072,28207.82228184473,-8005.560917579087,21159.76751642219,7429.734563043024,26399.401345279817,15715.840876687667,4973.797108409941,12127.882146577633,5218.297938631102,2486.3871000930944,-12335.130593540305,-22500.125650974715,6244.666341111427,-7205.11441571926,114.88341308891377,2207.3449015632564,178.27978683847306,-1102.264352141051,-494.6838359851852,502.05170834638017,-2175.1365184295237,3796.7309003271366,-1805.0354867582814,-853.8098379841806,2610.1715300470173,1076.7361545147842,2416.700173412587,-1636.0100762339353,209.55693155236355,-901.7981478117218,491.3315541988057,76.90412991633485,-776.6022887766973,596.1309377023408,126.68674648525452,-736.9809971205401,-995.6891048640747,-258.15439526822564,338.62056492123924,21.104418205424242,-285.48335462801134,-15.365205440692732,77.70243046109572,32.08406814001806,626.5819288618464,328.4174462289582,39.66856992318117,166.59517148507774,-20.603858817621948,-9.006935401846782,33.861311717299365,-59.30413429236192,3.410681942333283,38.16687091059691,1.1422758041956087,8.097919778568821,-11.874490077803083,40.14473448814511,19.69483772214427,8.10198763115456,3.6502060488544736,0.5311849804178583,5.174361165084206,6.893106379201491,3.7464465246989036,1.1462985381163433,0.041985375063050306,4.332644056718651,-0.23188958670250676,0.6984725049665577,-3.1731877926799745,-1.9564030867492164,0.019185240680815514,0.4141143124065095,-0.43239860501845645,-0.3970121659680517
-482096.1844713688,-179911.9007306284,5.0,-808506.3541924958,-187568.72885676,410247.43640274846,448021.4803210874,128275.76872484355,-119905.69436542725,-189334.3893374098,-93146.92157466944,-309778.5691660447,30644.463995737795,-11156.006208634915,77435.98485012334,-20233.555242217695,56883.47056199234,20683.329558070884,73558.48670864983,47735.25847558428,15719.303477674994,34893.72330834702,15931.62182724758,6051.688632521259,-35983.82668300222,-64674.36886220107,18190.24770584829,-20299.675129728825,21.25204451946777,6301.713011723484,-97.10407588742281,-2445.563158264,-1723.2945169333095,1765.431621045923,-5765.543222207119,10879.985529144818,-5165.603991785835,-2356.9537876424383,7124.650844125768,2854.3304537048552,6874.31107745698,-4652.799612144674,614.4627984009243,-2605.0188823964445,1417.3101586452872,189.7918008283858,-2273.216927505974,1811.8767652765384,330.18980968327037,-2157.3284625946026,-2900.3273045156575,-759.62626208783,1009.8343287454787,52.043684346694974,-863.9376868917051,-51.93559752752745,231.65907436242756,64.3335109860159,1827.4245201564413,970.5231465895014,99.32507810150464,485.0532103191065,-71.30447309984741,-18.111728212303454,101.63494822780928,-169.8361725659926,12.500128684425185,113.08143944461786,0.7904487829967907,29.05643735173703,-33.56331399163065,116.82289873602772,55.0972954545489,23.259601869844833,15.579175164357878,1.8440162842830135,14.803993341479018,21.373365902704172,13.812011319872836,4.936872174598523,0.38338263375071063,13.0359656684594,-3.9284441716371092,2.540396876746975,-12.558910663256245,-5.74261565830437,-0.09329002644924257,2.36309812542573,-1.5836429907292526,0.9779657931607233
-220215.61033802765,-78859.78351499746,5.0,-360298.48870589386,-86901.10601760361,181609.7845418765,199868.95313754282,59322.6044529433,-58581.22446899221,-87106.60578848564,-44092.87406879083,-140309.63940360915,14563.96503200859,-5934.631715732973,34875.44282682527,-9660.568711587624,26184.077526012574,9306.144623943603,32816.50725858572,20389.503400310936,6714.441956123809,15403.840963136225,6858.989175222876,2962.660022264238,-15709.089934034773,-28446.076752292778,7883.677411275419,-9085.641287342723,147.35390289424146,2830.430480801177,107.56654235332917,-1262.3695533078635,-662.9886456035289,717.4023386341014,-2664.0922115953285,4813.726158807682,-2298.000118048073,-1097.987048965405,3251.6608049711294,1341.3574404729782,3062.0183567064537,-2078.2161359494658,278.06039288196405,-1163.3574039443095,627.508644742472,102.87356001637013,-1001.2792140880956,786.8086962408192,147.9437182589367,-939.7302692937362,-1278.5278090460674,-358.32643432522343,438.43444446353544,23.93231786106803,-372.35206191785045,-13.102038027253297,94.08310041991004,27.756216354584776,805.5495707078338,420.20553867303096,48.637648698288295,216.29488238865514,-29.529196958841805,-7.11758336220347,43.22560372142285,-74.87432340789175,2.8991110076397857,50.75741950303491,-0.9562817281177218,8.345129828726943,-12.729120739466492,51.28533697615046,25.669849813369204,7.84348768813067,7.01835715614358,0.9442567681254437,8.618839406628968,5.130540435280885,3.090439071398296,2.13183943224134,0.1855756726284069,5.509090583544178,1.508369485983668,1.383587378608411,-3.2049838122559855,-2.2966598488532814,0.009066509205988463,1.2375613234255383,0.38175789556866635,-0.4830092920576829
29366.14260973609,7398.478054458371,5.0,40108.45050712684,12657.06618373604,-19354.60163796488,-22403.6391273224,-8323.533444244522,11049.835530442431,12181.563114437,7266.712561539026,17629.930571753375,-2347.6467626480908,1577.0722574298113,-4213.945180021397,1591.6057799722669,-3557.868912469869,-1094.941120412323,-3753.4461145012638,-1572.1121327687695,-450.8604099105371,-1592.2932917977353,-576.7647464143394,-548.6303569410168,1488.1082162096397,2920.9012219686165,-735.8398198969057,1050.793663182108,-99.79350822812094,-314.7501358678945,-126.33965202005027,278.4456105494047,-13.47470491624401,-11.571291912854743,390.2248047112762,-511.36964998034097,245.19582385497864,147.81044664844748,-425.7242496474181,-202.8673884997878,-339.2078384202937,227.39808331568332,-26.619159189089675,121.43518506328705,-63.354367469985924,-25.065053892979382,94.60150523295715,-60.50073181623273,-22.346205887564857,85.79728508960301,125.69027931603993,40.994201798959175,-37.045713302554226,-3.257387739170877,27.425969103418495,-2.7014262067615338,-5.335679484620487,-5.160464777193897,-77.7106140205166,-35.32152892846651,-8.458301941280963,-21.46645959320891,0.039139019807623354,1.5722191264605259,-2.704216884668872,7.113966509437481,0.8886040091711798,-5.173195285166045,0.2144124409057257,1.6158709914141467,0.8936887350092901,-4.69227976514772,-3.139244198478292,-0.08618803546716694,-0.20759965271811076,0.10777440056081586,-1.471491141144833,1.4175900684524207,1.341178064094894,0.029782442142347543,0.1033416409555241,-0.5621089523176936,-1.7926816514794757,0.10358559910548215,-0.8439671146509784,0.042299744785243065,0.07169882043462371,-0.037729608229257514,-0.5845340886709773,0.7357657220674086
80290.56483359355,26608.271890237615,5.0,125393.0340592825,32453.845838741036,-62815.29501538156,-69669.19888977897,-21803.468691053902,23261.697769577713,31979.85591609094,16880.559306414973,50173.46531735976,-5526.817842758931,2675.2783360163053,-12458.613314694348,3694.3549936987415,-9551.228746171706,-3298.8830240708357,-11512.095285117088,-6599.906686800737,-2171.8229047877985,-5282.081932013076,-2186.6983809480353,-1164.9434162202554,5299.756881837915,9678.287743925717,-2613.7084267875316,3160.5773660528585,-130.24681006176317,-1000.4300585457338,-133.44170049497475,531.0009111094117,201.01726932366026,-213.74513233287425,959.0586739853907,-1654.355252381769,803.737426225796,401.14522105728963,-1163.258849744717,-490.3957197747647,-1058.4799599768232,730.7762364466555,-102.31611599020545,410.916486552492,-220.44116490572728,-41.86130228218918,347.13844487486426,-273.7162690452437,-51.82147358016974,321.939285865343,440.7110196394231,135.52844017763275,-148.98738873485476,-9.280612661346499,128.51738833386855,0.5242003223081365,-29.449184185765482,-8.609052131461963,-279.83506862068134,-143.3719553946537,-18.698049152745238,-76.34028178183384,9.82226668627514,1.6493748422872199,-14.762353174295658,26.25542709144075,0.1813496215218049,-18.48752114427173,1.1269906890776515,-1.2707384208566086,3.731307140536145,-18.15678690076415,-9.817439092064816,-1.8869954629146286,-2.630321268709225,-0.46200047410984807,-3.959911676149057,-0.5361991688771512,0.047327349236175265,-0.9547329476078134,-0.12170673471600779,-2.0967015500263644,-2.128723761811017,-0.41003589142190977,0.13781150378924062,0.8698478666129832,-0.07170686044043414,-0.5323076725604206,-0.5850456591376593,0.8624796832650606
