X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63
-6.673580567369555,-177.6679106267026,-15127.049880505478,47272.92630709981,37128.95225141009,-7274.090807367479,2204.0470163026926,15837.220111389932,14712.810553640265,16054.942792379303,5854.077282193045,1838.3525075769198,475.529123366313,981.6997915085238,6184.238104152711,561.3043749488854,2346.1687845303572,-7468.705800991829,-2413.0957693561586,1820.3375528110907,-3744.7918852342036,-1619.371019078357,1312.5860030853912,-1032.1264515348635,97.48958250869266,644.2341626466987,606.5097105699293,730.3630700483974,1301.2051557848588,-704.7749628448164,127.94621505393555,-400.0960569817849,-350.9518528888931,7.4023183730242685,485.255299360213,-36.40156391278508,138.37253350352836,-139.57164138159408,-87.84345558114596,586.1355091104289,448.0243921979144,271.13776803427726,164.51769234469083,-3.1671756580840333,-30.4457793137692,-11.709822615484176,112.35879313100904,2.214639132066261,76.48513018107256,4.519061265317798,-33.99462245118067,5.050965111625165,-10.648520119656736,20.127849383464895,-4.97203184756898,0.5147308949875293,-9.419621036493268,5.405104116654064,5.0,-0.24877358316126005,3.0046663316803697,0.12653619670318575,0.3429273025956494,0.19299809314263383
161.76182703604087,-225.49742805192898,-12735.952185314125,39991.58706831204,31443.372271928354,-6097.022423618332,1854.3371078682503,13410.893520348769,12383.61880010654,13500.220798985516,4969.044498014789,1556.170104367135,424.5455621311668,840.1756517975681,5197.26324348617,477.98811915372227,1977.3674376938557,-6233.943947802005,-2023.963163909827,1549.8049558246762,-3129.0195493132474,-1362.842631400947,1111.5950237158238,-864.5495786548477,82.0878496231623,545.5812509013709,512.6428151745927,613.9569159855517,1097.0161051967348,-589.0808424948536,110.4729397986593,-331.176281837109,-295.766549159009,3.0787725451440706,408.4696223591136,-35.9816999346833,121.37185511079605,-117.08224424663209,-71.42570564386777,490.77317463335925,371.2094083506364,225.55410473590726,138.06216399570877,-3.978299934055537,-26.081414582969167,-12.352925522574656,94.51899244164795,2.317507840405012,63.41544249434078,2.7617838067291385,-29.407105352070687,5.0138619619706715,-8.524617743830172,19.649085265147942,-5.951321349231015,-1.8158006701572031,-9.439029064917317,5.1457187112961735,5.0,0.5675823580768273,0.7730786435039047,-0.1956597536612104,-0.05866209126358801,-0.2889864388527163
-97.96804978229206,-165.41423631035096,-15929.518271813824,49603.41650461886,38882.253674944026,-7678.014982531107,2300.7943680934845,16634.659841465218,15385.150074976587,16832.93782130752,5962.425101860948,1870.5330033251466,377.1776776156865,1001.9861098935683,6484.870640610243,604.9064791914755,2438.3636648630536,-7770.489895299125,-2523.047086909485,1812.6337008622893,-3891.029469214411,-1652.3157365593281,1350.0121744969838,-1083.9452338874346,102.36193354330399,653.7649911382904,614.4273080130413,747.470451289192,1343.4987263389642,-756.7799219287103,132.97043680740362,-407.8580253945302,-368.4287273574174,23.78487097311253,504.5141506556417,-38.93731666758877,147.17146907679495,-140.9149066596361,-90.87261660529315,606.0854005331547,471.40377519850983,282.2695747554473,171.19934951297003,-3.3171749315917842,-24.12645375037588,-11.88558824964952,116.43296169841966,-4.559700166199248,73.71409692236128,6.343622342611864,-35.066517326058936,5.169389777745056,-11.193170359906157,20.24891196342439,-6.331535959919228,1.153137301950076,-9.540293741929059,5.454567633702981,5.0,-0.565806959714482,-0.4356767880761256,0.1774057298643283,0.3037739110019016,0.3330119561851718
108.01809209735005,-205.38500139535387,-13321.454906328168,41728.42797864492,32767.24595157763,-6392.368015138235,1928.6435334183684,13996.933945123375,12911.787214033553,14095.963618667673,5114.638883827985,1602.4258060995828,393.00956981310964,863.0450972484684,5425.678094447671,505.1641921376572,2054.4227114217556,-6494.812229279091,-2110.614482435921,1579.6304817669647,-3258.3120988111705,-1407.358887279689,1148.2299572668333,-904.53447893332,85.16942208241812,561.1175667635157,527.2230613198788,633.3846996777615,1135.554068200441,-623.273368134918,114.28532047836545,-341.9883828499155,-309.6218086679807,9.71343396811809,423.9253628272216,-37.14182462606889,127.3704180641499,-120.5777326849009,-74.90910677809133,509.8631608036649,388.9234760087761,235.16687983654833,143.61988212400433,-3.885308420319423,-24.364065429850406,-12.359067102211364,98.01604649170469,-0.50550685395461,63.63243386575175,3.7169815137784794,-30.37962262608803,4.95544367323945,-8.837504178318612,20.298219588633973,-6.451714143469592,-1.4511102717582847,-9.62320723412873,5.270067861624125,5.0,0.34807915365660996,-0.5139833391821591,-0.2503171652154675,-0.04138120520572122,-0.2714796356769642
-211.1085003091543,-129.2978573477782,-16586.011425719258,51528.4232351054,40358.96680828934,-8003.016880634886,2395.853201718955,17276.765058171462,16001.183342494698,17520.438426455705,6140.632651413637,1928.9515078099594,357.3940870658484,1028.46103697345,6752.262960871587,631.1621251316461,2529.774682493262,-8096.077662047055,-2626.1095111842656,1859.0736737425357,-4050.53268712694,-1706.6979443636926,1395.616278795627,-1129.603698270677,106.97060987190925,673.2829961547236,634.182301249024,773.0690225548866,1396.185148394473,-791.9206437207334,138.05013423635273,-424.8676395285259,-383.29091764477425,28.47372655944709,524.5877401042818,-38.98026393314063,151.81890786981967,-145.6031191839214,-94.9897807647825,630.0100928844118,493.48396593476446,294.9074234692763,178.40393844150407,-3.2274257460060047,-23.29078630937299,-11.697419101464535,121.33989685503799,-5.944472152141396,75.89776369451835,7.081005167207293,-36.34278261503183,5.106062307384753,-11.989039591051373,20.144874932065413,-6.09906976618908,1.7267989514252458,-9.453511289025776,5.568238608059299,5.0,-0.8335104316091034,-0.7970197972172121,0.515657341184558,0.3438307252256467,0.554769810060269
-207.58138485260946,-131.63331202333404,-15621.944924341715,48521.40162723136,38003.557932036805,-7530.888701142991,2259.8634536826726,16272.78363595935,15060.341828349061,16490.656415751433,5761.534571380245,1808.5622014715786,327.92631096397264,966.7255077997315,6357.9630286279125,595.9360644054511,2380.8154992703357,-7609.735540903004,-2470.8180894162783,1739.454750437818,-3804.1078168913427,-1597.35195506577,1311.757730733689,-1061.4007838560515,101.555574959069,630.6598957959288,594.4693105366943,725.0524945411722,1316.9340181901828,-745.4546034467959,131.48828692554886,-398.6562178992061,-359.87849805446723,28.040542555295957,494.8445021244003,-37.1700763651641,143.6515554283423,-136.38996662125575,-88.22052569915546,591.3705496288641,464.627325174709,277.4133109081645,168.1153981689993,-3.413379816674152,-20.956056635752827,-11.700456877140871,114.72835505676093,-6.165080523642419,70.69500472605782,6.170877196858871,-34.5257834188051,5.272528171016889,-11.453055063253277,19.009478035124836,-6.183751965906295,0.8456079855435719,-8.88311044804495,5.367258438069978,5.0,-0.5878982866372509,-1.6218754548120558,0.653636039410906,0.10380442558430264,0.4022034412220549
-58.69839303570143,-180.06764886777577,-15093.837437441218,47106.33903434221,36975.69090807789,-7263.205402228407,2200.318991791349,15787.337759395066,14648.185635945367,15996.481446031177,5767.583928001683,1809.850246140226,436.01003039910654,968.598549287612,6165.62623901879,563.732324984471,2333.2600803387436,-7422.322853099564,-2403.334528212386,1780.24185358697,-3718.5834268222447,-1595.7087804795224,1300.0706699958257,-1027.9949129098295,98.21142298794624,633.9952864855974,596.2413659407629,722.3547267683689,1292.6940774526133,-707.1364817456608,127.62503820847532,-395.9137622067044,-348.8557828185752,12.039981194993587,483.59041877473624,-35.480024795979766,137.41891422784758,-136.9687867476142,-86.39222828313247,581.1227276102513,447.6302828529638,269.4651885413381,163.2488909569094,-3.44517921809817,-27.642504379847423,-11.482696342541095,111.5149121540304,-0.17622906653098297,73.88992015025592,4.939977952051038,-33.52899680256162,5.178654645240354,-10.839857002987536,19.182789228501832,-5.122546889439312,0.5106683763453297,-8.929441037138686,5.297549333553312,5.0,-0.42871523443611065,1.9770637028732896,0.2916178748938272,0.17809281727083662,0.31581463460831166
-466.5272362062194,-60.260238569802425,-18414.830150261016,56946.711030430444,44551.98888559944,-8913.754452184072,2666.2678940730398,19084.37855395445,17751.05567437469,19455.71975979366,6723.678963783703,2115.4883803474345,348.18894762662705,1120.0395318128892,7505.292355570775,697.6165444101242,2800.795655643462,-9032.235909440464,-2920.3924351002756,2021.4620588462803,-4509.869120105873,-1880.1211761915506,1535.5063672544552,-1255.417207545738,121.33742850963955,737.5017383907996,696.1413515847405,853.7836648827611,1550.509569695597,-884.9806230109251,152.574215703843,-476.10106090490046,-424.1250926493179,37.5538226380902,582.9548029131018,-37.70351204659683,163.17917762229152,-160.55701220394766,-107.47244756189313,699.9595317126319,555.0720917366266,330.33593492168524,198.81911531701493,-2.7135440106080364,-23.43579279175419,-10.80655466781741,135.22939744812123,-8.217986690947457,83.93339188827692,8.773833497318178,-39.567400137590234,5.10291621577768,-14.164251266553281,18.957856795424675,-5.069508618816548,3.9448743483594453,-8.5595100914772,5.654470498722216,5.0,-1.8193131077232714,0.13897257116594522,1.3010324238874897,0.4082637282885148,1.325361262377623
-175.16216511355074,-141.70973981404936,-16561.69841295792,51500.68005579678,40353.83241961085,-7991.558801493681,2396.129477442308,17267.31769489296,15999.413536681379,17507.974503376376,6180.644699745409,1940.4847303475296,386.09869989366223,1035.5093704973417,6746.508356902842,628.262740873524,2532.9800667645877,-8099.841913271548,-2624.815777712986,1879.9270610822305,-4053.377345829016,-1717.8217382210337,1400.4536087957965,-1127.7006712469235,107.35483104872571,678.5389869423767,638.1681895017118,776.2671608250135,1399.6701935078813,-787.5727372453719,138.57013081694663,-426.46682136531945,-383.0732838519009,24.955019196552154,524.8534894515826,-38.99972092814223,151.5257621097475,-146.2450067820621,-95.61185163412239,631.3275785042495,492.3697488466971,294.8502165366894,178.51416752058142,-3.148768912161931,-24.924798248625237,-11.945222242493598,121.32855004069181,-4.651530956379424,76.81060731997538,6.759181936720509,-36.317781933070265,5.018286650740218,-11.877131957630837,20.395829508884578,-5.943011246416187,1.571079384888789,-9.584514784365755,5.626988882575628,5.0,-0.8799948805713822,0.007625194401422633,0.5287351771407267,0.22075853302018097,0.6533525133335618
867.7339284707283,-397.45472182735136,-5812.996657229608,19258.045123117765,15380.748337523442,-2665.708490326424,859.1756429910578,6470.070486044352,5822.675221302907,6230.827110606469,2778.181017294745,859.2641487834564,491.30921055813593,487.9566126576279,2382.528570125144,213.05784465480164,966.7109722542498,-2816.777043363345,-929.1389194863013,952.0690363338528,-1439.722310246768,-720.8113365046912,585.6625166092899,-387.4617758443091,35.183662927128985,305.49505404856757,283.4066639602945,315.7729739741009,543.1874652937034,-232.7182787355926,60.34104623090054,-153.07735948155275,-139.84922404265586,-36.63211625283891,195.14475263765988,-34.47185948553758,71.26569778765241,-64.08878494348144,-27.702645113982303,234.55620841398112,148.41409472096927,98.36165477421629,64.47807350672808,-5.970436003860829,-27.729083513297418,-14.839683861806574,45.35223035281576,13.597838137384219,37.384674335438646,-4.310192771559385,-17.253437871637143,5.032728846206477,-1.7339248256440092,20.944288857878718,-7.032993165614655,-9.006986412365254,-10.476243624819741,4.5658108593769136,5.0,3.356825362022912,0.5928433972920095,-1.9284468843267077,-1.057550067257034,-2.1708320521029223
