X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
454.04320789234976,14.423128855007212,-193.39194825493004,-150.5405464897177,34.855656758933044,362.8351543814812,-372.57132523625586,4.451106672522183,-76.22714444275617,-75.12634885098585,-231.48860581685022,61.35911448008463,80.56018211648441,-167.28404464252236,-13.065547648095318,1.6343801609998463,-22.70694407366801,189.02444917961347,-74.87298094407673,65.36802126202831,-106.45261955328101,48.623685528504595,-79.47795092955211,19.00181439319131,-70.41942090195977,-113.77929857604038,-98.7989581031092,-4.970228265537813,-27.245072878579133,22.83895233819782,9.95619196851964,-7.276347709686491,-54.95226154002404,43.21345569334034,1.5526661367865293,2.0660024600025673,8.448346915855758,-26.16464173245933,-4.572734747989439,-7.879222104022446,30.275695940472154,-19.394384438824954,-19.950097934828175,7.986202446278874,2.008762115921088,-5.30262676884117,2.1798084160827784,-3.713744577566948,3.5309396232225887,3.8703906593791118,2.8336815798139865,-1.904925254313676,5.540390790133109,5.0,-2.378627309891656,-5.2616224864841294,-3.299796435053952,1.028173499268121,1.8263603970718505,-0.5837821130958205,-0.2875707279270258,-0.05541792812007621,0.08408519136649532
-14343.571131937084,1287.369987786102,-1747.2080218832136,1670.8275263014455,-1475.9576862104875,-7896.124753319738,20414.49588068611,-6862.323997443055,-2864.2070998491545,-3413.9523711632364,7991.709896984397,-1562.1431257995366,-2731.753846955047,4663.329287523592,-1334.9844164968667,-1228.70807194754,543.2791472566945,-2395.6081630303906,-1736.14350719905,-737.0658413864536,1473.198667764518,-182.5986382850381,728.0505304814361,-947.1733303381077,1063.0200719122736,-225.69790806121594,-236.1233970950353,-686.4201013168438,905.4709441696224,-312.56542353148757,-118.01868081432275,-402.49582680345634,163.7540145658261,-146.4943586573004,-522.4622594718697,-304.4866145078778,4.669385704364253,164.0041278026566,57.28538585630895,-18.855184889149015,-153.47199811522475,34.160866125164425,54.07622804174856,-2.1740188951698007,13.073767538756071,33.846182161209484,-7.268101362461005,34.81073525859499,0.4557387641544039,-6.536623790741148,-0.4244818615456425,-13.166120037341914,12.308612800985221,5.0,0.8805445553145145,-5.928828129479143,-2.2678189966305955,4.531147375605444,0.10288019692019025,-2.7574877789174095,-0.3328002216572786,1.1510781062090538,0.2814545728845392
-5884.735478224146,78.14460633811711,-1071.9080386600933,1422.6477627796633,-432.9654878994013,-3528.237519136343,7517.304688373643,-2171.748332125617,-955.6330916298513,-1097.0094371298792,3258.2383188988006,-583.950117561611,-1162.9091193543097,1799.6539747668826,-398.76698460613056,-391.06013263352474,139.54691789665435,-958.1175676627605,-596.7606957028516,-357.32853578825427,571.4036333410818,-122.66343522575978,302.38212869057753,-285.6871018337268,322.4816644770309,-34.63672969884195,-28.068194820856608,-240.50983172650018,313.5438197498267,-97.5840389232639,-38.10101099607472,-133.80676053621022,97.90648391302133,-31.774385064890424,-142.23794131469197,-88.08191463570002,-3.65201398010193,53.660951179063254,13.855957837806091,-11.947479419131742,-73.72452070894585,11.148723561774384,22.706394342824428,6.899509900273299,2.5034862256436563,17.672435916114473,-2.8802779620023498,11.477097528481703,-1.273683256518433,1.634209967971213,0.7045572187674825,-5.653180342071792,2.763565652332638,5.0,2.567863506984357,0.523461068469035,-2.419332078174465,1.200637602732223,-0.6193075195452479,-0.7874964219963899,1.405219032886601,1.9833123021231167,-0.770636128761103
15753.459337569915,-235.70211587522996,2321.1737811986636,-2682.7321814034917,1133.9704567402734,8741.535578864354,-19769.203843159517,5715.543176140278,2350.704073459676,2906.6483456218834,-8375.860835312254,1531.8961716828796,3049.946253735431,-4365.019341884476,1135.9830535086028,905.0706558989322,-562.0428089978095,2228.2965445869277,1609.2593701517537,839.2846257365242,-1579.811996057094,298.08900870605936,-767.3574594573985,856.0537666754249,-753.9367668288822,157.58928582017157,126.53215374087311,632.3213016678692,-993.102909109127,281.7003001577341,148.33622117483597,367.75508494004293,-304.69359704571195,67.69497773161379,480.3010637139354,286.4266746475039,-39.29513464999705,-146.1334796640584,-57.990561786163916,15.067310019462933,189.51485806051355,-73.13807344508938,-60.536943476013555,27.085713507293747,-33.874305153804634,-44.29408859530933,8.41856331837101,-48.713170089653545,-3.4762929874421054,8.077368023817742,-1.076438729035148,20.34771165212402,-21.72450633214249,5.0,0.9048291334998738,12.609082765430392,4.45250376511432,-7.540421104680795,-1.5573640214969349,4.5280955051788085,1.3429079253502825,-1.0174197324282934,-0.8179564746589233
34544.09283826205,-2559.0757329005423,3904.1526124599714,-4144.636678142084,3294.350798081634,18939.395331089443,-47513.72893970096,15426.926703592291,6275.435019586138,7612.251334746895,-18935.53135077967,3687.180078307437,6584.784600396473,-10764.965512311868,3018.196163197456,2681.7613161027703,-1372.3434411537219,5616.5901735030275,3898.6682966572753,1802.2656534505757,-3605.7004819592644,525.9278779775776,-1787.26679583225,2216.329588632731,-2394.736284029144,388.9092598174285,408.9028583897054,1565.7906478464695,-2226.333714920277,748.9034028409559,312.27615645317655,917.47272317777,-524.848997393435,354.2400144592061,1231.8135784730114,721.8054303108308,-32.36670942059365,-404.0496062763336,-145.79469726310725,26.518382550779044,404.1764604262258,-134.6595177867702,-150.44640253455066,41.64137470078552,-46.324682780246995,-89.3343973198395,19.535785605875194,-97.25469891830997,-1.347841863927573,24.203419503582882,3.693946110194389,33.92142474350015,-32.23284303260769,5.0,-1.1309987132962234,16.066250368845974,1.1218431051673203,-12.365704777679166,-0.08481178086398944,7.407884591684996,3.176801043218642,-0.6705990994921827,-1.9040002988072362
9346.22068197153,-44.73907505530265,1291.5774120346623,-1840.5326093627139,634.2493619493766,5348.743634702459,-11424.568040957547,3153.1498621331057,1257.568467972388,1552.1861419953837,-4974.842980913241,911.2288865829346,1819.1365852954616,-2614.1853851722362,607.0077066899137,506.7330455895626,-315.45390514996245,1418.659133508176,846.9847771123082,543.7728168209098,-966.9101564643496,216.38740793325547,-496.2054706510537,479.88831066264777,-465.48325238007595,-1.0375884259467436,-9.650169632280793,351.7511592428659,-568.9491158067028,170.65795153177493,87.02706544335285,199.2977434530928,-217.55528126195273,64.67954426386531,257.8388719916398,156.3348258963457,-13.388091981223488,-98.65705430929728,-33.434440748609354,4.557432683760189,131.56372249208863,-52.98951746143101,-48.24416879713525,17.64444102172729,-16.242058577743023,-30.239349895358078,6.297200281309469,-29.122370874325842,0.7877314223033676,5.939206650318315,1.1252275261197944,10.26551236092096,-7.891823149306114,5.0,-1.8475023160669322,2.567195196694452,0.5217569669512025,-3.2563668691351606,0.6188470288176514,1.9949673726672785,0.12619990987623125,-0.9596314172478974,-0.027319010121216267
-8122.69882036,1546.9829631894088,-603.9487164813281,4.63233691647295,-1146.6002647310863,-4173.1174589697775,13263.724494537484,-5113.33016851572,-2125.0123647331957,-2524.49041729596,4691.545231387067,-995.6647866873788,-1500.2606816277848,2990.8844158879806,-1007.832013041494,-959.7012316031127,394.3523025711845,-1491.2977027125285,-1216.6887803654665,-351.1123222824937,856.1252099314391,-19.205409862754635,404.6260719290714,-689.8586492063475,838.2520819953025,-240.19979242224355,-267.2086866046796,-473.238663065762,561.4658211888154,-222.2773159135766,-66.34922824300844,-286.39148910982135,12.186197428481627,-130.9399211758438,-392.7445936688241,-223.39375458098365,-2.5698340101205073,110.58140183980214,41.71703361466348,-10.996222785576508,-63.24726935213819,5.551840561776979,24.52949433369593,1.9695214968836012,3.6348992310910635,12.420834674329111,-2.8394580694863465,17.52700904593137,1.7499797386485656,-5.781673986581886,-0.5456910413599673,-6.179355286206258,7.708555302451656,5.0,-1.5007934644530347,-5.308353351410951,0.17731943834109498,2.699612584453347,0.6905882647412204,-1.5558071786455303,-1.5287656794274964,-0.7782216612028343,0.8879243028208531
-16644.266728651943,2072.676347846364,-1651.8083402999373,1261.6982469359696,-1923.8291203478936,-8958.08077255062,24787.138186258537,-8761.315074454807,-3615.3701483827554,-4317.839115122879,9373.83032374188,-1894.9297776034023,-3134.713147527176,5652.384940999669,-1710.2135899418824,-1599.925978336406,702.9978563168203,-2901.1497737295153,-2136.882205332545,-818.5468750682162,1741.5624847611118,-165.8148024229531,855.4825914613438,-1208.030060004898,1410.7993509592652,-307.04976126603384,-338.7581142797671,-847.4854664724777,1089.8531450652845,-400.31343506698425,-139.54317122059282,-502.5358771491807,151.4266940611359,-216.7603265563451,-674.2881898323926,-389.53310740746656,0.9076531894381519,209.325493537329,74.79843457044358,-18.5083734745645,-169.08393266323844,36.79393373315538,63.885736242887326,-4.890172223520136,12.743145839007386,35.86652330557461,-8.340373262235612,40.43097361459029,0.7953878004279107,-10.727431554997708,-1.6144031090785775,-14.003859574215381,13.885500300800235,5.0,0.028055163524250026,-7.3355217434994655,-0.27213674491155815,5.249123559353869,0.19723523443040514,-3.1118342774313277,-1.6499652674038614,-0.06781117578183057,0.9277568726411471
-28453.671270476003,2385.0942999320673,-3388.5979618379247,3392.405586747942,-2841.028752895029,-15659.003126708385,39969.797327165,-13262.163093166988,-5488.70084645396,-6576.427273698597,15767.3038986991,-3076.4011613116254,-5427.104431180958,9111.568618264264,-2581.66818676088,-2356.385153514652,1095.721517437695,-4711.603198587883,-3356.2521214844082,-1474.2765459257744,2934.947898385065,-390.7204271442524,1453.934367247443,-1854.8362725291222,2060.82904373096,-399.22731460894255,-419.4019984017506,-1334.5527288976377,1805.03160152474,-618.3494515301784,-240.9060377842171,-782.517714738657,365.51950344035816,-291.093691519318,-1025.0436295809413,-599.673185008695,14.572927686434475,327.274817892038,115.57625817026234,-32.015191116839844,-314.7184361925898,82.9615175395608,112.84763131924845,-15.023382263276957,29.853193145341834,69.48128911679461,-14.422579439665114,72.63821325027389,1.1687809886913196,-14.906430640376353,-1.295092619207921,-26.97436166294837,25.002970199252914,5.0,1.4704310457093723,-12.162597373032586,-3.05827270370514,9.519507709788655,0.1571540432345685,-5.671566603952273,-1.4394360491259517,1.6011068992121422,0.8702417290300146
1652.2480837386538,94.27544505323517,124.44806035078037,-346.3336686904726,61.39291632852272,939.8648423116952,-1668.4967179066064,321.365915236228,77.79230002785057,132.87886225777044,-814.6046606287956,149.18375653550274,321.6315956732629,-377.11105506835725,62.31829368075702,31.897952502473547,-70.594312873004,238.2076445150622,75.98732555436811,107.23424244117979,-191.13331070548585,61.27645239614506,-103.01008799107653,72.92229105537754,-57.122676090351305,-48.150634095479724,-47.57678675589905,41.81469355959518,-110.54454386774304,31.999867128178778,21.85867502020613,22.393247217210387,-71.28617945470366,18.643910656931745,40.21276558264969,24.798286702495737,-5.304469122422309,-22.600114525394904,-7.968675855542567,-4.12374129614298,33.74431893822503,-22.034661736360327,-15.374626061509675,11.545168656010839,-5.391412302971136,-7.748294240047707,2.3728807489827197,-8.457615994685286,0.6519603213611485,3.7838643522780515,1.3427827167906932,1.8867170324223055,-1.2200001449203839,5.0,-0.27875831886573654,0.24392024396638384,-1.4585201077189374,-0.656226677958383,0.4733480716969468,0.3771141961464771,0.47305868298214787,0.40755537382772045,-0.29014841255905993
