X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97
2862934.361240873,134865.26890190764,-411396.59827291546,214036.94171428223,875611.6065299617,1678122.353113683,74889.53536027818,368462.0669136474,-884577.5347032427,423459.3081857063,437183.65003854514,246890.50539571155,-147096.8485279433,107217.49423208863,-76970.70281533134,55052.460552784105,-6819.240258220029,5776.986028076944,43010.666340291806,-43945.41266027256,-5917.586975183549,-1004.0453838123169,-3455.9248378469633,19515.900201077297,-14395.721341810955,5295.415064140396,-12264.45081686075,-34.827228563255225,11066.040960936007,-2135.0163953100196,5814.174025216573,-3270.479175907669,2972.0253972420364,3821.2598506003815,-3805.2885773475446,1336.7823718569866,2852.6139554067036,919.3615975705696,2033.2111865776612,2636.7300182976774,-3616.784269187708,-2926.158551917285,211.33285890813903,-2173.505837606552,-733.7878440710934,-816.3643087920353,-333.9221673238421,-180.82944254101665,5.0,-242.4021049019645,829.6414740288537,72.05172300515463,229.0165471330593,-304.9157053762691,-13.679289986643369,-12.545633281839393,231.05602694510804,-248.110180907672,-194.2219604028424,-26.24178358612839,116.41020976075787,-108.35347758531498,49.1825512526353,63.09693882845478,15.34900402666503,-31.22888253454087,149.88009816581283,-73.6112566725118,-20.703020232954643,-8.835129144108844,-47.7566436203425,-19.641619025378635,-2.9585407509521455,64.4854851970428,12.669788656375628,-28.84923449740748,-0.19294577427876905,35.73821324213915,16.3944161727198,-19.666106289611253,14.913767410831115,12.900659328083044,1.0009030602499016,0.6637618553931246,-2.8960915707957855,-3.9401117116839806,-4.081546095672343,2.6974026880316746,1.2959354251540516,-0.7039474653913285,0.16057657672525769,1.439955744933349,2.2484660733865827,0.5654149742959609,-0.5543328856638231,1.1458716760596115,0.0935955238516919,-0.962744540290752
2994606.080613751,138825.61184685663,-427293.1764732988,223662.74379522022,909088.81941474,1752519.575717424,77665.67561495097,382806.94353778317,-919217.299757143,440274.0195410358,447634.6704218698,255840.5878716718,-150255.61990515588,111474.45845556547,-78562.26068502742,56468.126525272855,-7133.222301227887,5982.7762370837445,44720.616543751916,-45675.827441947746,-6054.361105969821,-1775.1941599866373,-3790.320913437847,20692.97627635287,-15138.365053070414,5428.096209483866,-12844.42963129855,49.85437338003146,11430.712355604419,-2346.921306935662,6006.616840789007,-3417.916798185587,3098.647041173443,4104.306859894021,-3954.0036068969075,1470.6141946782782,3046.916649508569,986.5127066176287,2097.797580717631,2806.0137277275353,-3819.7422818356263,-3078.143962410571,175.7802675232925,-2294.108887418437,-803.7894269185155,-848.438371380255,-372.13268233144055,-169.03090566485454,5.0,-274.232604318009,849.641267717039,67.03285099404359,237.85151480180912,-323.0559236495885,-25.34807561510266,-3.119549173755979,234.81069060317975,-237.33471116071647,-205.05327168595022,-24.827223800715394,123.98751970720389,-113.24834365775087,48.41158318698435,54.52442653239734,10.725966103698124,-22.01852832682838,149.81368720253437,-73.28691941064181,-18.452978322250676,-8.02239099393971,-50.277015172827866,-22.637018965978836,-2.722400771988442,61.00376782388776,9.86200368202055,-28.672714750900848,-1.017560089485786,35.80369773441049,18.598944854368842,-19.310010525097173,16.42709302684526,14.945960734100149,3.608501472292919,0.1074224426453683,-1.6143711776550986,-5.74488313076455,-4.129958252800432,3.443063650937419,0.8976098135058079,-0.3872719457637428,-0.01104316322175014,1.443627659613318,2.134523416766624,-0.5374674338039727,-1.2135473256598697,1.2440184501372937,0.18160650370763032,-0.6284776960826185
-466504.6990463236,-15351.738853511722,71481.65716836955,-45666.6224792756,-160118.38415685372,-281609.66462185234,-7861.454349701947,-65763.9229160105,160526.62781276472,-76917.10867374715,-96537.21934112266,-44477.92401667385,36617.87857342521,-14286.843947401741,16633.216727865398,-10811.903877415369,1480.6355731132844,-1687.3256020655294,-4577.012857767513,7935.560292535377,2828.886165522068,634.1630718910914,2414.422143779584,-3050.1230388889458,2570.976476421852,-1242.9702185895644,905.0307298210864,246.86673094461304,-1651.475010423464,73.13482299884873,-937.49592073977,-9.321045758121938,-866.2451719908622,-393.19090457258557,649.9123486402422,-184.6379647986648,-299.1454542429788,-30.247148497739115,-306.3802876834447,-198.57207795083568,-21.915758872466544,168.93506014427425,-259.61476487825047,106.9720398455422,-33.754023782900305,-37.22400326814364,-30.865880417596205,173.19731394437895,5.0,-29.651276325547215,-112.35722106066535,-47.20887875513218,-80.08642378143814,53.663641397248135,-35.02963674236352,26.973534554495245,-44.533172482141595,18.119625562372534,-17.087644374319055,2.280863788583744,-23.67584300934715,19.505756438908392,11.018674725510776,-2.2326339504348534,-13.953877691613338,-24.75947282144991,-23.227627555450358,13.42930525140964,-16.865655648756675,6.861276560600463,23.979217806508895,-4.521340154512503,-0.5899802716218392,-19.310755820532986,-2.6187233184819583,15.58124653773054,0.6015832821306114,4.910813966057204,-6.96673764278909,-2.486228881490839,-1.5958419668355823,0.055407886050759525,-3.4984232166352736,0.47598804269870476,3.781122475239939,0.025862767847837004,1.7150065901398215,0.5041421091002535,-0.5629338718638686,-0.5628605991094849,0.34712436201380725,0.050145442603503426,-0.7041951376639333,-2.9334790540088376,-2.021060171599724,-0.3735372715965393,0.233282443007162,-0.7434157220133082
2283391.595686621,98254.62457030459,-322456.79952378874,175956.06196318,689878.5301782626,1335540.979499537,55498.36238574744,290168.7742182218,-698547.1929594027,335055.4737496364,337125.383639284,192886.5762968864,-114773.13950254998,81925.62344990001,-58495.11769448167,41954.27962342109,-5652.263120057417,4860.473423502945,32225.93049172749,-34709.053990330736,-5398.4647945554,-2984.5528715986543,-4332.127967892238,16247.893308876382,-11860.858922478845,4128.874661440286,-9206.550201074579,89.51828361122756,8330.87870218359,-1848.242451475178,4421.981702526769,-2294.3425986458433,2560.6465155529295,3239.3093485476306,-2988.6613683718556,1254.9358344589446,2372.0744322803776,745.57564828118,1523.5945221198733,2127.839828232623,-2639.1362472904657,-2213.7041111094622,166.23201299183145,-1659.6187725770576,-610.5592474028225,-529.530423122072,-285.34356162675545,-173.76688798700263,5.0,-210.92498746054505,594.303690462364,53.98692453939766,201.3116971158156,-255.73991777706107,-22.270502612720254,3.2977966829289933,168.7566701392114,-114.58730371600953,-131.97389928196557,-15.136190828752735,103.08051282332961,-87.66722239802657,19.029982542296334,10.668120080012228,5.12439224754968,25.732763072202285,97.67749366652103,-45.468618152768784,5.616628567458907,-7.008124614726711,-49.379427959068764,-17.81843086671511,-1.136169078406181,35.985350073695805,-0.2474356932283541,-25.238957113861993,-2.7619718350151934,17.365783748727036,18.66311290335203,-9.056052108928785,13.486708363894389,12.752582970965461,10.411958795352502,-1.1665771542140095,-0.7135947189961445,-7.417090524075898,-4.036700376983983,2.3331895092532093,-0.42791027679582855,0.8171186075727511,0.03674423987984363,1.2109914849250913,2.16564572209137,-0.9315900454796697,-0.8068184024799461,1.2981150136700297,0.0009586711759590194,0.764974247465621
-126195.83914517923,-779.5092553679825,14048.004723422913,-11165.370134500385,-30716.18301815673,-70813.47751692745,-1380.550851944649,-12997.317739243928,31471.539327240414,-15363.50132508611,-7212.145455178725,-7664.40474291518,2611.884450756583,-3106.745520671235,853.5840198319113,-860.9846394203098,473.6973200565482,-467.8660026593274,-967.8412027738112,1524.4964510409698,337.0965062949393,1346.5685576796827,720.1011923315644,-1264.8672831168958,775.9177240151458,-135.91043913390263,326.03663204044636,-93.64392456201253,-75.26371558121102,226.46986546364906,-113.98413377135111,56.384726874975044,-183.32171922360274,-285.2063288198847,111.23376436075311,-146.6677244438454,-170.66226020953926,-41.85226981477252,-0.9281195937969121,-120.50730574257264,74.30614229830076,67.54129077803752,7.86695361507513,63.8187287716667,44.53866064047376,19.547070382277266,18.691017159964733,5.071249303056909,5.0,35.019113085229634,-4.5725374837669674,-4.464348994227043,-4.385765471266565,16.159824723997822,6.946560300470878,-9.891329506463578,-7.848792888276968,-15.445204469407905,10.97469214086684,-0.019546152140401202,-6.787657964018903,4.257481589320449,-0.12272202283271905,7.151735622913142,4.08050679492426,-9.945875293059006,-0.5633386108001006,-2.8299079301333525,-2.7326225462241927,-0.2891392144790846,3.238927886875852,3.890789276818963,-0.4192283823013485,4.811209370349461,3.3182698068092895,-0.23373772344871038,0.6906898327595887,-0.08159150696441832,-1.2879256454887893,-0.17289625802753159,-0.7893167247221162,-1.240081078330139,-2.712220227730544,0.3543135645619905,-0.757031555830278,1.2819154973619389,0.02976251184340876,-0.1950875058822828,1.2681480675350587,-0.30287959856342306,-0.1615903548856095,-0.1108171287780012,-0.12262025651438233,0.8593514443171715,0.5271721454099969,-0.16501608550375774,-0.03390117742969192,-0.22917976108065233
550284.9903517052,18318.18300198954,-75033.92474216904,45890.88740485157,163030.89765778903,320800.68122970365,10992.558042636672,68343.89452422707,-165698.91518355475,79841.29389366817,76739.95093809886,44661.63453981624,-27085.669800777676,17702.597754504248,-12859.902734880872,9215.339310241532,-1474.9208642100361,1371.3936568071983,6519.868381425871,-8185.971074928237,-1801.1598688168926,-1911.9156701367656,-1937.9730920788995,4234.669001643694,-3017.0356781452606,975.6417172586814,-1817.9923270711465,62.30078253910647,1724.6462959662254,-524.5611136718627,965.3560877812781,-348.9524931159374,734.2806131220533,846.4741734500861,-686.7343775135581,393.54942183943245,596.5581636864216,167.06488021773984,304.5640239902234,489.4663221631102,-452.5004023603653,-438.54823794674655,57.578253226968606,-327.97015661820444,-133.08429968204015,-66.06329518745751,-64.52723535998987,-67.77900748448803,5.0,-57.41898440472585,112.81076222034315,17.67377462767195,61.58272851859263,-71.45172766859204,-5.455289871004273,6.790329657331652,34.19769965530225,10.460337713692054,-17.092440829563248,-1.8896485599871768,26.81294340246512,-21.95432668034418,-5.738387832751755,-13.825729420277986,-2.3397836700273764,28.461846769633286,14.586465074657244,-5.517791446376533,11.270093127876441,-1.378882557110441,-17.190187400737877,-4.543834489247411,0.8663084773519066,3.2763101210834265,-3.7333467863347356,-7.341201312702759,-1.2122348165364356,-1.5797573173554387,6.3788435624649615,0.8894960453542555,3.366502648673003,3.3288114136339173,5.531865177443129,-1.299649858244047,1.0570662367222765,-2.497050261190079,-0.7972730019498874,0.6815556821989674,-0.3183283377410022,0.10025716842712326,-0.31624861880226846,-0.3776191064753589,0.32068537252003587,-0.881105080821782,-0.2973792004282673,0.1239775898011418,-0.3041061911600531,0.6277671364437201
2860903.762186348,125200.3052982712,-409645.7438941231,221929.67204918055,876568.1006068488,1678026.0479708195,70530.3180517528,368005.8860448722,-884192.9575322517,423525.3156185408,437027.1054860279,245697.90292451455,-149581.30473455627,103804.213546368,-76384.01952672287,54332.22454145684,-7271.935764071522,6688.085554767336,40591.480872023836,-43776.32230859695,-6966.120588208453,-2663.9086801847448,-4895.829683198159,19798.29594968585,-14531.592444309616,5418.608750699373,-11359.07487525018,-101.28354173936822,10370.533802951151,-2145.497120552828,5670.587650696061,-2922.0643692460258,3214.047988374393,3755.10011407768,-3717.981764903407,1350.5132911341339,2733.6999696020985,808.7726250355875,1876.9791714347534,2424.107608122015,-3144.737684069754,-2631.7534146679313,344.9446238128112,-1959.155851505021,-613.3464287792312,-767.4093676706159,-254.8885597701668,-253.00223227496926,5.0,-234.8225382889429,798.7182032962548,108.3843010156992,228.10244303318586,-306.4219559727505,9.909464564510195,-15.913666821069748,247.74261299022422,-249.7831547779635,-186.5333075440215,-27.060046137501587,114.07463666423392,-106.88745179152626,50.155318339618596,72.52630593831032,17.993518950572994,-29.981126275473038,154.8781018420323,-73.67295162119532,-17.225755273897633,-11.257574013997992,-52.31172653875543,-19.23018368042453,-3.028251416385492,69.10855422868292,13.993907140965069,-31.37684534697798,-0.174982387836888,34.215412951446645,15.705652517613132,-19.00196933308644,13.561317219982785,10.984717199273506,1.2008188798430033,1.209842571647488,-4.676087308755996,-2.503488433989184,-3.987893585309995,2.052929696442721,-0.4375719560417895,-0.7400989711365731,0.16937586551970898,1.2849375475939453,2.2174010660218677,2.069884242711545,0.4194044011524763,1.2253429583580902,0.06590866983103812,-0.8932239051025511
4388487.131186093,188510.38153696366,-624320.0238106,341532.43659603404,1337612.0182390525,2571360.882430111,106658.95302963034,561705.9920845906,-1351400.5340476607,647852.5999359819,662129.5545138537,374210.2370593111,-226703.80467385985,157665.7681813515,-115234.43497956889,82146.47721846541,-11060.229933086926,9985.884504916916,61578.70642207292,-66935.34782304188,-10879.572396423562,-5187.5339099089815,-8212.828119442904,30774.23820930984,-22517.81150195644,8183.844478749822,-17313.85668151478,-38.85356008240772,15848.331241708407,-3410.183373006396,8599.72199766104,-4323.107197300066,4986.133587947085,5937.814872676539,-5712.8213659556295,2232.6321082836066,4328.704625832737,1297.4696162250175,2877.39258426609,3836.7154168790066,-4808.602186257618,-4070.5043585333838,467.32487097416134,-3027.6943708480203,-1007.0019739906761,-1074.638764190117,-440.1876909757592,-388.1445971896601,5.0,-373.6828774847262,1186.9306901817567,148.44941332702751,375.0530527092543,-481.3958276543849,-8.588796719965016,-11.542432802460729,355.82378635046894,-305.99339334505913,-263.8395969510267,-33.74018427409742,183.03927925479124,-164.96771899945352,56.84828589609521,69.2554720287627,19.57933296724786,1.1235545793557862,212.14753612981212,-101.95976538906734,-7.393323334315304,-15.397103841181991,-87.04104420827316,-30.152096942388305,-3.293228330034805,90.41267567169106,11.734518707914443,-49.01117450998874,-1.6197320308927934,42.71486411605766,29.542529027760217,-23.202279474750583,23.184793862347274,19.830188656979914,9.729025624278613,-0.4921609132772247,-4.317115783493175,-7.656244646338953,-6.487752214513322,4.255315723541282,-0.4975599338910491,-0.20823557572863527,-0.18328905606566917,1.7065599326309282,3.30203257183274,0.9177944860584213,-0.4149283965482192,1.8125236859865335,0.003676561575455567,-0.39114668768784294
4500664.428629662,194999.81299375524,-642964.4777423104,351136.12391460774,1378649.847551247,2640183.1078481907,109415.2432011833,578676.2134587911,-1392909.7380320716,667615.7988369925,689947.1250428736,386097.5682857922,-236818.3103048434,161863.54426968025,-120216.54431531424,85357.38541331349,-11323.202297032598,10167.03231434725,63192.827390557235,-69067.28284479419,-11479.587158629227,-4732.329810909106,-8585.546641107192,31375.296924747418,-23143.907732972308,8506.733271835717,-17689.639623748968,-106.47002112412981,16498.17768634981,-3366.746682170801,8870.143471711363,-4371.297103043313,5173.973595101861,6023.290781365132,-5909.948121300926,2269.61953211084,4424.02452492878,1333.038631113137,3007.869845986604,3932.2508573427476,-4881.693257381213,-4172.128752555911,518.4230833390544,-3098.149565446708,-1025.7979029238384,-1053.0544342630405,-452.31151115989246,-426.1890647755279,5.0,-356.87488170884717,1216.6577846111554,150.32781679007607,402.5363172905277,-495.3706840060332,0.9155654839395605,-21.693253434640813,360.2011413400998,-302.2072965368685,-253.23109427564904,-35.401899772454655,191.25646622445697,-171.472398802525,49.202625603099,63.26985640161855,24.68409403579209,13.884913794647753,216.85309840355777,-104.1278993998987,0.06898077614873534,-17.48109970968013,-95.31819009882523,-28.92612484167719,-2.8570542219490873,94.39810810953009,11.717761406495784,-53.71797448176039,-2.573847397031411,39.71593102269363,32.458662572920204,-21.683133895529622,23.730178331732063,20.278129918869745,11.684858856901883,-0.726152250972762,-5.437779067090397,-8.631363605958136,-7.134847927389226,3.650800354052129,0.14332878279898154,-0.039715947438524635,-0.007463570315162149,1.9362565416133806,3.834044735644793,1.704418084719446,0.2854534897150787,2.1521196478615714,-0.10765903865087437,0.20985167790450696
-305011.57889925427,-13298.210106404838,52121.619848476636,-29680.032978464216,-114903.61379337577,-187794.80633561013,-6876.301630928265,-46842.51342362978,111468.76266449425,-52723.14118928975,-74118.56674607354,-32684.167891380454,27903.132296475367,-11133.51825172957,13451.5691134608,-8616.729198114634,1182.0029546899498,-1740.1868530592553,-3593.4112763675166,5335.834304193002,1716.0803932217732,-812.9754925952008,684.8565121949492,-1409.1085781848399,1288.8224321964633,-1017.2992640954999,564.4683226656132,351.6133509314781,-934.0074537357536,-100.49669251419735,-742.6725831889877,151.31891891595046,-512.7417112094146,31.049820387043948,385.991046575458,128.03090468620988,46.366093047646956,102.80888977569201,-146.7516332492099,105.37038508230647,-102.78702303473474,-10.203988843605758,-288.5128033630309,-24.429044529423823,-164.4845340424243,124.25955136000522,-127.18029543259902,127.34443121212388,5.0,-38.53499949942775,-134.59192679768034,-72.67874954657971,-10.207797242573957,12.298067512141087,-57.42841648566005,36.01578413081641,-73.48057332768471,136.89597345559352,26.946824916258404,11.093546482808916,0.34301385740628887,8.060515788612966,-27.995951261466367,-71.1638033331238,-21.22562815360405,60.182657882245564,-52.097028482026744,26.141694566209825,20.131728327936145,7.103499456493847,1.3062800541478403,-3.4839559256883232,2.4086607879675617,-36.54232307822766,-16.946172458824744,7.503018902132231,-2.846429392627573,-14.075354548415856,4.829301166404921,8.390867137237057,2.4816420256959457,5.259920280052921,10.218969734020018,-3.2059137232726083,7.459539179220267,-6.647803466761983,0.36549047644089017,1.6633392990985518,0.8158688772623419,0.9033924005472933,-0.34596053965476264,-0.7987871506818647,-0.2330289602063651,-5.579395902885305,-2.7851226770815165,-0.20051961069826307,-0.32651307887195713,1.4684776606471817
