X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85
216530.22682235594,169074.96352789554,128414.15969698053,32950.891694238606,-50647.04268241817,22575.39387436008,127062.5458981828,-106822.35076125702,52182.64031859195,8193.501549894008,-4347.296803442176,17439.25414843776,1157.0139257425003,-1025.368889786742,10153.942214623701,-28854.626080308743,-13814.074291726112,-20557.93225662185,28915.428750046805,11694.848969828612,14349.62995551817,1390.7056613275727,2574.382401802215,1315.4052863996794,4311.416502185389,194.12410099941394,2579.912014765213,-1621.117546834159,-5717.725801168766,-5984.266885877003,4056.108027636064,1505.5267237115413,104.01690908426333,2044.020809012125,205.87066404283436,1132.4582752882027,255.01774756817318,-104.59532854009234,-781.2746246838516,357.17010098208857,52.05917495846656,-121.86526714723016,205.55852077658946,149.69022783782773,-11.03884335120035,46.47517337052901,8.299387350491024,-7.516088387934317,7.631106469979033,-51.42894196501749,49.579879286654624,79.2123143940811,-6.103112546408531,-38.822358038536606,34.93848950933971,-13.988658687537601,5.934092008654088,7.412736972651202,-15.34703183609703,-4.114457139630901,21.09378313337092,0.35102893179854866,11.508223167827998,1.103435959845853,1.3639379397823745,5.004181421344108,-1.7092969031650649,0.10641483564214031,-9.448993149119632,3.4752638937147955,5.0,-0.4614325827268174,0.7005527053752374,-0.6742757825029561,-1.9488259263711958,0.07904980950218782,2.6280259871460303,1.466845887863296,0.1447332643314881,-0.16748699919108168,-1.2623320203012922,-0.1475240266578891,0.19170502771400605,-0.06571845848694877,1.015595355500858,0.29003970844386523
-235433.15132997668,-267677.3830381312,-191232.1268943242,-9994.593334410378,49483.55690468019,-28257.52266228184,-167646.10371979288,132402.15086161252,-50376.74939855185,-30682.19114094572,2881.2133074161607,-32565.891398399795,2146.846066766383,-1009.1245055816094,-8438.333871352912,24953.190984089073,14314.060017864645,24206.75798114157,-24907.465568785956,-10717.992284978287,-8669.325328878649,-1005.2442014112065,-2137.279819528723,-1381.842426942069,-3095.1459487193756,-332.0395907108648,-2565.3926366220308,-43.68182230842632,4423.278619570347,4448.242930820328,-3199.5545343947188,-1761.8015825345872,52.204110739890005,-1380.4857382281489,-499.7863921198911,-894.5513220507972,-29.84722400197098,13.617028211690192,838.9663555713468,-487.5598478720199,27.039828094590348,177.69804973039152,-203.33104593939296,9.750120385863365,-40.651040347766916,31.4183712396783,60.013335826976345,-73.81874086022528,67.33586974959614,21.365683565216905,-35.66631129023804,-35.91839120303567,17.801361897327865,22.911361867920697,-20.208637940542456,12.030868208072036,41.458887991203184,24.291276107554566,0.5204944536982518,4.978068881437977,-16.374455926185775,-8.68531828800112,-6.114101214491425,0.8532451957280383,0.6232202301178065,-18.596476274233005,0.810121056966247,-8.126202121873513,-0.8537495329059619,-4.159910250071955,5.0,0.8019076019569193,-4.177561589112248,4.236981991415331,-2.9858242397090256,-1.0817325173321366,-5.897254009072516,-2.015513335616615,-0.37195058952060966,0.2176926118006121,-0.609951328924069,-0.9964238871603784,-0.2486069511997041,-0.6685136747938982,-2.168546487706876,0.9422598515664096
21705.62870088371,-18611.584688821302,-9036.657666671523,14629.590092135571,-6851.73482198826,851.4386034401151,-16.051750662017408,-3772.143154470178,8242.622560326057,-8314.789866732117,-998.0073297545524,-4182.605299013016,1734.8600469199296,-1064.899783421055,1881.9527619504806,-5680.668730611536,-1716.9082909026183,-1361.9151500262203,5677.611163132757,1969.5167510515964,4406.336633370318,396.99025268622034,521.1702647340182,78.1132839920228,1046.52518691889,32.030325276038766,427.2445765819267,-1012.3095087073737,-1448.0523203914504,-1507.7163777345681,939.8449666448175,101.01728890434794,99.64748656070178,492.42406752843635,-65.59396658923433,225.3968309500411,81.45809459431091,-31.938918000981587,-98.35786285619618,-10.20237228922212,42.60322345379273,4.766302954519725,44.65852393601732,85.53703644724402,-14.23217583774223,30.767716059478452,38.01658821020586,-35.94798886788415,25.35514098854089,-29.84167865277197,14.25093711703699,24.210804386726796,-5.4546646793381175,-22.222928642425718,14.879834767766278,-0.28086642565539505,22.501540465759305,14.906714008477465,-6.1871544222714805,1.9791257508606765,-1.4381207043513038,1.0278981351531638,7.365526824811409,1.3592002847508489,0.0291057288498318,-3.343058522783933,0.23083025002814178,-2.9536452195521057,-7.6121970159904215,-0.4084665700703396,5.0,-0.886415392844146,-0.6413122010371537,-2.142959400595075,-0.17875088068683265,-1.1276577800022842,-2.4188280333568124,-0.4373744874085258,-1.0382294739224291,0.05675063998090446,1.2893316167775488,-0.7834854112574217,-0.5272596191115395,-0.6624684097944846,-0.7724539720307853,1.0794160438555238
-4486.605870857987,-43414.01922202207,-27163.237026947743,11838.436804679055,-1365.153161693315,-2162.234790975936,-16681.930202291827,9918.893136293755,2139.551144888887,-10539.249076848191,-720.8404851293176,-6930.587459938668,1698.4958450629863,-1043.5416900621253,924.7500143143953,-2475.753602859069,-65.4404520918378,1256.9715572575697,2514.4284861638234,681.9368187445449,3009.896373017433,229.95052843120274,255.67600633690952,-45.9196885958272,653.1027183095564,-43.85594815275547,79.20403453351624,-868.3698939194904,-791.5590153640813,-866.6181446166518,496.2629428368418,-91.1176304030747,84.7963316733667,326.1160332726472,-112.84398591811181,123.76664123693054,88.23974326852725,-36.9988220262353,5.587024855660416,-54.92680006699652,37.801538787569406,24.72546509041325,9.627771476912107,80.18027181406244,-24.08278973351129,33.42309661626045,40.04659780811988,-37.917420066993884,35.10115590218293,-20.22970860748504,8.739748492099679,24.00273291945557,1.6351300353255425,-13.289613560972136,11.153309343527003,1.0039368129420754,23.1334702226921,15.948561622197001,-7.626489833133326,0.4072538834277494,-0.06599326136313544,-2.6231561088842406,4.104355539001091,0.1358053720223588,0.17101938796590077,-6.910072716165812,0.014395859421433274,-4.398782284428193,-5.744361723786761,-1.2111696676052577,5.0,-0.09454892842001639,-1.856228778723112,1.6559154562633056,-1.9076492679769523,-0.6044179932244115,-1.9840793190373567,-0.6581191955615364,-0.11596482365458008,0.1359576651476784,-0.6150376025178,-0.41617992910957935,-0.1552097823225344,-0.24862141530554213,-0.776591392542664,0.3250475153907646
-195922.29068763455,-222460.86500926022,-159165.3609965738,-8290.211719703288,41408.287327391765,-23336.589056251752,-139423.11645901858,110070.59728228398,-41811.04907025216,-25189.69067009222,2508.804878401817,-27057.071208715748,1873.6213889360167,-839.9684565271905,-7166.60753433811,20753.825659329348,11943.064153370335,20044.113819060316,-20769.673346945456,-8989.83539799285,-7264.388132991589,-791.4573814504259,-1764.3410452341714,-1192.205143815565,-2646.1063373201127,-214.5520338086258,-2117.615391924513,-54.29522578846094,3654.407529071973,3691.440817871327,-2657.001723024277,-1464.222072604321,58.005066090806444,-1192.3002140810238,-412.20874558761506,-768.4302078201889,-46.29848842674503,30.34652120166245,682.6167733539922,-401.4230053359961,25.573327132441904,132.80835463775983,-158.61690925008213,-0.7018392657832699,-25.62940424893203,19.242844748743646,49.27246799794591,-67.37954342849436,50.0830726087374,13.324716222063719,-25.192655326268028,-33.05670592855655,13.931645027108804,17.729828509799493,-18.712297937842045,9.945052526229478,31.54499818036514,18.1220670236451,-0.2879824336626035,5.780547396703636,-16.9389410558943,-7.788563402632827,-4.4763193177003675,0.44316140812825977,0.03090433009605495,-15.88225220666349,1.37108942482929,-9.135364287797058,-2.4413874190663374,-5.737676758760895,5.0,1.329016387318448,-3.2065606118260046,3.467651222247056,-0.1808964036849842,-0.5126047224350542,-5.849344289759386,-2.3936184792910886,-0.5699386563585653,-0.005320279511792925,0.5551561417273407,-0.38694858632651175,-0.23797995136602867,-0.31661345969100746,-2.192756268007941,0.5660203142352114
336245.39068208024,294389.14353654376,219202.99700545004,41803.729124415375,-76084.95751635138,36664.24909380733,208509.58198582384,-172141.33638728756,79028.69060352989,20982.5467401694,-5945.798332040081,32049.68011779222,735.3743763657452,-912.344667894983,14516.472875397189,-42415.376322588505,-21238.04862114062,-32748.248391594672,42423.37000707034,17331.733090687256,19652.343510335177,2011.0126801065453,3723.401642148528,1926.4559509077023,6039.148378724984,396.7757700636632,3927.03449354627,-1923.645808156919,-8334.141132608474,-8537.622678251375,5845.435436053678,2387.8778445322496,128.68826977667317,2772.998004012952,483.7096230172513,1603.6971375942933,238.1209203244567,-103.2695370596766,-1225.56382000905,591.2891938587165,47.13706806692455,-200.03025715767316,321.9288120083572,172.93384629242294,5.395254400555546,35.678131230003444,6.657375524061114,22.065380059868072,-16.140755804723167,-78.82259498913248,68.79720954796443,108.56615651331796,-19.464298621744913,-65.6440407468732,53.783187656341966,-14.419448215550327,-5.791726457195502,2.9572856449350575,-18.28328084532774,-6.0121109276489335,22.871447690917957,6.2171990452947945,17.945840293952102,0.25683906484319047,-0.4356646583096142,10.827059999128531,-0.8351166412482396,0.5020911690947379,-13.5123317388394,3.869573471164069,5.0,-0.9861878066306811,2.6439468040241003,-3.419649463345118,0.9323966738794829,0.3145456138492402,3.35762305725628,1.6352928786669296,0.21205500891240991,-0.05242929843853769,0.36072912910296445,-0.002631473833160508,0.08339191808169608,0.12666000880155187,1.2825688801990591,-0.102465520425746
392626.3546698659,367188.910545642,270008.8438015771,41494.722249112194,-87389.46978058734,44013.75566172224,251875.67321040086,-205678.0945797826,90476.14525023424,31006.283957865555,-6422.861440183801,41355.16318826853,-59.87655151933354,-431.0559469540166,16172.9105003216,-47745.09163243365,-24520.773176929142,-38853.55988565818,47671.09768069706,19607.1012034288,20938.517905712873,2258.181278131095,4207.529909036793,2221.1759173317528,6535.471943031944,557.140111587336,4497.083478655385,-1713.1998440921445,-9193.85936061998,-9396.907777250688,6488.462485106214,2822.849150701787,114.83449542738978,2987.642758019488,621.2843075336939,1764.5555899180633,212.28385727971323,-76.87440622664518,-1442.713174322764,727.9309136484555,36.65045475209677,-269.514491766246,377.4545406424485,140.76456191697443,27.905643085929103,14.779754748859743,-18.998422730322776,37.46933217677356,-43.83863223696793,-82.22098229217525,81.94973332522477,112.0106425176104,-18.992381076077407,-66.01336074960102,51.60761710810469,-18.520859432177954,-26.31401192319276,-8.935069024251927,-19.932753799105445,-5.7907984949718605,24.113389741469607,4.565573977136339,17.193253172386093,-1.023232425225376,-1.1607235064411394,14.27173763913796,0.4209669558957542,-1.687510538305693,-14.638013726568772,1.609260418726753,5.0,0.6944056901574973,3.8748040018090006,-2.4962717936919643,5.094113893226644,1.6595889024368926,3.915190839369944,1.0969213392724164,0.5247332631906498,-0.31138022219281825,1.196377718583247,0.9556287366458809,0.544939372944895,0.6895518155177436,1.4987667687783253,-1.0538316519847786
189706.02778056383,164989.06942875593,122690.14289926589,23923.203882109996,-43128.20678357792,20830.585465360553,117586.30353196121,-97134.48694097977,44739.49566959289,11948.056909333534,-3404.1505920681084,18012.89163956848,534.8910829390654,-537.6516113885123,8165.963291197762,-24008.70594439251,-11896.843616806875,-18581.527034101255,23972.970210818257,9710.886175434369,11091.203132204788,1199.8896092062573,2164.6296383639756,1053.3853630439073,3365.063405373268,275.63133943845037,2183.305866235774,-1088.3498254859246,-4697.99259178719,-4840.854809134264,3309.379272887202,1344.9537336257736,85.66465066454957,1554.6823210605726,261.1472624218619,893.2232967833422,134.94793558319404,-41.7239036842649,-707.6952574607055,345.7054415290291,29.97976041004371,-137.66387852014722,186.46267831559652,88.61428999802064,5.4879166887766315,14.555309489137743,2.2240912110740467,0.2873632803974202,-8.92637245970278,-45.64574637712533,47.74987346495774,67.27837498042835,-2.1320528757509054,-31.72746197556995,26.36974020262374,-8.77378449419695,-10.255388818162485,-1.1881140994839907,-16.481692214549945,-3.311953609775607,11.745245139458522,-3.38973277374942,7.444810038027859,-2.064648001438647,-0.8994662451612505,1.2883899719284264,0.8358771243013638,-6.072774447227895,-9.527542735946907,-2.5433744207460447,5.0,2.0423480050339347,0.46250644424438264,3.787202739598743,2.509412841418137,1.9276895660792435,1.0931678296095726,-0.5443705270543644,1.108054795976405,-0.23952843125624185,-0.8620960902617348,1.2933886532433996,0.7533548575923767,1.0256396032526416,0.252858087313661,-1.8388099798970599
122725.83270213247,98604.91470329934,74466.42933617206,18146.90950992163,-28317.97576564978,13164.854414518742,73186.24741796483,-61272.01241883622,29700.207953318768,5580.275758762049,-2383.730164847971,10238.02210988744,768.7007988675513,-610.5575888290483,5420.582055243311,-16179.995420956126,-7813.276064394124,-11872.185750754235,16155.498244560667,6465.939613360364,7860.485286246252,830.2619579941227,1446.8459866123662,651.6625503698093,2314.5248723223717,180.00195788571642,1425.4420847889994,-914.7189386129271,-3268.5940127228287,-3347.544138533241,2260.2280585816147,857.5437002925755,85.9191440334093,1055.7439654377622,167.89912737519444,602.8438172815775,87.36773942487262,-30.20294018898278,-464.7471281862175,213.7057649391484,27.782020043489172,-76.68112427545955,125.0973898940874,79.17072229580128,-1.4571565741008545,19.189499476778458,18.19830296983415,-4.556544191413658,3.6060780860526584,-37.61403356431338,30.465201004663307,51.656946388817374,-1.7374034887182503,-27.946750879715392,20.964536712242296,-4.181307047379212,0.8092360220318137,4.233699781428285,-11.912032929655465,-1.4888730765053122,5.8564289787627875,-2.591180058436068,6.7737404651742175,-0.9393195831394133,-0.08401653454765887,-0.49639408192206425,0.7476863974789602,-5.166406054854015,-8.501969324602069,-1.9752648312669363,5.0,0.9550639256228889,0.12341493952806792,1.6432307902864085,1.7166287470150374,0.7349813544293222,-0.25910225654345687,-0.6505878653486499,0.60206214643381,-0.09587482456808494,0.1132285955746102,0.6371433076944385,0.3139485770782508,0.38197840848944403,-0.2899543426908236,-0.5196670709381975
213070.49775817042,177034.8096763804,132684.86917407962,29433.25259333714,-48832.90628808267,22886.861237643283,128895.80650209068,-107327.3644135067,50811.22786303079,11158.993690032485,-3949.8110230779575,18841.771472265653,884.7792876103833,-787.781441348116,9476.586837048631,-27613.0229929731,-13456.027225919108,-20609.947137130803,27609.05117679876,11169.377364356389,13201.120876270155,1365.2405601785135,2481.5086937470187,1215.3507279121918,3968.8558073481577,271.7150246815171,2527.3436322915,-1400.4418476239553,-5444.755534705121,-5646.9433507186795,3844.7221073166793,1493.2429662042452,94.50272684022723,1852.926223429411,253.6042426829579,1043.6622408915198,192.24350856725238,-66.79984629998035,-785.419460023557,372.8891905694951,42.97633419957886,-141.3043623387781,209.9530386383657,116.122723199234,0.6218864871064369,25.09415397325033,3.1757181840525086,-3.6899310885723664,-6.510905433116678,-52.204003121596635,55.4980812440451,76.65237450316093,-7.171064195743232,-38.15785741033354,33.10923375638556,-12.843586801704577,-5.819362218279246,0.474077738912924,-16.17920972115671,-3.4407961416693005,16.31403231315358,-1.6409291649590814,10.685609331754023,-1.8709482175309873,0.9333850698348961,4.529181931825836,0.07230170350651746,-2.6035199182606403,-9.477535759585985,-0.3761016455828557,5.0,0.511461294875661,0.5045109437919838,1.7336208283495937,0.8044626909444563,1.247334243311332,2.365520165663165,0.020137399850822774,0.5835019664126262,-0.042328530310685675,-0.9365218151689099,1.1317750989256492,0.2960596269845115,0.6723176539707172,0.7061377526307321,-0.8708536592972154
