X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49
19.541044362699242,-83.29796992950303,-67.4766646733513,189.80086287930328,10.007695535312834,-69.98890200353785,90.78959931433745,30.920807828001628,83.05347226373418,99.0405072506742,-41.68195229179048,-14.462554620368973,-94.04289304317827,8.98379597344445,-18.713586932939698,-19.40091703070209,44.886590051583504,27.148208696621523,49.73885253608349,-26.96607924841635,3.5557941325756643,8.447067064720088,8.110079323945694,-15.648640676763414,2.74888712308967,6.873582583548913,0.21532221733838158,7.206183812424474,-0.01505343292170866,0.6704301687372806,3.0223020361997803,-0.9870732724027167,5.219161054199971,-1.9308550972806082,-2.0704098053527495,5.0,-1.1319540827250056,0.5502625179749618,-0.9413769598653815,-0.5281543560601497,-0.3258301939274536,-0.5403014804162877,-1.364658941890996,0.673430284383204,-0.31071590919148945,0.32865945851192735,0.1214885316980645,-0.8074956477666635,-0.598206898066398,1.0337353771449496
-4.343640584400245,18.02645249948622,28.14066188726127,183.10129065039695,-24.13322758626022,-150.1066993259915,126.55398080576836,86.31330687860971,-34.08918360618856,2.528170606859582,-0.4643128612285231,-3.506037841572645,94.22946322841095,45.65919585349518,2.137702044440203,32.73245462398867,8.548259250041067,11.700978675155486,-24.704526086438307,3.7666052807582613,4.63053680890725,13.111720145563156,10.228872526148574,-6.7308732202348205,8.071772248193918,3.6106240600455712,-0.2425780447390506,4.21607171796663,-0.9702325525781814,-2.2219608372533304,-0.04524891040947371,-0.2977777541085217,2.2584352813175426,1.053054640971987,6.397118625912575,5.0,0.26983275632275855,-0.7481832200762214,-1.221221743613555,3.3338654352632218,1.810585159231545,0.09571933998082649,-0.8587350250952289,0.07988027507038784,-0.7651645275099707,0.9836547718515444,0.08250368130437326,-0.9941372273952089,0.11150952218587921,0.6771245651106633
-2.0764352751680804,-559.2536049220229,-439.6659739420627,401.98952857951747,-102.61754283970608,-178.6035424937258,182.8816012522122,149.05135360769304,206.10274135478747,132.66734216294427,-43.00132100045794,-10.780144976750929,-135.33618233808986,-26.843321270304443,-15.84108368711577,-23.759963289592488,87.4394844236833,21.907571269501013,35.084283663750846,-20.71595706985624,-2.473688777980262,34.92625843339409,3.232713700131505,-10.56432296774488,-0.173577475405663,11.762011936285887,2.382628907353401,7.008560710115382,-6.292147396541645,-0.7186463927904502,-2.5107422980347978,0.23733580622531636,-3.4523705248774847,0.2946608972525226,9.243294287565465,5.0,0.5693741085379777,-0.40830152656350543,0.37572488218826255,4.163151660880101,1.9276495999373495,0.5350269205966355,0.9256281941208455,-1.4140848829705055,0.04125338194192027,-0.16779516949991022,-0.2667906514003483,0.4091402384804794,0.5991001571306949,-0.6460309515558478
50.04133898844763,-778.193992424564,-646.7675278773355,373.4409195005857,-36.51064397273197,5.112456516854813,91.17965607768792,5.612890577537213,431.429585052287,324.76195230123164,-127.7205260443549,-28.525857319561368,-501.2810166107961,-103.77909003772774,-57.68855433978447,-134.09106692768117,152.36412235189886,52.7141957664921,181.89175079873905,-82.11785026866349,-6.486138924019281,22.23594910873888,-0.008122186919671842,-27.111480972649073,-11.067044918322212,17.37319237362706,2.539985273769778,13.206757840363442,-2.6478674838950953,5.466742099755448,5.1389521788792685,-1.4435412605745548,4.705032147603328,-7.176605985878133,-9.767807513214288,5.0,-3.717296950903236,2.4939679739978273,0.6165274998602633,-2.9277455345185257,-0.8730702677689731,-1.439012205000253,-1.4141574520959639,-0.47673951764086614,0.6506714634925638,-0.8536955084004089,0.8129408862915011,1.0406669998250493,-1.4958733436919007,0.1677334005294547
55.04380219725336,-1024.8178054567186,-845.6928373471098,503.05661978148333,-70.913397449557,-35.990317261893935,136.65747068001372,52.895698875822625,534.7715193617724,383.48839487619307,-147.10840784864513,-34.63455742640146,-589.7653244480306,-131.3573282560412,-63.753369006422545,-150.35467029879942,192.57491506566728,58.70251072195247,203.98370616857434,-95.02287783952283,-9.641930285288282,33.87558310982222,-2.6647256966629445,-31.310459406949583,-10.431820255445786,19.802308430257018,3.562506723552677,14.966887870316157,-7.157291668670682,6.466719994419476,3.5734900332753057,-1.2894246695055585,0.3799434505310942,-5.867735360766373,-6.4410056523115164,5.0,-2.730893843055213,2.5579927175460315,1.9038780744363597,-2.3192897264344126,-0.7323437961057448,-0.9133197628460277,0.05939810750682361,-1.1695941840580255,1.110917037504609,-1.331255239615019,0.6657763280771286,1.7739016645702497,-1.1539050363444021,-0.6031490471318549
-17.216522520183094,185.61026145608295,175.77992978830954,217.21305863496565,21.590413930216815,-141.74686463391768,158.75755063680924,82.80220190808114,-46.963941885916135,34.49661749104975,-16.171654135022315,-6.634853970762461,48.473409770432696,72.53549750920023,-16.109359817202,30.14986441559198,10.497301375745097,23.900889254382083,9.349101290749926,-2.4171045812722,11.862638356342009,13.105586093320245,23.111411763604302,-12.272982444695042,-3.216781855520959,11.03878400470642,0.9109960112260539,8.26079641192531,3.5066214501581583,-0.37485240790712876,4.675375848173597,-2.1020605412155473,9.985404029631464,-3.9925500635937237,4.555132868196744,5.0,-1.8825050852052314,0.4836088871232848,-2.3982419699913677,5.105922088692436,2.7108749243289028,-0.7752467106479688,-2.469795996796915,-0.07173650312133623,-1.0559287640299861,1.3641213958983411,0.5263615818787961,-2.1597773880854083,-0.746745778282186,2.1117315993192034
-8.523443384455918,-368.820610577969,-280.7255844517747,370.46628638237695,-81.394672626623,-198.04803799383595,187.80567456979915,149.38288344014074,124.52592907424533,90.72187552880266,-28.455680406423276,-8.381647046633297,-48.957304743027706,4.481545418858971,-9.241818663824088,3.3726946357283416,64.80436283256718,17.584431623501978,10.537206467215112,-11.567323407868736,0.7954936819590616,30.750149215836657,6.445136124194701,-10.677448294981561,3.0385386444580473,9.822754879595758,1.1310381178088469,6.055021918368222,-5.839271701650975,-2.164308124815115,-2.173813643934133,0.5241392768535692,-2.862257821653223,1.862661052708817,10.721980633439973,5.0,1.3390331743593002,-1.1232393134436964,0.07117991268256858,4.485167478726509,2.0130512599551347,0.5666340355416969,1.1631070116676432,-0.8665786794435684,-0.11900427483924376,0.3200976816398468,-0.5361664669814087,-0.3733820961450892,0.8970752536008922,-0.2613902991422164
-41.099118446268484,229.87707754127987,228.71972680811825,305.8010252619012,2.702742264282862,-216.0937281686656,231.46337616209618,155.71915464562952,-81.53826273828196,12.315188955056476,-3.188882423528479,-3.1634254099813703,106.36829056878238,100.28593124957972,-15.89594649871888,56.93831047997818,7.5286824472824,24.306072938484927,-11.113364993491114,10.053079442979842,15.639172582033662,23.449640168392857,31.913731447053856,-10.629943524099577,-6.881567029783461,14.917482978674725,2.6745472738708624,9.713346211261753,3.8710036287585887,-0.5585014288719682,4.559055133811919,-2.4704576295841942,10.48697468390848,-4.690314934884299,11.220563632971775,5.0,-1.799501332513883,0.5371135785711822,-2.5856176106029283,9.021353855077756,4.529308927267254,-0.569818710333327,-2.552243497015847,-1.0653776520059794,-1.0022794059583964,1.486427681510394,0.36788134612935786,-2.4126505448872635,-0.6388476322095659,2.3054634184417133
54.01564079293835,-514.171297239603,-442.495463540673,174.2528890024139,-40.31273501737425,-12.398984162176742,18.757901754186328,-13.428294890192722,237.01111886411888,158.07281745991926,-62.56564583155829,-18.589272272573513,-224.89247091014485,-71.73605739922927,-14.016144690929776,-70.6536688751633,82.57349024993,22.206670257937898,73.32045895609767,-46.40613710528319,-9.158848663917853,7.956403993588219,-12.917616255086445,-14.821260104061043,10.626726046278314,1.557630194200757,-1.3984336772608097,4.124474196036542,-5.650972189672113,0.07274894875220611,-1.2602138597664532,1.0503581496975052,-3.0797300874011855,2.0896449574322324,-6.640769641452183,5.0,0.40290119664025204,-0.19148401945718777,0.8207402164340796,-5.6527202673913335,-2.6965674417337975,0.03226266262782317,0.7044542203901939,1.172024415590485,0.3559703819134969,-0.4850340156440255,-0.11820235040289326,0.9220091825816898,0.06341174261903212,-0.8025879529365744
30.741897538578925,-678.6162663650964,-559.688335169981,329.64273675973726,-95.61325659517273,-109.54524237211761,111.53483339518816,88.39101314553221,270.613996891093,164.41149437743806,-57.07266732014817,-17.237819222977972,-212.66298904855282,-68.0813926959594,-14.099184849323803,-55.09102745548305,102.4604236454694,23.170561429865177,57.671250560441045,-37.83222839980563,-8.95599961899108,26.585825914866156,-7.772292627177615,-13.131454162702514,7.386391064106938,6.651448995623592,1.1952363642824193,6.231855672292385,-8.017558747622207,0.13892882052457514,-3.356310439010953,1.394523891072664,-6.17410537612754,2.400330274548484,2.8930523459844517,5.0,1.3129834493266022,-0.38777603283691875,1.2818315077965383,-1.1184759632473213,-0.550486443716044,0.6173541023956612,1.5321188533695738,-0.6571892856390565,0.46145367492057976,-0.7442501788457592,-0.39119945253526084,1.4479884036375308,0.6211693471975348,-1.4078713504420006
