X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
1.1320130279101446,0.9024632919134847,4.484558699533198,-2.246516621242087,-4.969909155334565,-0.15870130732126775,0.14745285559732413,3.5955713258164423,-0.06866264025214917,0.48305791589283786,0.798849468478894,0.854482678483386,0.5170222578100124,-0.8437215423910048
-0.039088225029017924,0.7759201431953952,-0.9421610948537734,-1.4977707433784972,-0.18928560786679696,-0.029341789054973817,2.3062899521746245,2.3492681696699544,0.16024103373248985,1.5667836747360093,0.17630566626952512,1.6473761238743636,0.9372740912335975,-0.25145897167241854
0.901958840731096,-0.4936569012568668,6.052177302135982,-3.1404590318416137,-6.060721524002552,0.08119024082510262,0.09014074252201248,4.898462638923257,1.0053258801945362,-1.1277741865600106,1.1791798573713093,0.6209131675577103,0.38626678891680577,-1.3031668567876304
1.0663948119893705,0.6505301654808473,4.095480374544643,-2.323755740285967,-4.242447882603266,0.0638716240536602,0.8592937383394311,3.791352034294941,0.07379717716382349,0.8248014115410381,0.5610744329363675,1.570392159471232,0.7781971812312599,-0.6680955263197482
0.01800114321281958,1.1991584673916829,-3.042283741758705,1.1974657267915512,3.5951787515875764,0.8257164285619456,0.17021824774924868,-2.7238836009625533,-0.03475087949570165,0.7205422860612546,-1.1224598434955828,0.8690243087792988,0.3748040798199929,1.1297028634241142
0.8575167472691316,0.9420466642334239,12.142632543807617,-5.232454198694766,-12.00106691761429,-0.14486859710390454,0.08129533437501202,8.71860149876613,1.042596950577279,-0.3221758796397907,2.576979627316472,-0.22844386108893278,-0.043546419513144,-2.703634292531263
0.1357596564915834,-0.2596675125825599,2.2154469275245976,-2.1781216751354715,-2.7901203975486353,0.024186751804300032,1.5452494851138208,3.3768356453821795,-0.014436890237619958,1.1863551502556346,0.4413427314970692,1.7496082468727543,0.947763544885838,-0.46076881035550366
1.0181553711093627,-0.05458345993884796,4.433176203739035,-2.1634515221917763,-4.356948555177758,0.10798855489848783,0.24301162573240784,3.5692947309381275,0.8343363659585084,-0.7547139947942239,0.45274548023019334,1.7379673699278015,0.9601770556583279,-0.5170807459511528
0.952062619718432,0.11551331299426733,2.6068010639648245,-1.423996933581726,-2.9098585140092514,-0.06893151647242235,0.34059062148529223,2.581341314437402,0.9994790180521899,-0.3059307923773661,0.22524833988577808,1.5452312856134562,0.8514521098764188,-0.39380991427852835
-0.19413178697994984,0.6439085782484901,-10.489863265691268,3.8575683959051044,10.831482320872823,0.9632178550685766,0.2921706900036894,-7.098973131724616,1.0223969672513673,-1.0691471880050132,-1.9779048570789355,-0.23554800026490336,-0.09094077472521613,1.968851596644824
0.8539417244365448,0.24175892835785828,8.375261149121155,-3.6122283157479793,-8.333537158864095,-0.15046731084706108,-0.05257512480978231,5.96918355176873,1.0402479322842868,-0.5758527607622803,1.5671755861385441,0.32809811670902345,0.16137895704256966,-1.7897594032199564
0.9234685473162998,0.36920664302757417,5.903281552653062,-3.001490036134778,-5.887329539384899,0.030256621872498238,0.020631976465851798,4.436936130819705,0.988986058320516,-0.339637250206314,1.182561407473783,0.4498451070089682,0.24149904551797574,-1.2257188937339623
-0.024233371317957855,1.2577935282371209,-0.7367093857391249,-0.4725204550754547,1.124851340156847,1.0560173986419883,0.15753505370509263,-0.18736914535781363,1.0387649557878287,-1.1782083033704542,-0.46995989816593436,1.5401247430394658,0.8634253481756977,0.5557139416123607
0.9549836108001881,-0.7284596354712678,2.5668448773368424,-2.1444284297109433,-3.1444954239956715,-0.04955186211562967,1.4360608628350404,3.6058518761842224,-0.1187036097559453,1.2747603618874037,0.6336004890529205,1.6008052191398405,0.8618516798117064,-0.5222399061141698
