X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76
-279583898575.14215,3206110745779.176,43481202687.95583,1.059288052351596,363638719354.49176,-2013453892224.8218,-0.07732020482445445,-862487597200.5662,-23941468160.046688,-1562186.639920619,107085872340.61855,3112083709164.447,889932206184.8555,-485352944309.86383,-168180433661.8029,768003620962.4451,886554168428.45,0.9366264189203721,3629519.630810624,-1420.2480533718888,1223340.8582152827,11399.14335965779,3486654.9667504095,1760399.5815944148,1.0863034977754673,-7863.305997639337,-125.99142665649799,2575.097798086657,-44.644126692015845,237.94254927916126,1.011193830527455,-3194.671330553378,0.7635121192162342,-3083.8393672209213,771.8040194326929,-0.888550932467003,-0.04819886473539059,-1873.0643507412904,220.03009982594435,1036.712760046621,1471.1989766195506,-23.600567695175314,2.099443492190096,19.918860323336894,-1.289007419748731,-12.074025304410423,-0.04306755613805702,-0.10031634632109848,3.9662696543197815,-4.016364540187912,-16.97912013747352,5.0,10.728892325773028,0.9657323367701928,-6.737867274991426,4.460533934234143,10.495562938479072,-0.06677017583572727,3.8333725366019222,2.91910000883102,0.9365291100837887,-2.851619614551637,0.6716550134295198,2.495158226562276,-1.313969111434736,-0.0527705811582455,1.848976932825348,-1.838714089230274,-0.13473002835732215,0.260426316768966,0.2718037702912085,-2.191896173327952,-0.8475278918945502,-0.798829268859337,0.5960153625784586,0.29240159365269586,0.5832690303608947
-23082684292.101616,264697085040.71167,3736434176.1860285,1.0779704325034232,30022419031.28989,-166232184980.21805,0.06701882686225007,-71208624143.83537,-1976604671.9888852,-414447.2579655108,8841112878.157986,279102235881.51794,73474158109.95993,-40071101736.174164,-13885086715.99017,63406993748.74524,73194551630.08383,-0.0008946294866733207,1103550.3802601194,-11336.721815830533,350510.0921753408,44697.23118782878,1091356.8222520147,547537.5232085116,1.0937094836970944,-30851.26120099726,-407.96573996329295,7057.683921118923,-208.40888395474715,649.5046797326814,0.9436931445070637,-14779.401247420416,0.8157554226328918,-14273.36038847586,3416.240205157533,-0.7311705308910612,-0.16663952539101323,-5364.285407369928,852.5423848504483,4432.327290395883,4192.645838173671,-43.1841629480846,4.731625400590983,33.96773814996364,5.961124208522995,-13.124033398595932,0.9565317186867981,-0.2058726796991143,-2.1609504413181755,-2.401505478912892,-33.440660417095145,5.0,24.57732984346323,2.4558188649407966,-10.271020232988821,6.646702706823752,20.600305295392545,0.03254827098486215,9.068691024494926,6.238532749074121,1.8053555618542962,-6.830653092077938,0.7524828515508106,2.868929491115959,-1.6679265196746151,-0.11392169621187515,3.15495733079765,-1.8504397094036165,-0.05770815033274275,-0.06088599274615124,-0.46162786137841316,-3.007610220654774,0.4071519900623567,-1.8707469086233057,-0.20578537129901509,0.08429889849250836,0.11197099561072622
-27008196008.321156,309712569940.2187,4290972671.9506493,0.9985707930587325,35128104111.480705,-194502166141.85873,-0.11657659873745717,-83318477801.5009,-2312756224.005,-433058.8271972608,10344656325.033648,314248107370.7778,85969315296.62253,-46885724764.60901,-16246429690.346346,74190191157.45963,85642263707.56464,0.42850273987076415,1171137.7439731797,-16524.677460857125,373206.9520061658,45679.63739429598,1168382.1251696004,585996.7434918459,0.8336956341410507,-34217.94273885695,-445.79712039959577,5438.324316325429,-212.3152707304999,675.5110309039502,1.0843667801094108,-15733.816588493592,1.174366651978946,-15180.733287766014,1928.8591190441948,-0.8287810210958426,-0.031105646155342576,-6040.66704431432,175.4906466517348,7400.991291168722,4761.659926292083,-28.61117849886239,5.1417685756075855,45.86023964186894,-4.093972358196205,-45.35932650369208,-0.07725995693253684,0.1056229630090989,19.612952661624117,-4.403300442850015,-49.22733900564741,5.0,27.65837795995401,1.5882011772330913,6.329950204699135,-5.323358089348239,22.24309010884198,0.05834347149525361,9.311497468677928,-0.5989032255609459,7.406158014534615,0.8621491464126922,0.10130898695689586,1.8938870468799984,1.2321802714036652,0.21399125608630742,-0.6521959905272968,-1.9306901736017983,0.8054760781371111,-0.1563540992108824,1.152574693835449,0.1552801117304544,-2.0066894975160263,0.9304931189974379,1.4169670349094614,-0.4177177284930137,-0.4842176294968009
-6.072567783793036e+16,6.963686266174778e+17,9401123991453696.0,0.9705560102016113,7.89821237925623e+16,-4.373219937304005e+17,0.07574806007367461,-1.873314072850237e+17,-5200110178795520.0,-730226103.6247494,2.3259023900325404e+16,6.695917083535951e+17,1.9329259222503814e+17,-1.0541863428131938e+17,-3.652881921207249e+16,1.668103443627036e+17,1.925595205917361e+17,-0.7200371083467153,1681602895.858414,-128577.06761214073,569928530.286694,283985.3414941551,1612917844.0857773,814969467.5469413,1.018595320266613,-208414.07307753715,-2280.241309713502,19547.76621139591,-1515.2725517185702,2933.888745823767,0.9483687348433217,-110225.79915472899,0.9208354248499757,-106422.88288134769,16965.310690483322,-1.169579325875886,0.09700974401964446,-25440.50039902645,3175.2018349955965,42513.39962358341,19896.884286562563,-75.15128585844177,7.687836346915293,97.83140349128074,19.173702363898737,-50.11111218975503,-0.053950411374900635,0.026384625941209564,-2.9773345269588947,9.199335862359705,-109.22509708108535,5.0,79.35417663706134,2.2020053033173257,3.230878327846397,-7.798940331953663,55.44049823269887,-0.10150448090947294,29.543686851060542,3.305993453114382,15.82757669964021,-5.5870260990916565,-0.009358985073737197,-2.7005130375566573,2.6524419203406064,-0.15070956177013758,0.21477597876467108,2.7523498963507307,0.11769474379668624,-0.12816462585506644,0.9549366632399638,0.026685703753860035,2.6033476445183235,-0.8889744672782134,-2.0658471024742693,-2.096964993908674,-2.372055152606583
-12993157686.58105,148997530113.3517,2026518143.7989366,1.1222106188278231,16899657367.816029,-93572035072.7596,-0.06868220850455296,-40083380065.411194,-1112621952.100739,-334011.101567679,4976657462.051274,145481886212.7659,41358648523.32679,-22555984966.056965,-7815883593.3835335,35691717525.14951,41201154341.398506,-0.9560749425494955,785977.2867167844,-977.5998548621423,263166.5209776006,5052.647122110471,757480.2044001946,382014.3042641529,0.9062013863048604,-3892.4701436441046,-72.21226322816605,1085.5554031560318,-17.73773000198487,107.14221929110518,0.8725883537476996,-1402.2143133121467,0.9885167931487466,-1348.7683629302762,106.4992036151768,1.0717319376892591,0.020281885408553555,-1028.505005678176,24.2485294049433,831.6773413742902,824.5435168717627,-9.38805701645157,2.998528584397059,20.235143223342654,-8.391403611951251,-19.61077485377508,-0.13048308069017392,-0.05412243292977536,12.031696786910373,-3.740087060570534,-18.7548239274605,5.0,7.1081249232503545,0.4445336066896911,1.8425000319823273,-1.6738027094772818,8.090638553089757,0.01048519009212183,2.6289283609261522,0.18075073331387573,2.6953683961015042,0.1948121412800523,0.2356703011058663,1.7522902263455429,0.6277156388677612,0.12385134037303953,0.6755881106122644,-1.4640811734413053,1.0173060614308715,-0.053059870606912835,0.763022294870504,-0.59825853948281,-0.9716819221348845,0.06790230465580863,0.7654923300103826,1.0890365503125843,1.3097979281809382
-7687.371053386999,-16356.636415510162,7610.181708672257,0.9730297563208693,-2072.2422982434,5450.648914185067,-0.04314894426175134,-16898.71185873051,-307.59433063364156,2736.0265628477982,215.9997640113671,1421830.8840992479,9378.269223749478,-1577.895761027564,-2267.2494780479406,5393.201634908765,1651.320187787275,0.7984724022124441,3867.290947064039,-883.8847324958999,-153.88480747850332,2746.433551903781,6287.36653762625,2829.801370407528,1.0689530077725116,-2164.7604539305826,-34.53360758672212,485.3646254199707,-12.23327394122737,50.86449358489228,1.0905399585773554,-955.0344328457029,1.0232897493476967,-918.3164024390152,91.71552170204839,-0.1594527119022939,-0.09101745904840153,-491.2108531183648,126.8675321374526,390.9643567908575,392.771828871036,-8.346837696804972,0.06634941742675454,14.325214311174866,-5.303664637988966,-8.593973272989293,-0.056458112190759926,-0.07686680769960907,3.5680200447458392,-0.9116227092362763,-11.932045897302448,5.0,6.576936873473802,-0.16139959551245606,-1.2828799315913975,0.4521615701097172,6.243488799463248,0.09261797466569249,2.9264657652204495,2.2532041500278717,-0.095404886658844,-2.6489605223731063,0.3368701001504261,0.6761562579309573,0.6954342297524935,0.05171538678447646,1.093779966981956,-0.30337708178086764,0.019620273992033636,-0.032008266319186136,0.5720862598716102,-0.9482928280139885,0.3255584914377299,-0.7396255045287432,-0.30603873175944457,0.5527126707270139,0.5354982315986947
-114975870780.32446,1318477116966.237,18010048511.957092,1.0705431151891776,149542729349.33063,-828011497783.7073,-0.06078298019155862,-354689839330.11414,-9845648383.993847,-983237.3001607901,44037948914.700134,1298865412298.9373,365975860913.82446,-199596231714.5186,-69162382203.9843,315833333706.07166,364585953552.38434,0.8399688066604329,2352183.344979662,-6404.022542024772,782605.4291225233,26381.638545183723,2275369.2294670776,1147150.0118462103,1.040137633088558,-18531.148128864086,-267.47951917526416,4309.039637941729,-115.39534524860613,420.49049691497123,1.0761255810891435,-8287.641847278805,1.0734684614048278,-8002.360032695496,1661.3760220175936,-0.2377807887527301,-0.013762107036088284,-3525.3712428021204,157.3210693678306,3207.7996389180003,2771.047146325434,-32.81564533977908,8.191380863093242,24.094292455013218,0.13578521569455945,-28.46320115930795,0.05235717276321048,0.016768791935031523,7.440235929046501,-3.3995501268976156,-26.89814703459825,5.0,20.922755117810137,4.929372931595841,-1.7285836421673284,1.3341668073827027,14.614511999236088,0.13669404977581542,6.74031159992332,3.5670498984928125,0.06553021890856592,-4.50565728807725,0.09920970546776436,1.7826370563104446,0.39896360927091784,0.14056630050567584,0.8517786305600464,-1.346974518500404,0.11521300918648031,-0.22684785549874076,0.4923057563999635,-0.9264061028271817,-0.48555241782656194,-0.2667397459384375,0.39019792834992334,-2.0941743578251804,-2.12392382792085
-2166546.682651458,24196351.702199265,732599.993347052,1.0778967968500042,2743870.1591926226,-15231699.08593092,-0.05918609262045006,-6657550.350557087,-183175.4386964077,17784.387398933908,813837.1206568057,102885044.09439659,6809575.576547092,-3690247.429709104,-1287204.5304787448,5857078.863036864,6733038.9550580345,0.8299783671104545,28648.460556979448,-6639.233838812892,221.04030126053698,17756.635449238533,45955.79704155381,21329.273230902138,0.8701430625961665,-13766.403765695695,-180.14597471997266,2184.824383781492,-79.82666223301283,277.7950025557511,0.8066909041590213,-6069.8282714187835,0.8737684956401617,-5847.616931850407,487.73392535785626,-0.6874895029297604,-0.10812162139677,-2641.9353931283244,49.06370701387825,3227.959813288834,2099.839327406617,-16.059208849059306,2.7854080938135164,33.69887644566067,-8.293941236291282,-34.580424719272045,0.07831885920165675,0.0016177104852692075,17.204437188206438,-4.081688424152689,-34.0797154623002,5.0,17.137246392038534,0.08789513871613788,6.203850112986566,-4.56450298186526,15.135244290459084,1.0703366529401146,5.83351550561833,-1.7789904859389267,6.6528848632521616,2.2020556003278378,-0.003266704135995696,1.552739477803734,0.624459393924567,0.08063374226646575,-0.7215033422638902,-1.6752425667623645,0.946390114519032,-0.11542646128457307,0.6759961797344752,0.47168269523762374,-1.8356849280187049,0.9229978090992043,1.2840987183137962,0.10260401105600786,0.4007929272336729
-383216768814.718,4394514151364.2905,59999064063.985405,0.9373083103016084,498427710712.7455,-2759776357867.3237,0.07368940631919113,-1182183323828.3728,-32815822848.012398,-1817741.1856330815,146779145724.81262,4324921289879.43,1219800915545.935,-665257673340.9469,-230519555399.47928,1052677883369.5819,1215171277165.0073,-0.3304961466737498,4286205.011388619,-5579.983544990018,1434247.0565401774,35234.186651611904,4128555.1577159646,2083582.738841107,1.0157136127046045,-22188.992084096528,-245.57303064900438,6336.308019096525,-167.64006877021296,371.0242630449733,1.1606724536818085,-11152.860552450016,1.0787030855409205,-10746.513645232217,3860.3442921223523,-0.08751096978010288,-0.09306520320083894,-3449.796437987871,726.9802218090618,1654.7380441916407,2690.035333309331,39.687907803786324,0.8274780166155622,-16.660498877006113,-16.91717920065792,1.8232332687213115,0.05353867822717959,0.14728999738575707,3.770230638331248,7.098768275114283,20.64084003655945,5.0,-13.809600008130325,0.1277633298653842,15.219676229007826,-11.490976668971735,-14.732163332748474,0.9089262496689761,-4.078828970627475,-7.646663317523888,2.2659364377427273,7.459674140004125,-1.2509512842024482,-6.422652038545702,2.9075478760978863,-0.33213264775841345,-4.046434469999958,4.80473600535752,0.9014173365841452,-0.09737501886626243,0.184205561985063,4.28680013476713,2.2768706596016326,1.6277308919276665,-1.6089442487487564,-0.03618935908547099,0.012665259951263682
-15033977551.872715,172396050448.16656,2689881088.0019565,1.1775539229130565,19553534882.613625,-108266671286.59383,-0.03489574333988632,-46378869248.12252,-1287363840.1725268,-241412.3607247636,5758230668.032031,221490711944.03308,47854072972.29093,-26098315620.429935,-9043397142.781073,41297085329.72881,47671569194.121506,0.5798667184351883,1020213.8479930507,-38483.54145379607,276884.373229964,134815.95563334762,1085590.3226428917,537837.6263489296,1.1606874727188061,-93026.45103699244,-1188.558603620119,18646.441514288894,-645.9455279149477,1754.857041725497,1.0839720099101295,-45722.36068381959,1.0415056536662257,-44158.91016759875,10303.340782246276,-0.17722727370660463,0.003071536499568359,-14650.98323246117,1781.2567314413393,14430.949639268836,11446.609586830571,-71.00111140403081,10.21387899085024,55.48115186286031,14.896031198247288,-25.783271537468842,1.0213601963336951,-0.08914201093814407,-3.8161452384373358,-2.248910350100536,-59.5819530150319,5.0,44.991398688935014,5.469899413107046,-12.97923832354259,7.64948663860864,34.87375288943199,0.08280104632011887,16.152991739665215,8.425507411585533,3.8889080859076692,-9.564938006326457,1.1595360757730886,3.371419787798193,-1.486317001870952,-0.05110761529725981,3.9263924222264768,-2.000071253767759,-0.13411195845308538,0.23130593994329296,0.1334832053586175,-3.7327983214368783,0.041141301652816875,-2.1470118052766676,-0.08594237211567247,-1.3044420027213204,-1.2167894973425324
