X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80
-627.6707922057843,11.379387145267456,-0.027631047565020363,-303.90534859753035,-0.992534855749394,90.93654571021439,-79.03006896217529,0.015488369914928503,0.8634998879908793,-0.8473632410671659,715.6092963535599,1.0023613631941912,18.19631773465532,-47.055400178527805,569.4804778779312,360.1491816713298,27.852932058935973,377.1918172164142,-36.176666176508746,11.628741602877843,0.0035919633754489494,0.05558744800860657,5.0,-15.872905114135367,0.4079599460081807,-0.06925356039341166,-3.4948871949939524,5.353751818903807,-1.6910242945017122,-91.52085149776234,5.77651818346788,-0.49933384085654164,9.040934393642237,-15.82773444164109,58.29848336330532,5.07600803859654,-1.9605666662051746,0.38003128356343996,0.16182774230451313,-0.10680588062931717,10.94147977877994,-0.09035379233710886,-1.72493856626009,1.03184032568991,-0.1936222585403466,-5.041708133036727,2.6077261934479354,-3.785058458356587,-0.2550917579314865,-1.0022054812664742,-5.751392327106404,0.3339895662034026,1.0269960259233104,0.585543043582673,-1.0788056795326162,0.22300908859271656,0.4708833293037469,4.076329891878067,0.08369453619958366,-0.39644583949117185,0.19681648007105948,-0.012094684738533076,0.03660785124820717,-0.33157787579765163,0.13253209510700736,0.12520081746011436,-0.4677081517070811,0.6808657957095213,0.5283808401843411,-0.13015434965322528,0.37583420209327767,1.135114479759645,0.534733562812288,0.7350245262587223,-0.05089749657413391,-0.252119202856673,0.4062932984898612,-0.17210091204856157,1.17854092438091,-0.19333620050982234,-0.2629297560368429
-25074.389209112418,398078.1755148468,0.05410415395911331,-15176.650011891761,221.91947974866642,761.7111906584241,148.0040027666018,-0.20937020648491833,-0.8957473815092202,1.1231426765175117,27947.248770591585,1.0206926093100206,-71.23025502732281,79.61331362504667,21713.030171792387,12825.54243464604,-9.989199036480715,16624.46332661646,-179.16998860524336,71.66330475039202,0.20979309421759865,-0.16737746271610246,5.0,-59.452769856613244,1.0182911224638442,0.07995353091121998,-85.8731103663292,58.15953903324883,66.42335954888593,-385.99486806660826,85.59018797080698,-0.8367124730727606,-49.15815799064144,-18.536805857481745,201.73990933547572,46.47738839379305,-21.662819508812365,0.2453087763240669,0.6814279656154365,-1.0545856729339067,13.480129874948181,37.06393380598841,-5.140414914552201,11.6999789694058,-2.323328691295009,9.165029827682012,13.71853070079576,-4.411266675699764,0.24486991402866282,-0.19601354145882183,1.8694224934768373,0.44754383065238357,0.007858523590657448,6.950100639763001,-2.846117204100651,3.118630018098506,-2.804073477455652,4.289857625022757,-0.8608124120641665,2.544434629700873,0.10115134061795507,-0.8811537012099359,0.10161683703601435,3.361366636495031,0.01953847903456126,-1.4487185029183012,0.9643375116706847,0.981721110440542,0.9496144020996651,-1.3814523579283808,-0.3387084651299635,1.1812152960253037,-1.3752390566129975,0.21162702843068465,-0.03845005979743462,0.6138867975618335,-0.009710740833189206,0.4459341575895543,0.9616827358157577,0.6745892227172376,0.6580989237981958
-62887363.55554648,2776843225218.541,0.1174803716500617,-31514732.592641562,1929.796509353895,1620672.7771355864,1762.7360466705152,0.02070400139035449,-0.29432521870265127,1.002158511098729,49104654.32853513,0.9909498513530276,-918.7457896284814,-2563.5848556512865,54479871.27478577,61754595.194686756,1506.2445697169512,42299018.38606155,-7450.142094699677,347.1625315535891,-0.020507458189109998,-0.19136297347584175,5.0,1095.4389748707326,4.660563947037977,-0.05939485275604614,-649.2858979256348,234.41821166735704,365.73314670344024,-20203.75737105813,355.5505702533513,0.28377300655292326,-7.591255505210993,-24.224695695039777,13201.94212305873,18.922859277225847,-183.94776819053862,9.375608448971432,6.359198625236889,-11.90501294770585,0.1727932313503339,1.5462263014768916,-15.060296336329102,101.5099095296807,1.5269567451619235,284.8086804275391,234.11156385690333,12.622808323254915,-0.6526325502316597,0.7887430708779554,2.024346195577995,0.10884588940298948,1.0106565080958647,-6.77068856999926,-4.365253343615928,-1.8300104859971373,5.64822690576499,-4.282730180825659,7.3489382235471155,-3.8824815198674734,0.2899517280298861,0.6592296308039287,0.027795210547742165,-4.083313179903397,0.7778384642846159,3.7351491083302766,0.6902983662973248,0.16303176543068942,0.0075171062966307095,1.5411106219021473,0.5044825364201769,0.8960117749092517,2.709574589157254,2.6350964475103495,-0.37620757054111437,-1.6708490619351521,1.534440547448992,-0.7329194747300527,1.1507353907887843,-1.693561660568988,-1.2906429824994854
-802742.8008547265,632758611.1855667,0.14193565613691045,-393564.2216365051,52.94083673549161,19985.57540587356,80.52557255668081,0.09746613676188409,0.44539551203257466,-0.3616014338657279,599477.204018385,1.0087047870973695,-0.4362059383169118,-251.41937208383274,695856.1299309564,827258.9675353469,161.06741710802874,539156.7675697746,-818.1091082338706,111.15004651514289,0.014655741012808109,0.02975932183011767,5.0,164.66248437816733,0.6806034193782127,-0.09105856309279131,-5.569950790034587,2.8514760962557766,28.83962968562617,-2280.2405286466533,4.446862072809148,0.10876429589358862,-19.942568733877202,4.976931327184476,1501.6170258308446,-0.03343114354180863,-16.446043259571535,0.12463581832655884,-0.001768238779581266,-0.36239286890603306,50.679693913186675,8.270679675907699,0.7095649503244715,3.2619833183491673,-1.755500070753457,4.746845091747543,9.715103279123833,-2.4041928275213182,-0.12331874900967296,0.838088522832336,6.230085351093188,0.5255926113002573,0.9993135916832829,1.9713485595967801,-5.085395585420009,3.3283779769241995,-0.4818341655939144,0.445593154506936,0.1077505857105013,-0.17257587706783362,0.28892415688617856,-0.4748953116942884,-0.08949073840118271,1.5666703737341743,0.9424008651371005,0.6599362133494618,0.06459409903538034,0.9661928334335053,0.7194189935877332,-0.1636873626194467,-0.23372147299101909,0.9971574525816869,-0.313131904708414,0.6261210836011059,0.1494803172894571,0.02142692743224154,0.21849209981439643,0.04225786880504064,0.38939411504427596,0.02372297702656634,0.16973029781182983
-1576665.0615880354,2354620710.622587,0.02097600983806803,-775553.5947862549,9.374826976141717,39401.05778194812,78.71966389006545,0.03115801003379498,-0.9025352876560172,-0.9750729167614709,1184833.775666448,1.0491187683989263,0.3942883846127086,-375.7209149297809,1366461.7994470464,1613942.1683988336,232.60358263361132,1059487.0179456559,-1130.2676184595289,150.91650967569268,0.22640396683133798,0.02872926909535077,5.0,254.49238890915038,-0.05004005461649774,-0.07594250181198556,13.064890371354801,-4.327137585444573,25.29198600321912,-3185.4600105794016,-2.9481686614225584,-0.8242876833668114,-15.552520421701352,11.127162616038449,2102.053395943924,0.4910302618066224,-9.844629302132828,0.4097424403040151,0.02064544354963592,0.39223415242054177,76.00890376826308,1.9742026489777547,-0.8824903012292902,-1.5741813518454748,-2.4613144914306986,-2.8561557604080012,0.8222047445864955,0.12395947158633634,-0.05687084400193677,-0.6859510892114927,10.77288984545711,-0.19037366318901244,1.2236351029859747,0.4827269834320847,-6.6036069949510106,4.1219635858480626,-0.6313543911477779,-2.8591787929870147,0.9779307320020338,1.164014312254763,1.455559672253674,-0.6888325955739945,-0.014813913888437495,1.3414747264957128,-0.07772147461806028,0.8587267545833892,0.4778249626987178,0.6781149126754319,0.8619546522764864,0.8796471463428113,0.018235738687278846,-0.1478297423449578,-0.18897938995165986,0.25111272242864435,-0.1774466130044961,0.08598851311537367,0.06345551684685646,0.030904080658709226,-0.7004136290951756,0.18893815559649157,0.18531061204754914
-310421523.59427243,73904249540166.77,0.005410208689259488,-154916610.86242107,1167.09920800588,7919109.13087808,3422.561008032636,-0.13496163294045802,0.33376727073529866,-0.7492935638982656,240127803.42320532,1.104058054757309,-1989.2381536906987,-5802.661086777619,268903813.9957375,307930340.2135079,3454.6669496858585,208815601.36061415,-16092.085875130766,596.5096918540917,-0.04150098703358987,0.0821004116965325,5.0,3065.9132011610577,1.4937707929389057,-0.17395445301169898,-463.3856335801514,280.5296474421379,314.9567288948545,-45129.929468878385,374.3519952837601,0.6750940065269126,-95.73041703147364,2.395348151350001,29706.36189172468,178.0273942968925,-56.56117940978829,1.0972264785022214,2.1445747543215563,-3.6805808364881116,252.67960047485323,44.776956495277496,-4.69060576801683,32.10486333777369,-3.604637135483582,60.38532746113441,59.58056340975459,-4.260412973179236,0.24215738686236432,0.7703941161225031,13.000515775705049,0.09098408614936393,0.8415183302359082,-0.9629445502489398,-5.238457029845955,4.928042422154224,-3.4800866243724258,-2.475071970048136,-1.4342441024876265,3.234813641939283,3.6860783390097245,-1.0365820280205966,0.11105379787863519,2.5235261472122685,-1.030751206612822,1.1794264548477167,0.9072712841182615,1.0565159699597517,0.7279794489348032,0.6137546050808358,-0.091694620697897,1.1501031429331814,-1.5217640136483441,-0.28138793434470233,0.08117158492804225,0.9276339599637067,-0.0155365335602143,0.35571346654296226,-1.408650510736009,0.9347031067664757,0.6902176195578421
-41544.79641989637,890109.9411391877,0.010914712150693909,-20974.06079291065,42.316483154033975,1084.1318999005584,7.336642893466087,0.12571464363775908,0.41664186748808846,-0.9273998306290615,33312.076209657855,0.951144308064632,35.219026139356664,1.1403299570672205,35972.95289396692,39490.95952824836,22.331391235117376,27697.802828145774,-194.45209209501905,64.63321409234479,0.05527869701068,0.050619769434067236,5.0,18.650691885813323,0.7008039596626752,-0.04875234715274337,-0.1405933633376944,2.4130748274113536,22.152544315932982,-486.8013036080234,7.431813092003316,0.20913017476132081,-24.961946267236552,-7.093025914281218,311.68085326951217,2.553249976125374,-18.08165350301795,0.24804201036562207,0.24555988350697133,-0.45157123175200936,21.164640733697173,16.970618334748348,-3.2800366266375804,3.997254478456175,-2.3109795306606498,5.506638531683635,6.614283631684436,-1.1317397649182426,-0.02739621460208234,0.01790083855530128,4.87604014546469,0.8622463551103388,-0.04420614969339376,4.233391143839514,-5.078230825285143,3.48566847079361,-0.9872634971584809,1.672251487434256,-0.1697613924635734,1.15157825613995,0.010675008041409188,-0.8916779138072842,-0.0006123777187576063,2.4890124995337426,0.7115963234965746,-0.2575450121545996,0.7205303855710414,0.9234205333973796,0.9754874330965229,-0.7328630262035158,-0.2298464358938796,1.0043482822564942,-0.6368411709695351,0.5059498615468756,-0.0860678176389328,0.38383504666433305,0.2877827954849234,0.08196471236557143,0.5069509416122437,0.28668917534001,0.3165352009376619
-1784584610.446334,1904774545141863.2,0.01229227237580904,-901433603.1124971,6061.8165438609685,46724014.73673638,11401.737140470625,-0.09739065271987851,-0.014159773215505364,1.0265105385776812,1417388600.455184,0.9340206527480959,-7681.824527896947,-13688.880922007776,1545860189.3771033,1718873150.7168744,8162.568457603245,1200513248.8729186,-38827.116715329714,930.6044985742926,-0.0047188379899386,-0.041619555628995164,5.0,6543.338787259489,4.285729753156568,0.0011305712034794973,-2630.346722009624,1658.612476389589,1605.0439355174606,-108549.35467133751,2137.635960212192,0.32033770496435404,-330.47093224465647,-20.690273526129054,70802.25436028172,1117.6733377757855,-147.61624482941627,4.257452622613466,5.520482797760772,-8.903276275784128,322.72152572542007,127.97029390604288,-11.98549728020381,85.99027691720457,-4.128798480815076,182.07995316249247,166.95865264249528,-9.575745047492783,0.1941055141602293,-0.515470565618907,10.944390855537186,0.14006286267957468,0.0044790553632722855,3.9317537539962815,-5.388660344172411,5.40307526510618,-5.367184844299612,1.852757450700843,-3.997393857876909,3.6919520754111987,0.8543280784862866,-0.41551732336088154,-0.046069817743926406,4.129878892352052,-0.2545669180030655,-0.41531261789868884,-0.25562269288791944,0.9543602620932241,1.0851659123423316,-0.017896520086726417,-0.2871457443858504,0.9780369442403457,-2.3758430541022753,0.12295692811903569,-0.06774726199492666,1.4277847157804857,0.07738606542741441,0.6518443109142101,-0.9012378913859747,1.3965454688775572,1.0751231271190376
-8706000.003347125,49835210588.22654,-0.09770370236668456,-4373215.48597305,755.658692446369,226323.2073446909,402.3517993522619,-0.022130555730912944,0.37259354555192775,0.6577589338381029,6838623.899963483,0.8797430891839549,-180.70508738308897,-977.7890710085252,7543424.47605142,8495804.387402417,576.0627643159067,5853937.251590972,-2793.9733520603977,232.42266586581496,-0.02149700568661005,0.013841035237316265,5.0,377.85992728297225,2.032496047717882,-0.11137014060359779,-259.39594284274904,84.05152060225781,123.4441077543827,-7519.994720309451,139.03605637446833,-0.4564419849454079,8.24165172968063,-30.7732396468657,4914.489092701027,1.0799287708715444,-74.94057601919943,4.211481692035976,2.776451799917579,-4.634702162535085,50.16918832319947,2.180502714301114,-10.6425553896611,42.6416136094539,1.5449701574857446,119.0485799011351,96.86353237083425,6.663704479745534,-0.4414772418129028,-0.962032092878543,-6.878494714082296,0.3738199285522019,0.9200325089596465,-1.9047654349019816,-1.8824533273385808,-1.3468602419615598,4.3213668495677755,0.7590223108060367,4.495109642402428,-1.2856053842680826,-0.029168210808157305,1.0326502181891177,-0.04401731633428811,-2.2888055634592748,-0.2714566590071848,1.6677197187150974,-0.14661888925333175,0.31598494320991005,0.03024419935458386,0.05991567045078647,0.18993307605990817,1.1060004738343903,1.9252516674335265,1.2436712931854381,-0.18616239168326026,-1.287391655511904,0.6847883842788222,-0.5452031828147385,1.5974011991515058,-1.2540032540793762,-0.8790917393537412
-1373287.570440048,625723718.2519572,-0.009408991946802593,-707804.0582844954,450.8501265152925,37694.64241488277,379.5593465949429,-0.025957564100395014,-0.3655767038228589,-0.9736034449172314,1141178.2813363995,0.8294873627763255,-191.90869562833942,-218.65136218353328,1190299.5001405494,1254116.271460476,170.18791405488054,922644.5274839608,-1121.6546675561108,154.7902342519436,-0.014677960165995839,0.05335737925662004,5.0,89.64280934172729,1.3815795477897743,-0.009747611298975377,-168.0302602873594,99.34489480208565,120.23672303314639,-2988.467275360573,141.58097510607095,0.9730985303344394,-63.986390446884236,-14.729481586811206,1895.255287556187,65.20519640140965,-38.83424699957523,0.6678502317031091,1.355791601288021,-2.0463985909976303,42.35744419377636,43.13872313304906,-3.682793390654342,19.871893495445047,-2.672411630192327,31.22000285829064,33.943125866020644,-5.471740724841865,-0.03177578934507984,0.8976358938370593,3.394619784189638,0.9095203554418559,0.13144270334073468,6.94280342124627,-3.706949114182716,4.070965276133606,-3.37520820357478,4.8980069875349175,-1.0720315688114335,1.7531612030017754,0.15011884170959466,-0.8442900470102597,0.011403046838461765,3.7639927151991106,0.8117120873878824,-2.0532096833053384,0.7869251851108459,0.9682159280968675,1.140846902586846,-0.967268034747832,-0.21140689595408782,0.8222603450175743,-1.3849478629161345,0.08678769307438888,0.06593674961300248,0.915114598395004,0.09354881623587584,0.4531028110754564,0.5894435547690955,0.8981695694537826,0.6773276788041658
