X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83
-201530.6835142533,36397.51482706518,72699.53372382748,-237816.35724032353,273490.444602532,671.3425494242238,-3309.805525025926,-63683.03117819792,-225.2546867764607,-0.07330103724812946,1476.5333368637284,-0.9807141532447937,0.8412249058912145,69130.8597523441,143.56590638906863,190996.07125838232,-209.2965822310135,134.09683213995197,0.0013617757663908995,-0.01193885764789137,530.6091536970637,1.1059844613788703,25.28253535146069,318.2883546400422,-1266.1355039206667,406.85136093629563,-0.026070944599070896,52.80324961490549,1.0868289486040659,0.9458073029044611,-28.3145229056044,82.46046769502829,242.38095215634647,119.85768503076642,-9.508677281802273,36.69907177194689,-4.055814561687935,-46.84214836499337,-0.18902203894701008,14.386341840066128,0.0104322368953683,57.44733572901762,-0.01285928522333634,34.5895095258929,5.474158173492179,-0.9614106450155381,-26.65748507108396,-0.6646912993453107,12.307742692353605,30.726920927186168,5.0,-0.006896015381665854,2.728943703699644,-4.469011834288717,9.872328001517621,-0.42659739758026827,10.502546702893143,0.4794225986654273,-2.1218866969143217,-1.0511740059845407,4.216299993127438,-12.21798678177067,0.01638182421418147,0.7948933382186703,-0.040238717728582174,1.014124125834515,0.008961976374772406,2.8188543382382765,-0.9432479875191047,5.607424764462268,-0.19971010631330294,-0.36167170592126874,0.4083020358907168,-4.012898005552329,0.08651610483263657,0.5837735000221067,1.3171963771524473,-0.8848640267752201,1.5387872251673118,-0.7999634841857196,1.156089703705182,-0.7381547490930797,-1.4841365904834791,0.40007506691637007
-168423.75358395983,15543.111716797372,64359.10928254262,-208220.71310375858,238934.4798841648,138.72425698496485,-2921.40652201211,-27851.39737937674,-84.87052128877399,0.04805194127622351,1271.676475745828,0.82094354769353,-0.618037520794004,30254.785474928263,1121.4355491592767,167412.93881270182,-38.390742262640195,124.68470878866077,0.008405112454878554,0.21032142962877845,466.3362524608715,0.07989098031021685,-31.1183282073745,294.6565239668697,-1204.0407042042605,392.39062722420465,0.06453867363018848,111.05574650786437,1.0581642609156579,0.9126739419967763,-12.083583274751875,52.80001597080556,229.356474193376,122.35330729781036,-3.1280533433949724,22.202679027734465,2.197104110184598,-3.0093999920138907,0.059994010088841435,16.088205433057418,0.101840309402628,50.39981966715657,0.022864944350555885,22.115290266622143,0.9390133100323079,-0.9349354113725594,-9.121321248732498,-1.5759273495623445,10.24644438865966,9.145931107094182,5.0,0.02820464495893751,-0.7781979366693332,2.0473773234346573,10.55158529844014,1.2501794532304606,2.177302091069993,-0.07413907271186837,-0.5453625842571681,0.09910488299968469,0.5938772649130533,6.077763669277722,1.166965369425363,-4.40329351725148,1.091835629975527,-0.08650698186783898,0.6540849209307418,-0.6221679070872177,-0.10014066101335561,-0.664493897355986,1.660806372621553,-0.15389587015451808,-0.04445339167817034,0.6057547203683467,-0.02398333893879297,0.012283165931841606,-0.10999073860461232,0.8907951507990864,0.36267299831965405,-0.0630071025819198,0.05025610428949157,-0.21079520213618352,-0.24904253155682932,0.5708564786356676
-110753.94955485675,24846.890776190397,40618.536714222704,-131412.19373275337,150595.97461289438,188.92948074437714,-2708.672353334242,-44026.646024363086,-135.90349813156604,-0.04686034595565389,1209.088294827252,0.8638914967750873,0.943637347055307,47745.392977336625,884.7127860153491,105590.75524443595,-186.85092652747807,98.1482245909961,-0.132076938778492,-0.09828870975649365,424.42116419023336,1.0402308833597602,-5.303791644164667,244.69291475475035,-1001.6596030090332,302.252369170658,0.12796251662193275,79.391927557132,1.053492449765544,1.16641163872012,-17.086744050297526,77.59930822363081,180.92000929046065,128.851150514411,-2.0421396971821326,35.35981596336227,0.20107970070609973,-21.648407913770317,-0.09410865920139422,25.07945542690462,-0.003037015824116293,52.19100706816487,0.10947218811829795,35.46509394197189,2.116944068432886,-0.19311668758415335,-27.580919479418757,4.891665203736668,3.63113290277824,15.09609034686568,5.0,-0.021855743232261898,-6.5131717565576555,4.186100164614328,4.980769484971502,1.855514479059885,12.209492888352196,-0.06915389976667097,1.2092978077378602,0.6847446705709849,-2.6023997396724003,-6.91577394615038,1.1229220400674425,3.7025444241828365,-0.16353812503354814,1.1318243224269218,0.01512046883631716,-1.9876783965105347,1.12180618145651,6.812839749009429,-1.1469653813528402,0.08594493381184029,1.8513416723463774,-2.582983894472512,0.09851384271408481,0.1340758898066692,-0.667865747741443,1.0818428786914498,-1.3374285237342092,0.8506287481957262,2.7275432329122458,0.9566469527395136,1.756709540655519,0.7125304788580809
-1650.5141644230862,35.47506644628146,515.5858309315096,-1900.5170786453298,2086.985580297175,-21.851213491184886,67.36436266133876,-100.629846659609,-2.9476896558816965,-0.05353762906841462,-30.35707146510186,0.6270178204095452,0.9448895468846841,91.1552395108426,26.586683781791763,1476.083829425727,-24.038443447845584,1.144183700919426,0.12145979090635535,-0.222202856064281,-25.130774411403987,0.008297950236591575,15.233953416925287,-8.999330307532983,60.50851516699472,-31.66403194077865,0.03415320906767822,-15.66180016013441,0.9311853721172276,0.9251198579709053,9.349761133281005,31.56224268469392,-26.857849263586598,19.300568057396557,-0.6953113897924517,14.634670125395619,9.639376650380722,-9.679444913269009,-0.0029580895245088293,4.7720703169512815,0.1929467932221559,-4.862884597815213,-0.03660849077400925,7.3170203737448585,-2.9111962858035407,0.8096377099727191,0.09550507283690195,3.897084828287774,3.2189699328574126,-11.768097603875345,5.0,0.30032086195321767,3.1804446472265653,1.1645844804963674,-14.867413167397107,1.516746477307219,-5.628805005695576,-0.08780522119431232,-3.9341926374673997,-0.59845372784669,-1.0484727372037608,2.461153021089739,-0.04577089619003305,4.514238830958414,-0.11671299068357391,0.02428237054872651,0.08587582285981786,0.45103857392376057,-0.27992083257154715,-2.4256277839317755,-0.3379564624540888,0.5495763434227436,0.2970997959037389,2.6310876389809605,0.05165948045139998,0.07337293500191373,-1.5097827728858793,0.42903309537512496,-0.49051873719656885,-0.2746336835416263,0.1985658819027689,0.6306555066449697,1.186693754267755,0.6301749786777493
-4271.449708828172,9897.094136501912,259.1124682047127,-2026.4108752598665,2091.047760835806,175.0825153521171,-751.8742048135657,-17191.90615544458,-188.68928731411864,-0.05314213956834505,382.8049609625288,0.43403591195798435,-1.0242603515317705,18680.147456207786,6.490607245585499,1364.3986235322525,-224.6695311081746,-5.3190265077965035,0.10641110278317628,0.004429441762717421,127.59644263154838,0.9795142231901142,58.12665061224388,62.148594331565775,-147.11793470996886,35.10045125007765,-0.0611990483438598,-57.61739612338858,0.9751514909134592,0.9345693255172252,-7.132079219048385,68.5982821836144,15.24047388491945,36.806782217945084,-14.02829229993752,27.023158041727633,0.03774621557505891,-60.2044959777904,-0.0830795882397517,2.042668303923265,-0.04445378948087331,-5.218400510517583,0.021069487806043223,21.34665272748445,3.7990688346629886,0.35216032276512543,-15.190393147437256,2.9641787524013,6.92768166287408,3.283514260451375,5.0,0.035756695796213836,-1.1156956830534779,-3.4834587071132646,-17.802539107411345,-1.2937456515305013,2.314290533826037,0.15733825634969256,-2.342288084112211,0.9281748564522414,1.3711339941707017,-16.610406603950846,-0.03700664385732598,10.171150908230326,0.10013064903398113,0.918886080582966,0.11326852052290755,2.8653890607406463,-1.4967478873356932,3.215192126475501,-2.1204581542265903,0.6105990468731376,-0.12592799351587738,-2.425714817031978,0.10867799298881971,0.3263793895588622,0.0852480033693019,-1.0064768694794304,-0.1998027697750272,-1.1765723221369708,0.6579277194791776,0.4518330222842042,1.009616813025003,-0.65016686974943
-7314.343864191191,1107.2248681881408,2232.475110323863,-7210.7944610561635,8279.532498556142,-98.948423183692,477.1133305748231,-2079.478951115799,80.28845277329829,-0.04855826442801116,-225.97214400809008,-0.9604915704335082,-0.022850254318513702,2167.073948622541,4.411858852516051,5835.901578389564,50.67992029342994,-3.7192586890052604,-0.01345932857972369,-0.057720869798370336,-102.75573941233762,0.02065363006370472,13.299970438009602,-45.102476274175146,170.16013083812166,-67.22675980726464,-0.11208783277970247,21.781631302274715,0.002553708503021237,0.8086959632020809,17.109830540973483,13.834368101021715,-49.359807320611374,13.857113279983894,-0.7645684061489858,7.531061780616778,10.23316334147644,14.721273463837575,-0.13190145459562147,15.165770786786265,-0.26332325714035615,-2.82651583645164,0.06274953788710257,1.373591777622027,-8.661227613631914,0.7884226384346382,9.58254535200735,1.4295967339571816,3.275238013574571,-24.77177876822787,5.0,-0.08900659769506233,4.581645829214141,4.275137206782237,-11.740137123243311,2.413372867574222,-11.803158283264342,-0.11198042630342037,-1.9190514915434234,-0.607426625184995,-4.7117780638450375,11.797342926583044,0.9497564411538169,0.4368494960843796,0.04460832961336579,-0.11348573535622751,-0.02569929543990232,-1.7399457789370352,1.3638114218990016,-5.525746961065404,0.2950015749974018,0.25505645915701164,0.44990778136060605,4.807529648410929,-0.11191582731368724,0.3145876290170155,-2.1448695945205776,0.7228682810409116,0.16001226849068892,1.035695904524568,-0.8125374526823356,0.5719147219608094,1.424128428860947,0.8168023397660906
-576430.089683725,56977.629148353,219858.7901878886,-704644.6072362869,805144.3658321629,-3153.066439430335,-5614.438298643722,-106255.6481960717,121.30927441472394,0.0026466925960846365,2447.438906905573,0.855519357914771,-0.922349170365729,115234.51368736934,9501.271049578458,566722.6609906419,-84.86415789942609,166.76385260913068,0.12317450526297208,0.07444530115495528,915.1509763193067,-0.05922703803243397,-119.22744526682754,561.366507200244,-2261.4477714720247,728.8180357402272,-0.09272112350269152,239.6981680130846,1.0435379184872986,0.8924598093146329,-18.533051916331644,102.45971109104453,430.88346447344696,258.73525679017894,-8.690560068785468,36.62505647249577,4.920652953048802,-7.589674275792169,-0.20024223323941992,28.70966718327763,0.33445193094650505,73.95496238462042,0.027195134028741026,34.94131177505933,2.99949882375038,0.9579337699561967,-20.575107013415025,4.87470949893281,8.56340779041791,17.136953667474604,5.0,-0.034023594592231005,-1.0540189737497554,-1.7347805757677714,13.521878447507937,0.08934596799680358,5.561693018651307,0.2051895594583311,-4.326140509099123,-0.792069911264408,3.707384378978378,0.635553677613645,0.1371610095656672,-2.5878393826665644,0.06982144458730147,0.9836254861224336,-0.05978255993648051,0.1654978129389968,-1.3535466662414928,1.2297878209943292,0.4843162237111728,-0.8865501988045175,1.019553090059182,0.2122907193237895,0.05155488757371195,-0.03244467766455713,0.22408019242735144,1.0431333039325004,-1.465242779651581,-1.100483620554949,1.0292702241227016,-0.3579465736117268,-0.8769388782564125,0.9546232530437634
-13287.431329967023,18393.668710070913,3632.6931855143994,-10566.4447100403,11367.100673033847,-228.57529091961123,-1105.3193913282564,-32844.133538541515,3.8443831828450223,-0.10016377639571478,534.7123436554302,0.5746038553353654,0.9576417552842389,35618.02370050921,1022.6703583248299,8479.909163689468,-343.4183220091432,69.08670438620086,-0.054898138390913113,-0.027811103001835494,154.0590043394212,0.989864431931005,138.78585358324315,66.46632239032711,-263.63005259427064,62.30734464286296,0.11122677084912597,-60.87644972763928,1.0626255226018484,0.03260524284969808,-25.64488268266185,75.09482748038667,36.705860666556795,25.50333219907461,-11.585628104892033,39.77537997715286,-1.670605196577294,-55.41047440407307,-0.07655369838940693,21.963474965370093,-0.1547774859593124,42.22806441421992,-0.060035872832239406,37.83612078505529,5.445515886329227,0.8244362924397239,-29.643470500630983,3.150323582395148,7.392063712531551,17.925545346354493,5.0,-0.01671088190960068,-6.506880820250926,-0.6080046998494625,-1.1735649582245478,-0.9532503213964129,12.80243630337007,0.11440524192806753,3.062286818960398,0.575340944101404,-0.7783390101181681,-16.672722619807274,-0.14442294435102687,6.178039168463501,-0.14823954938662462,1.0419094029018163,0.26394391981516,0.40509931346828304,0.5654560174582781,8.058386722917756,-2.1045330077783673,0.946980167351246,0.28770072626633025,-5.5806992712914525,-0.14603334440457363,1.0682801100639834,0.8649537886128462,-0.9075737639077385,-0.011453572970022695,0.39898698872914584,1.8073633156075257,0.5226999778285046,0.876489818881341,-0.7377375822529335
-16409.285654050735,11529.393593434363,5527.643102148219,-18506.444601554278,20606.814686219655,-13.842626803485128,-1332.029220431006,-20450.568736148565,-286.9650726899837,-0.015860599578251183,635.162522298871,-0.6209139639326874,0.7559913673670893,22246.31312574666,682.4622241813852,14535.426386875326,-157.46314855839503,-25.4892265957717,0.09643948556960996,0.05717989845276953,236.91547478710567,1.0723096899525069,-13.54967042316383,137.15502088515615,-412.23348908955614,124.36565965247149,0.07567914902719083,-11.318377596184089,0.9436917056416122,1.0492153822262,-4.410053160184341,70.91728226213849,69.84112281594676,79.92010190632311,-11.877001984308022,21.083573117035723,-2.668798964186358,-64.7650759550855,-0.05201443565431622,-3.3437589142745106,-0.22571057466912758,-17.773275082996623,-0.1198686303939765,15.254170363086894,2.7730787994195865,-0.8346237510172253,-13.082827625629147,1.0399682624311213,6.999583076702549,4.054395124062111,5.0,-0.04645987441844548,0.8222612706766526,-3.2741478903676327,-18.340976294513137,-0.9754659398878459,1.789758311104681,0.1543515559456855,-1.4573819472964868,0.943502434790272,0.18066215966330926,-18.315289369379187,0.1326457645624923,10.256394332428902,-0.1097679445894773,1.0182909924349988,-0.2518578637637842,3.12144048805053,-1.0522634754531504,3.5329690540863448,-1.8546751037951437,0.7432842349947562,0.13214797790814709,-3.526076331141461,-0.18006035609803467,0.604842798080931,0.5463975167863468,-1.1101564449473047,0.9563373525396551,-0.7599927808703711,-0.33045542821389057,0.5881418894859678,1.026145670290234,-1.794389807460929
-272584.5151129314,41357.631726352025,100742.56391676377,-326432.38926167064,374300.7920853149,-106.40329512328397,-3930.5706508515027,-73739.59530673796,-179.6871704007029,0.01394673647952843,1744.6041474701049,-0.03304794500239206,0.5141357153671484,80020.74356706007,2113.5189182734803,262330.09135872603,-175.27541111146292,132.7705413295842,0.040918825271851936,-0.07475611210098769,640.2774575480663,0.9417114565326837,-36.959908705842835,381.1085322515554,-1517.018659378604,483.8576001605009,0.004205097385092809,106.64005605702735,0.9629681399522725,0.9762736258399801,-24.652898793629337,83.56711830257285,289.91446642647264,159.0047621433091,-5.77550846653868,35.2057042195677,-3.246669259264767,-32.241323323972836,0.043453355766925605,15.95582940710515,-0.00047165727561983284,59.390851884437275,0.053265308160214644,34.1541489190154,4.750822888449755,0.20356710510597828,-26.39495282719087,2.918016945181203,7.9777364277789315,30.587786276324135,5.0,-0.1853843145348532,-2.918153983307803,-2.7782805563048494,11.312314763467043,-0.07167677902085473,12.505198981887764,0.21995332045958543,-1.3122112363457263,0.045270878795368175,2.550953508827241,-10.722749213812419,0.018755030030465226,1.5088473597845469,-0.0843019502209095,0.9870804202525851,0.07404641406379033,1.4393002061238636,-1.0488354419631585,5.564943932039129,-0.11334692557196945,-0.9371591294189977,2.037426039569314,-3.758588239230519,-0.10309003360087828,1.174495940437948,1.3799534553885469,0.8376046300534167,-0.1528467973285187,-0.9346794984175468,0.2747238028805175,-0.13468242471902514,-0.3333091417652618,-1.2278775006321587
